principalnaicscode,principalnaicscodeText,principalNAICS2DigitCode,principalNAICS3DigitCode,principalNAICS4DigitCode,NAICS_shorthand,NAICS_unabbreviated,CriticalTech
311830,Tortilla Manufacturing,31-33,311,3118,NULL,NULL,Remaining Sectors
3119,Other Food Manufacturing,31-33,311,3119,NULL,NULL,Remaining Sectors
311911,Roasted Nuts and Peanut Butter Manufacturing,31-33,311,3119,NULL,NULL,Remaining Sectors
311919,Other Snack Food Manufacturing,31-33,311,3119,NULL,NULL,Remaining Sectors
311920,Coffee and Tea Manufacturing,31-33,311,3119,NULL,NULL,Remaining Sectors
311930,Flavoring Syrup and Concentrate Manufacturing,31-33,311,3119,NULL,NULL,Remaining Sectors
311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",31-33,311,3119,NULL,NULL,Remaining Sectors
311942,Spice and Extract Manufacturing,31-33,311,3119,NULL,NULL,Remaining Sectors
311991,Perishable Prepared Food Manufacturing,31-33,311,3119,NULL,NULL,Remaining Sectors
311999,All Other Miscellaneous Food Manufacturing,31-33,311,3119,NULL,NULL,Remaining Sectors
312,Beverage and Tobacco Product Manufacturing,31-33,312,NULL,NULL,NULL,Remaining Sectors
3121,Beverage Manufacturing,31-33,312,3121,NULL,NULL,Remaining Sectors
312111,Soft Drink Manufacturing,31-33,312,3121,NULL,NULL,Remaining Sectors
312112,Bottled Water Manufacturing,31-33,312,3121,NULL,NULL,Remaining Sectors
312113,Ice Manufacturing,31-33,312,3121,NULL,NULL,Remaining Sectors
312120,Breweries,31-33,312,3121,NULL,NULL,Remaining Sectors
312130,Wineries,31-33,312,3121,NULL,NULL,Remaining Sectors
312140,Distilleries,31-33,312,3121,NULL,NULL,Remaining Sectors
3122,Tobacco Manufacturing,31-33,312,3122,NULL,NULL,Remaining Sectors
312210,Tobacco Stemming and Redrying,31-33,312,3122,NULL,NULL,Remaining Sectors
312221,Cigarette Manufacturing,31-33,312,3122,NULL,NULL,Remaining Sectors
312229,Other Tobacco Product Manufacturing,31-33,312,3122,NULL,NULL,Remaining Sectors
312230,Tobacco Manufacturing,31-33,312,3122,NULL,NULL,Remaining Sectors
313,Textile Mills,31-33,313,NULL,NULL,NULL,Remaining Sectors
3131,"Fiber, Yarn, and Thread Mills",31-33,313,3131,NULL,NULL,Remaining Sectors
313110,"Fiber, Yarn, and Thread Mills",31-33,313,3131,NULL,NULL,Remaining Sectors
313111,Yarn Spinning Mills,31-33,313,3131,NULL,NULL,Remaining Sectors
313112,"Yarn Texturizing, Throwing, and Twisting Mills",31-33,313,3131,NULL,NULL,Remaining Sectors
313113,Thread Mills,31-33,313,3131,NULL,NULL,Remaining Sectors
3132,Fabric Mills,31-33,313,3132,NULL,NULL,Remaining Sectors
313210,Broadwoven Fabric Mills,31-33,313,3132,NULL,NULL,Remaining Sectors
313220,Narrow Fabric Mills and Schiffli Machine Embroidery,31-33,313,3132,NULL,NULL,Remaining Sectors
313221,Narrow Fabric Mills,31-33,313,3132,NULL,NULL,Remaining Sectors
313222,Schiffli Machine Embroidery,31-33,313,3132,NULL,NULL,Remaining Sectors
313230,Nonwoven Fabric Mills,31-33,313,3132,NULL,NULL,Remaining Sectors
313240,Knit Fabric Mills,31-33,313,3132,NULL,NULL,Remaining Sectors
313241,Weft Knit Fabric Mills,31-33,313,3132,NULL,NULL,Remaining Sectors
313249,Other Knit Fabric and Lace Mills,31-33,313,3132,NULL,NULL,Remaining Sectors
3133,Textile and Fabric Finishing and Fabric Coating Mills,31-33,313,3133,NULL,NULL,Remaining Sectors
313310,Textile and Fabric Finishing Mills,31-33,313,3133,NULL,NULL,Remaining Sectors
313311,Broadwoven Fabric Finishing Mills,31-33,313,3133,NULL,NULL,Remaining Sectors
313312,Textile and Fabric Finishing (Except Broadwoven Fabric) Mills,31-33,313,3133,NULL,NULL,Remaining Sectors
313320,Fabric Coating Mills,31-33,313,3133,NULL,NULL,Remaining Sectors
314,Textile Product Mills,31-33,314,NULL,NULL,NULL,Remaining Sectors
3141,Textile Furnishings Mills,31-33,314,3141,NULL,NULL,Remaining Sectors
314110,Carpet and Rug Mills,31-33,314,3141,NULL,NULL,Remaining Sectors
314120,Curtain and Linen Mills,31-33,314,3141,NULL,NULL,Remaining Sectors
314121,Curtain and Drapery Mills,31-33,314,3141,NULL,NULL,Remaining Sectors
314129,Other Household Textile Product Mills,31-33,314,3141,NULL,NULL,Remaining Sectors
3149,Other Textile Product Mills,31-33,314,3149,NULL,NULL,Remaining Sectors
314910,Textile Bag and Canvas Mills,31-33,314,3149,NULL,NULL,Remaining Sectors
314911,Textile Bag Mills,31-33,314,3149,NULL,NULL,Remaining Sectors
314912,Canvas and Related Product Mills,31-33,314,3149,NULL,NULL,Remaining Sectors
31499,All Other Textile Product Mills,31-33,314,3149,NULL,NULL,Remaining Sectors
314991,"Rope, Cordage, and Twine Mills",31-33,314,3149,NULL,NULL,Remaining Sectors
314992,Tire Cord and Tire Fabric Mills,31-33,314,3149,NULL,NULL,Remaining Sectors
314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",31-33,314,3149,NULL,NULL,Remaining Sectors
314999,All Other Miscellaneous Textile Product Mills,31-33,314,3149,NULL,NULL,Remaining Sectors
315,Apparel Manufacturing,31-33,315,NULL,NULL,NULL,Remaining Sectors
3151,Apparel Knitting Mills,31-33,315,3151,NULL,NULL,Remaining Sectors
315110,Hosiery and Sock Mills,31-33,315,3151,NULL,NULL,Remaining Sectors
315111,Sheer Hosiery Mills,31-33,315,3151,NULL,NULL,Remaining Sectors
315119,Other Hosiery and Sock Mills,31-33,315,3151,NULL,NULL,Remaining Sectors
315190,Other Apparel Knitting Mills,31-33,315,3151,NULL,NULL,Remaining Sectors
315191,Outerwear Knitting Mills,31-33,315,3151,NULL,NULL,Remaining Sectors
315192,Underwear and Nightwear Knitting Mills,31-33,315,3151,NULL,NULL,Remaining Sectors
3152,Cut and Sew Apparel Manufacturing,31-33,315,3152,NULL,NULL,Remaining Sectors
315210,Cut and Sew Apparel Contractors,31-33,315,3152,NULL,NULL,Remaining Sectors
315211,Men'S and Boys' Cut and Sew Apparel Contractors,31-33,315,3152,NULL,NULL,Remaining Sectors
315212,"Women'S, Girls', and Infants' Cut and Sew Apparel Contractors",31-33,315,3152,NULL,NULL,Remaining Sectors
315220,Men's and Boys' Cut and Sew Apparel Manufacturing,31-33,315,3152,NULL,NULL,Remaining Sectors
315221,Men'S and Boys' Cut and Sew Underwear and Nightwear Manufacturing,31-33,315,3152,NULL,NULL,Remaining Sectors
315222,"Men'S and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing",31-33,315,3152,NULL,NULL,Remaining Sectors
315223,Men'S and Boys' Cut and Sew Shirt (Except Work Shirt) Manufacturing,31-33,315,3152,NULL,NULL,Remaining Sectors
315224,"Men'S and Boys' Cut and Sew Trouser, Slack, and Jean Manufacturing",31-33,315,3152,NULL,NULL,Remaining Sectors
315225,Men'S and Boys' Cut and Sew Work Clothing Manufacturing,31-33,315,3152,NULL,NULL,Remaining Sectors
315228,Men'S and Boys' Cut and Sew Other Outerwear Manufacturing,31-33,315,3152,NULL,NULL,Remaining Sectors
315231,"Women'S and Girls' Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing",31-33,315,3152,NULL,NULL,Remaining Sectors
315232,Women'S and Girls' Cut and Sew Blouse and Shirt Manufacturing,31-33,315,3152,NULL,NULL,Remaining Sectors
315233,Women'S and Girls' Cut and Sew Dress Manufacturing,31-33,315,3152,NULL,NULL,Remaining Sectors
315234,"Women'S and Girls' Cut and Sew Suit, Coat, Tailored Jacket, and Skirt Manufacturing",31-33,315,3152,NULL,NULL,Remaining Sectors
315239,Women'S and Girls' Cut and Sew Other Outerwear Manufacturing,31-33,315,3152,NULL,NULL,Remaining Sectors
315240,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",31-33,315,3152,NULL,NULL,Remaining Sectors
315280,Other Cut and Sew Apparel Manufacturing,31-33,315,3152,NULL,NULL,Remaining Sectors
315291,Infants' Cut and Sew Apparel Manufacturing,31-33,315,3152,NULL,NULL,Remaining Sectors
315292,Fur and Leather Apparel Manufacturing,31-33,315,3152,NULL,NULL,Remaining Sectors
315299,All Other Cut and Sew Apparel Manufacturing,31-33,315,3152,NULL,NULL,Remaining Sectors
3159,Apparel Accessories and Other Apparel Manufacturing,31-33,315,3159,NULL,NULL,Remaining Sectors
315990,Apparel Accessories and Other Apparel Manufacturing,31-33,315,3159,NULL,NULL,Remaining Sectors
315991,"Hat, Cap, and Millinery Manufacturing",31-33,315,3159,NULL,NULL,Remaining Sectors
315992,Glove and Mitten Manufacturing,31-33,315,3159,NULL,NULL,Remaining Sectors
315993,Men'S and Boys' Neckwear Manufacturing,31-33,315,3159,NULL,NULL,Remaining Sectors
315999,Other Apparel Accessories and Other Apparel Manufacturing,31-33,315,3159,NULL,NULL,Remaining Sectors
316,Leather and Allied Product Manufacturing,31-33,316,NULL,NULL,NULL,Remaining Sectors
3161,Leather and Hide Tanning and Finishing,31-33,316,3161,NULL,NULL,Remaining Sectors
316110,Leather and Hide Tanning and Finishing,31-33,316,3161,NULL,NULL,Remaining Sectors
3162,Footwear Manufacturing,31-33,316,3162,NULL,NULL,Remaining Sectors
316210,Footwear Manufacturing,31-33,316,3162,NULL,NULL,Remaining Sectors
316211,Rubber and Plastics Footwear Manufacturing,31-33,316,3162,NULL,NULL,Remaining Sectors
316212,House Slipper Manufacturing,31-33,316,3162,NULL,NULL,Remaining Sectors
316213,Men'S Footwear (Except Athletic) Manufacturing,31-33,316,3162,NULL,NULL,Remaining Sectors
316214,Women'S Footwear (Except Athletic) Manufacturing,31-33,316,3162,NULL,NULL,Remaining Sectors
316219,Other Footwear Manufacturing,31-33,316,3162,NULL,NULL,Remaining Sectors
3169,Other Leather and Allied Product Manufacturing,31-33,316,3169,NULL,NULL,Remaining Sectors
316991,Luggage Manufacturing,31-33,316,3169,NULL,NULL,Remaining Sectors
316992,Women's Handbag and Purse Manufacturing,31-33,316,3169,NULL,NULL,Remaining Sectors
316993,Personal Leather Good (Except Women'S Handbag and Purse) Manufacturing,31-33,316,3169,NULL,NULL,Remaining Sectors
316998,All Other Leather Good and Allied Product Manufacturing,31-33,316,3169,NULL,NULL,Remaining Sectors
316999,All Other Leather Good Manufacturing,31-33,316,3169,NULL,NULL,Remaining Sectors
321,Wood Product Manufacturing,31-33,321,NULL,NULL,NULL,Remaining Sectors
3211,Sawmills and Wood Preservation,31-33,321,3211,NULL,NULL,Remaining Sectors
321113,Sawmills,31-33,321,3211,NULL,NULL,Remaining Sectors
321114,Wood Preservation,31-33,321,3211,NULL,NULL,Remaining Sectors
3212,"Veneer, Plywood, and Engineered Wood Product Manufacturing",31-33,321,3212,NULL,NULL,Remaining Sectors
321211,Hardwood Veneer and Plywood Manufacturing,31-33,321,3212,NULL,NULL,Remaining Sectors
321212,Softwood Veneer and Plywood Manufacturing,31-33,321,3212,NULL,NULL,Remaining Sectors
321213,Engineered Wood Member (except Truss) Manufacturing,31-33,321,3212,NULL,NULL,Remaining Sectors
321214,Truss Manufacturing,31-33,321,3212,NULL,NULL,Remaining Sectors
321219,Reconstituted Wood Product Manufacturing,31-33,321,3212,NULL,NULL,Remaining Sectors
3219,Other Wood Product Manufacturing,31-33,321,3219,NULL,NULL,Remaining Sectors
321911,Wood Window and Door Manufacturing,31-33,321,3219,NULL,NULL,Remaining Sectors
321912,"Cut Stock, Resawing Lumber, and Planing",31-33,321,3219,NULL,NULL,Remaining Sectors
321918,Other Millwork (including Flooring),31-33,321,3219,NULL,NULL,Remaining Sectors
321920,Wood Container and Pallet Manufacturing,31-33,321,3219,NULL,NULL,Remaining Sectors
321991,Manufactured Home (Mobile Home) Manufacturing,31-33,321,3219,NULL,NULL,Remaining Sectors
321992,Prefabricated Wood Building Manufacturing,31-33,321,3219,NULL,NULL,Remaining Sectors
321999,All Other Miscellaneous Wood Product Manufacturing,31-33,321,3219,NULL,NULL,Remaining Sectors
322,Paper Manufacturing,31-33,322,NULL,NULL,NULL,Remaining Sectors
3221,"Pulp, Paper, and Paperboard Mills",31-33,322,3221,NULL,NULL,Remaining Sectors
322110,Pulp Mills,31-33,322,3221,NULL,NULL,Remaining Sectors
322121,Paper (except Newsprint) Mills,31-33,322,3221,NULL,NULL,Remaining Sectors
322122,Newsprint Mills,31-33,322,3221,NULL,NULL,Remaining Sectors
322130,Paperboard Mills,31-33,322,3221,NULL,NULL,Remaining Sectors
3222,Converted Paper Product Manufacturing,31-33,322,3222,NULL,NULL,Remaining Sectors
322211,Corrugated and Solid Fiber Box Manufacturing,31-33,322,3222,NULL,NULL,Remaining Sectors
322212,Folding Paperboard Box Manufacturing,31-33,322,3222,NULL,NULL,Remaining Sectors
322213,Setup Paperboard Box Manufacturing,31-33,322,3222,NULL,NULL,Remaining Sectors
322214,"Fiber Can, Tube, Drum, and Similar Products Manufacturing",31-33,322,3222,NULL,NULL,Remaining Sectors
322215,Nonfolding Sanitary Food Container Manufacturing,31-33,322,3222,NULL,NULL,Remaining Sectors
322219,Other Paperboard Container Manufacturing,31-33,322,3222,NULL,NULL,Remaining Sectors
322220,Paper Bag and Coated and Treated Paper Manufacturing,31-33,322,3222,NULL,NULL,Remaining Sectors
322221,Coated and Laminated Packaging Paper and Plastics Film Manufacturing,31-33,322,3222,NULL,NULL,Remaining Sectors
322222,Coated and Laminated Paper Manufacturing,31-33,322,3222,NULL,NULL,Remaining Sectors
322223,"Plastics, Foil, and Coated Paper Bag Manufacturing",31-33,322,3222,NULL,NULL,Remaining Sectors
322224,Uncoated Paper and Multiwall Bag Manufacturing,31-33,322,3222,NULL,NULL,Remaining Sectors
322225,Laminated Aluminum Foil Manufacturing For Flexible Packaging Uses,31-33,322,3222,NULL,NULL,Remaining Sectors
322226,Surface-Coated Paperboard Manufacturing,31-33,322,3222,NULL,NULL,Remaining Sectors
322230,Stationery Product Manufacturing,31-33,322,3222,NULL,NULL,Remaining Sectors
322231,Die-Cut Paper and Paperboard Office Supplies Manufacturing,31-33,322,3222,NULL,NULL,Remaining Sectors
322232,Envelope Manufacturing,31-33,322,3222,NULL,NULL,Remaining Sectors
322233,"Stationery, Tablet, and Related Product Manufacturing",31-33,322,3222,NULL,NULL,Remaining Sectors
322291,Sanitary Paper Product Manufacturing,31-33,322,3222,NULL,NULL,Remaining Sectors
322299,All Other Converted Paper Product Manufacturing,31-33,322,3222,NULL,NULL,Remaining Sectors
323,Printing and Related Support Activities,31-33,323,NULL,NULL,NULL,Remaining Sectors
3231,Printing and Related Support Activities,31-33,323,3231,NULL,NULL,Remaining Sectors
323110,Commercial Lithographic Printing,31-33,323,3231,NULL,NULL,Remaining Sectors
323111,Commercial Printing (except Screen and Books),31-33,323,3231,NULL,NULL,Remaining Sectors
323112,Commercial Flexographic Printing,31-33,323,3231,NULL,NULL,Remaining Sectors
323113,Commercial Screen Printing,31-33,323,3231,NULL,NULL,Remaining Sectors
323114,Quick Printing,31-33,323,3231,NULL,NULL,Remaining Sectors
323115,Digital Printing,31-33,323,3231,NULL,NULL,Remaining Sectors
323116,Manifold Business Forms Printing,31-33,323,3231,NULL,NULL,Remaining Sectors
323117,Books Printing,31-33,323,3231,NULL,NULL,Remaining Sectors
323118,"Blankbook, Looseleaf Binders, and Devices Manufacturing",31-33,323,3231,NULL,NULL,Remaining Sectors
323119,Other Commercial Printing,31-33,323,3231,NULL,NULL,Remaining Sectors
323120,Support Activities for Printing,31-33,323,3231,NULL,NULL,Remaining Sectors
323121,Tradebinding and Related Work,31-33,323,3231,NULL,NULL,Remaining Sectors
323122,Prepress Services,31-33,323,3231,NULL,NULL,Remaining Sectors
324,Petroleum and Coal Products Manufacturing,31-33,324,NULL,324 Petroleum & Coal Products Manufacturing,324 Petroleum & Coal Products Manufacturing,Remaining Sectors
3241,Petroleum and Coal Products Manufacturing,31-33,324,3241,NULL,NULL,Remaining Sectors
324110,Petroleum Refineries,31-33,324,3241,324110 Petroleum Refineries,324110 Petroleum Refineries,Remaining Sectors
324121,Asphalt Paving Mixture and Block Manufacturing,31-33,324,3241,NULL,NULL,Remaining Sectors
324122,Asphalt Shingle and Coating Materials Manufacturing,31-33,324,3241,NULL,NULL,Remaining Sectors
324191,Petroleum Lubricating Oil and Grease Manufacturing,31-33,324,3241,NULL,NULL,Remaining Sectors
324199,All Other Petroleum and Coal Products Manufacturing,31-33,324,3241,NULL,NULL,Remaining Sectors
325,Chemical Manufacturing,31-33,325,NULL,NULL,NULL,Remaining Sectors
3251,Basic Chemical Manufacturing,31-33,325,3251,NULL,NULL,Remaining Sectors
325110,Petrochemical Manufacturing,31-33,325,3251,325110 Petrochemical Manufacturing,325110 Petrochemical Manufacturing,Remaining Sectors
325120,Industrial Gas Manufacturing,31-33,325,3251,NULL,NULL,Remaining Sectors
325130,Synthetic Dye and Pigment Manufacturing,31-33,325,3251,NULL,NULL,Remaining Sectors
325131,Inorganic Dye and Pigment Manufacturing,31-33,325,3251,NULL,NULL,Remaining Sectors
325132,Synthetic Organic Dye and Pigment Manufacturing,31-33,325,3251,NULL,NULL,Remaining Sectors
325180,Other Basic Inorganic Chemical Manufacturing,31-33,325,3251,NULL,NULL,Remaining Sectors
325181,Alkalies and Chlorine Manufacturing,31-33,325,3251,NULL,NULL,Remaining Sectors
325182,Carbon Black Manufacturing,31-33,325,3251,NULL,NULL,Remaining Sectors
325188,All Other Basic Inorganic Chemical Manufacturing,31-33,325,3251,NULL,NULL,Remaining Sectors
325191,Gum and Wood Chemical Manufacturing,31-33,325,3251,NULL,NULL,Remaining Sectors
325192,Cyclic Crude and Intermediate Manufacturing,31-33,325,3251,NULL,NULL,Remaining Sectors
325193,Ethyl Alcohol Manufacturing,31-33,325,3251,NULL,NULL,Remaining Sectors
325194,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",31-33,325,3251,NULL,NULL,Remaining Sectors
325199,All Other Basic Organic Chemical Manufacturing,31-33,325,3251,NULL,NULL,Remaining Sectors
3252,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",31-33,325,3252,NULL,NULL,Remaining Sectors
325211,Plastics Material and Resin Manufacturing,31-33,325,3252,NULL,NULL,Remaining Sectors
325212,Synthetic Rubber Manufacturing,31-33,325,3252,NULL,NULL,Remaining Sectors
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,31-33,325,3252,NULL,NULL,Remaining Sectors
325221,Cellulosic Organic Fiber Manufacturing,31-33,325,3252,NULL,NULL,Remaining Sectors
325222,Noncellulosic Organic Fiber Manufacturing,31-33,325,3252,NULL,NULL,Remaining Sectors
3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",31-33,325,3253,NULL,NULL,Remaining Sectors
325311,Nitrogenous Fertilizer Manufacturing,31-33,325,3253,NULL,NULL,Remaining Sectors
325312,Phosphatic Fertilizer Manufacturing,31-33,325,3253,NULL,NULL,Remaining Sectors
325314,Fertilizer (Mixing Only) Manufacturing,31-33,325,3253,NULL,NULL,Remaining Sectors
32532,Pesticide and Other Agricultural Chemical Manufacturing,31-33,325,3253,NULL,NULL,Remaining Sectors
325320,Pesticide and Other Agricultural Chemical Manufacturing,31-33,325,3253,NULL,NULL,Remaining Sectors
3254,Pharmaceutical and Medicine Manufacturing,31-33,325,3254,NULL,NULL,Remaining Sectors
