AgencyID,AgencyIDtext,DepartmentID,CSISName,Customer,SubCustomer,InternationalAssistancePrograms,IsDiscrepency,MinOfStartDate,MaxOfEndDate,IsUnknownAgencyID,IsExceptionToContradictionTest,SubCustomerSum,IsDefense,PlatformPortfolio
360,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
3600,"VETERANS AFFAIRS, DEPARTMENT OF",NULL,NULL,VA,VA,0,NULL,1978-10-01,3022-05-09,0,0,VA,0,NULL
3601,OFFICE OF THE SECRETARY,3600,NULL,VA,VA,0,NULL,2004-05-04,2004-08-31,0,0,VA,0,NULL
3602,OFFICE OF THE DEPUTY SECRETARY,3600,NULL,VA,VA,0,NULL,2001-09-15,2005-12-16,0,0,VA,0,NULL
3603,GENERAL COUNSEL,3600,NULL,VA,VA,0,NULL,2004-09-30,2005-09-30,0,0,VA,0,NULL
3604,INSPECTOR GENERAL,3600,NULL,VA,VA,0,NULL,2003-03-15,2008-11-06,0,0,VA,0,NULL
3605,ASSISTANT SECRETARY FOR MANAGEMENT,3600,NULL,VA,VA,0,NULL,2005-09-21,2005-09-21,0,0,VA,0,NULL
3606,ASSISTANT SECRETARY FOR PLANNING AND ANALYSIS,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3607,ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENT AFFAIRS,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3608,ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
361,LIBRARY OF CONGRESS TRUST FUND BOARD,300,NULL,Other Agencies,Library,0,NULL,NULL,NULL,0,0,Library,0,NULL
3610,BOARD OF VETERANS APPEALS,3600,NULL,VA,VA,0,NULL,2005-06-20,2005-06-20,0,0,VA,0,NULL
3611,ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3612,BOARD OF CONTRACT APPEALS,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3613,OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3614,ASSISTANT SECRETARY FOR ACQUISITION AND FACILITIES,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3615,CENTER FOR MINORITY VETERANS,3600,NULL,Other Agencies,NULL,0,NULL,2009-09-29,2009-09-29,0,0,NULL,0,NULL
362,PERMANENT COMMITTEE FOR THE OLIVER WENDELL HOLMES DEVISE,300,NULL,Other Agencies,Library,0,NULL,NULL,NULL,0,0,Library,0,NULL
3620,UNDER SECRETARY FOR HEALTH/VETERANS HEALTH ADMINISTRATION,3600,NULL,VA,VA,0,NULL,1999-10-15,2001-05-15,0,0,VA,0,NULL
3621,ACTUARIAL ANALYSIS AND DATA DEVELOPMENT SERVICE,3600,NULL,VA,VA,0,NULL,2009-07-29,2009-07-29,0,0,VA,0,NULL
3622,DEPUTY ASSISTANT SECRETARY FOR PROGRAM AND DATA ANALYSIS,3600,NULL,VA,VA,0,NULL,2005-02-01,2005-02-01,0,0,VA,0,NULL
3623,DEPUTY ASSISTANT SECRETARY FOR PLANNING AND EVALUATION,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3624,IMMEDIATE OFFICE OF ASSISTANT SECRETARY FOR PLANNING AND ANALYSIS,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3625,DEPUTY ASSISTANT SECRETARY FOR BUDGET,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3627,ASSISTANT SECRETARY FOR FINANCIAL MANAGEMENT,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3628,IMMEDIATE OFFICE OF ASSISTANT SECRETARY FOR MANAGEMENT,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3630,DIRECTORY/NATIONAL CEMETERY ADMINISTRATION,3600,NULL,VA,VA,0,NULL,2008-01-28,2009-09-17,0,0,VA,0,NULL
3632,DEPUTY ASSISTANT SECRETARY FOR EQUAL EMPLOYMENT OPPORTUNITY,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3633,DEPUTY ASSISTANT SECRETARY ADMINISTRATION,3600,NULL,VA,VA,0,NULL,2002-04-15,2002-04-15,0,0,VA,0,NULL
3634,DEPUTY ASSISTANT SECRETARY HUMAN RESOURCES MANAGEMENT,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3636,IMMEDIATE OFFICE OF ASST SEC FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,3600,NULL,VA,VA,0,NULL,2001-05-24,2001-05-24,0,0,VA,0,NULL
3637,DEPUTY ASSISTANT SECRETARY FOR INTERGOVERNMENTAL AFFAIRS,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3638,DEPUTY ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3640,UNDER SECRETARY FOR BENEFITS/VETERANS BENEFITS ADMINISTATION,3600,NULL,VA,VA,0,NULL,2002-05-15,2006-10-01,0,0,VA,0,NULL
3641,DEPUTY ASSISTANT SECRETARY FOR OFFICE OF RESOLUTION MANAGEMENT,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3643,DEPUTY ASSISTANT SECRETARY FOR ACQUISITION AND MATERIEL MANAGEMENT,3600,NULL,VA,VA,0,NULL,2001-07-18,2005-07-29,0,0,VA,0,NULL
3644,DEPUTY ASSISTANT SECRETARY FOR SECURITY AND LAW ENFORCEMENT,3600,NULL,VA,VA,0,NULL,2002-06-15,2006-05-25,0,0,VA,0,NULL
3646,IMMEDIATE OFFICE OF ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3647,DEPUTY ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,3600,NULL,VA,vA,0,NULL,NULL,NULL,0,0,vA,0,NULL
3648,DEPUTY ASSISTANT SECRETARY FOR LEGISLATIVE AFFAIRS,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3649,IMMEDIATE OFFICE OF ASST SECRETARY FOR HUMAN RESOURCES AND ADMIN,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3650,ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,3600,NULL,VA,VA,0,NULL,2008-01-04,2008-05-07,0,0,VA,0,NULL
3651,IMMEDIATE OFFICE OF THE ASST SECRETARY FOR INFORMATION AND TECHNOLOGY,3600,NULL,VA,VA,0,NULL,NULL,NULL,0,0,VA,0,NULL
3652,DEPUTY ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,3600,NULL,VA,VA,0,NULL,2004-09-30,2009-10-23,0,0,VA,0,NULL
3660,VETERANS DAY NATIONAL COMMITTEE,3600,NULL,VA,VA,0,NULL,2006-12-11,2006-12-11,0,0,VA,0,NULL
368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
387,MARINE MAMMAL COMMISSION (MMC),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
389,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
3969,3969,NULL,NULL,NULL,NULL,0,NULL,2005-07-29,2005-07-29,0,0,NULL,NULL,NULL
3K06,3K06,1200,NULL,Other Agencies,NULL,0,NULL,2005-08-31,2005-08-31,0,0,NULL,0,NULL
3K47,3K47,1200,NULL,Other Agencies,NULL,0,NULL,2003-12-09,2003-12-09,0,0,NULL,0,NULL
3LAJ,3LAJ,1200,NULL,Other Agencies,NULL,0,NULL,2004-03-15,2004-03-15,0,0,NULL,0,NULL
400,GOVERNMENT PRINTING OFFICE,400,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
4100,MERIT SYSTEMS PROTECTION BOARD,4100,NULL,Other Agencies,MERIT SYSTEMS PROTECTION BOARD,0,NULL,1978-10-01,2013-09-30,0,0,MERIT SYSTEMS PROTECTION BOARD,0,NULL
417,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
418,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
4200,PENNSYLVANIA AVENUE DEVELOPMENT CORPORATION,4200,NULL,Other Agencies,All Other Customers,0,NULL,1978-10-01,NULL,0,0,All Other Customers,0,NULL
421,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
424,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
432,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
434,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
4340,NATIONAL ENDOWMENT FOR THE HUMANITIES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
4400,ACTION,4400,NULL,Other Agencies,All Other Customers,0,NULL,1978-10-15,NULL,0,0,All Other Customers,0,NULL
447U,447U,1200,NULL,Other Agencies,NULL,0,NULL,2005-12-28,2005-12-28,0,0,NULL,0,NULL
4500,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,4500,NULL,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,0,NULL,1978-10-01,2102-12-20,0,0,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,0,NULL
455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
4565,EQUAL EMPLOYMENT OPPORTUNITY COORDINATING COUNCIL,4500,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
4601,DELAWARE RIVER BASIN COMMISSION,4601,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
4602,APPALACHIAN REGIONAL COMMISSION,4602,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
4605,SUSQUEHANNA RIVER BASIN COMMISSION,4605,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
4607,INTERSTATE COMMISSION ON THE POTOMAC RIVER BASIN,4607,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
4609,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY,4609,NULL,Other Agencies,All Other Customers,0,NULL,2006-08-25,2006-08-25,0,0,All Other Customers,0,NULL
4700,GENERAL SERVICES ADMINISTRATION,NULL,NULL,GSA,GSA,0,NULL,1999-10-15,2014-04-15,0,0,GSA,0,NULL
4701,IMMEDIATE OFFICE OF THE ADMINISTRATOR,4700,NULL,GSA,GSA,0,NULL,2003-06-15,2007-06-13,0,0,GSA,0,NULL
4702,4702,4700,NULL,GSA,NULL,0,NULL,2005-03-11,2005-11-14,0,0,NULL,0,NULL
4703,OFFICE OF GENERAL COUNSEL,4700,NULL,GSA,GSA,0,NULL,1998-12-15,2013-09-30,0,0,GSA,0,NULL
4704,OFFICE OF INSPECTOR GENERAL,4704,NULL,GSA,GSA,0,NULL,1991-10-01,2013-10-01,0,0,GSA,0,NULL
4705,OFFICE OF THE ADMINISTRATOR(ACMD),NULL,NULL,GSA,GSA,0,NULL,1978-10-01,2015-05-25,0,0,GSA,0,NULL
4707,OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,4700,NULL,GSA,GSA,0,NULL,2001-04-15,2013-03-11,0,0,GSA,0,NULL
4708,OFFICE OF PUBLIC AFFAIRS,4708,NULL,GSA,GSA,0,NULL,2003-03-04,2012-09-28,0,0,GSA,0,NULL
4709,NULL,4700,NULL,GSA,NULL,NULL,NULL,2013-07-12,2013-08-21,0,0,NULL,0,NULL
471,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
4710,INFORMATION SECURITY OVERSIGHT OFFICE,4700,NULL,GSA,GSA,0,NULL,NULL,NULL,0,0,GSA,0,NULL
4711,OFFICE OF POLICY ANALYSIS,4700,NULL,GSA,GSA,0,NULL,NULL,NULL,0,0,GSA,0,NULL
4712,GSA BOARD OF CONTRACT APPEALS,4700,NULL,GSA,GSA,0,NULL,1996-10-01,2011-04-01,0,0,GSA,0,NULL
4713,OFFICE OF ACQUISITION POLICY,4700,NULL,GSA,GSA,0,NULL,2006-06-19,2006-07-28,0,0,GSA,0,NULL
4715,OFFICE OF ETHICS AND CIVIL RIGHTS,4700,NULL,GSA,GSA,0,NULL,NULL,NULL,0,0,GSA,0,NULL
4717,OFFICE OF THE CHIEF FINANCIAL OFFICER,4717,NULL,GSA,GSA,0,NULL,1998-12-15,2013-08-15,0,0,GSA,0,NULL
4719,OFFICE OF OPERATIONS,4700,NULL,GSA,GSA,0,NULL,2005-10-01,2005-10-01,0,0,GSA,0,NULL
472,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
4720,INFORMATION TECHNOLOGY SERVICE,4700,NULL,GSA,GSA,0,NULL,1979-01-15,2013-09-30,0,0,GSA,0,NULL
4722,OFFICE OF REGIONAL ADMINISTRATORS,4700,NULL,GSA,GSA,0,NULL,2002-10-15,2012-11-15,0,0,GSA,0,NULL
4724,OFFICE OF CIVIL RIGHTS,4700,NULL,GSA,GSA,0,NULL,2013-01-22,2013-08-05,0,0,GSA,0,NULL
4725,FEDERAL PROPERTY RESOURCES SERVICE,4700,NULL,GSA,NULL,NULL,NULL,2003-09-30,NULL,0,0,NULL,0,NULL
4728,OFFICE OF ENTERPRISE DEVELOPMENT,4700,NULL,GSA,GSA,0,NULL,NULL,NULL,0,0,GSA,0,NULL
4730,FEDERAL ACQUISITION SERVICE,NULL,NULL,GSA,GSA,0,NULL,1999-10-15,2012-08-28,0,0,GSA,0,NULL
4732,FEDERAL ACQUISITION SERVICE,NULL,NULL,GSA,GSA,0,NULL,2001-10-01,3013-03-14,0,0,GSA,0,NULL
4735,FEDERAL ACQUISITION SERVICE,NULL,NULL,GSA,GSA,0,NULL,1999-10-01,2017-05-31,0,0,GSA,0,NULL
474,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
4740,PUBLIC BUILDINGS SERVICE,NULL,NULL,GSA,GSA,0,NULL,1010-05-13,2913-06-07,0,0,GSA,0,NULL
4743,OFFICE OF CHILDCARE,4700,NULL,GSA,GSA,0,NULL,NULL,NULL,0,0,GSA,0,NULL
4745,OFFICE OF GOVERNMENT WIDE POLICY,NULL,NULL,GSA,GSA,0,NULL,2000-11-15,2014-09-27,0,0,GSA,0,NULL
4747,OFFICE OF SMART CARD INITIATIVES,4700,NULL,GSA,GSA,0,NULL,NULL,NULL,0,0,GSA,0,NULL
4750,OFFICE OF THE CHIEF INFORMATION OFFICER,4700,NULL,GSA,GSA,0,NULL,1995-05-01,2014-10-08,0,0,GSA,0,NULL
4760,OFFICE OF CITIZEN SERVICES AND INNOVATIVE TECHNOLOGIES,4760,NULL,Other Agencies,All Other Customers,0,NULL,2011-10-01,2013-10-01,0,0,All Other Customers,0,NULL
4770,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
4771,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
4772,OFFICE OF SMALL BUSINESS UTILIZATION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
4773,OFFICE OF ADMINISTRATIVE SERVICES,NULL,NULL,GSA,GSA,0,NULL,NULL,NULL,0,0,NULL,0,NULL
4774,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
4775,TECHNOLOGY TRANSFORMATION SERVICE,NULL,NULL,GSA,GSA,0,NULL,NULL,NULL,0,0,NULL,0,NULL
4800,4800,NULL,NULL,NULL,NULL,0,NULL,2003-09-09,2005-01-04,0,0,NULL,NULL,NULL
4811,INDIAN LAW AND ORDER COMMISSION,NULL,NULL,NULL,NULL,0,NULL,2011-08-25,2013-08-20,0,0,NULL,NULL,NULL
4817,STATE JUSTICE INSTITUTE,4817,NULL,Other Agencies,All Other Customers,0,NULL,2007-03-07,2007-04-13,0,0,All Other Customers,0,NULL
4821,INTERNATIONAL CULTURAL AND TRADE CENTER COMMISSION,4821,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
4836,"COMMISSION ON EXECUTIVE, LEGISLATIVE, AND JUDICIAL SALARIES",4836,NULL,Other Agencies,All Other Customers,0,NULL,2007-05-07,2007-05-07,0,0,All Other Customers,0,NULL
4849,OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,4849,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
485,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
4852,NATIONAL COMMISSION TO PREVENT INFANT MORTALITY,4852,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
4853,COMMISSION FOR THE STUDY OF INTERNATIONAL MIGRATION AND COOP ECONOMIC DEVEL,4853,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
4854,INTER-AGENCY COUNCIL FOR HOMELESS,4854,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
4855,OFFICE OF THE NUCLEAR WASTE NEGOTIATION,4855,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
4865,INTERAGENCY COUNCIL ON THE HOMELESS,8600,NULL,Other Agencies,All Other Customers,0,NULL,2003-09-15,2008-08-11,0,0,All Other Customers,0,NULL
487,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
4900,NATIONAL SCIENCE FOUNDATION,NULL,NULL,Other Agencies,NATIONAL SCIENCE FOUNDATION,0,NULL,1999-10-15,2997-12-05,0,0,NATIONAL SCIENCE FOUNDATION,0,NULL
4960,NATIONAL SCIENCE BOARD,4900,NULL,Other Agencies,All Other Customers,0,NULL,2006-06-02,2006-06-02,0,0,All Other Customers,0,NULL
49SA,INTERNATIONAL ASTRONOMICAL UNION,49SA,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SB,INTERNATIONAL UNION OF BIOLOGICAL SCIENCES,49SB,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SC,INTERNATIONAL UNION OF PURE AND APPLIED CHEMISTRY,49SC,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SD,INTERNATIONAL UNION OF GEODESY AND GEOPHYSICS,49SD,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SE,INTERNATIONAL UNION OF GEOLOGICAL SCIENCES,49SE,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SF,INTERNATIONAL UNION OF PURE AND APPLIED PHYSICS,49SF,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SG,INTERNATIONAL GEOGRAPHICAL UNION,49SG,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SH,INTERNATIONAL UNION OF THE HISTORY AND PHILOSOPHY OF SCIENCE,49SH,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SK,INTERNATIONAL UNION OF BIOCHEMISTRY,49SK,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SL,INTERNATIONAL UNION OF PHARMACOLOGY,49SL,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SM,INTERNATIONAL MATHEMATICAL UNION,49SM,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SN,INTERNATIONAL UNION OF NUTRITIONAL SCIENCES,49SN,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SP,INTERNATIONAL UNION OF PHYSIOLOGICAL SCIENCES,49SP,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SR,INTERNATIONAL UNION OF RADIO SCIENCE,49SR,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SS,INTERNATIONAL UNION OF PSYCHOLOGICAL SCIENCE,49SS,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49ST,INTERNATIONAL UNION OF THEORETICAL AND APPLIED MECHANICS,49ST,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SU,INTERNATIONAL COUNCIL OF SCIENTIFIC UNIONS,49SU,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SV,INTERNATIONAL UNION FOR PURE AND APPLIED BIOPHYSICS,49SV,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SW,INTERNATIONAL UNION OF MICROBOLOGICAL SOCIETIES,49SW,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SX,INTERNATIONAL UNION OF CRYSTALLOGRAPHY,49SX,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
49SY,INTERNATIONAL UNION OF IMMUNOLOGICAL SOCIETIES,49SY,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
50,HOUSE OF REPRESENTATIVES ZAAA,50,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
500,GENERAL ACCOUNTING OFFICE,500,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
5000,SECURITIES AND EXCHANGE COMMISSION,5000,NULL,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,0,NULL,1993-10-01,3012-06-29,0,0,SECURITIES AND EXCHANGE COMMISSION,0,NULL
501,COMPTROLLER GENERAL OF THE UNITED STATES,500,NULL,Other Agencies,Comptroller,0,NULL,NULL,NULL,0,0,Comptroller,0,NULL
5094,SECURITIES INVESTOR PROTECTION CORPORATION,5094,NULL,Other Agencies,All Other Customers,0,NULL,NULL,NULL,0,0,All Other Customers,0,NULL
510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
5100,FEDERAL DEPOSIT INSURANCE CORPORATION,5100,NULL,Other Agencies,All Other Customers,0,NULL,2000-04-15,2010-01-11,0,0,All Other Customers,0,NULL
511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
51A8,51A8,1200,NULL,Other Agencies,NULL,0,NULL,2005-11-28,2005-11-28,0,0,NULL,0,NULL
5200,OFF OF THE FED INSPECTOR FOR THE AK NATURAL GAS TRANSPORT,5200,NULL,Other Agencies,All Other Customers,0,NULL,2007-02-27,2009-08-27,0,0,All Other Customers,0,NULL
5223,5223,NULL,NULL,NULL,NULL,0,NULL,2004-08-30,2004-08-30,0,0,NULL,NULL,NULL
524,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
525,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
5300,NULL,5300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
535,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
539,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
5400,FEDERAL LABOR RELATIONS AUTHORITY,5400,NULL,Other Agencies,FEDERAL LABOR RELATIONS AUTHORITY,0,NULL,1978-10-01,2013-10-01,0,0,FEDERAL LABOR RELATIONS AUTHORITY,0,NULL
5407,5407,5400,NULL,Other Agencies,NULL,0,NULL,2005-10-01,2005-10-01,0,0,NULL,0,NULL
542,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL
5500,ADVISORY COMMISSION ON INTERGOVERNMENTAL RELATIONS,5500,NULL,Other Agencies,All Other Customers,0,NULL,2006-05-09,2008-03-27,0,0,All Other Customers,0,NULL
559,"GAO, EXCEPT COMPTROLLER GENERAL",500,NULL,Other Agencies,Comptroller,0,NULL,NULL,NULL,0,0,Comptroller,0,NULL
5600,CENTRAL INTELLIGENCE AGENCY,5600,NULL,Other Agencies,All Other Customers,0,NULL,2003-11-24,2011-11-07,0,0,All Other Customers,0,NULL
5700,DEPT OF THE AIR FORCE,NULL,DEPT OF THE AIR FORCE,Defense,Air Force,0,NULL,1989-10-01,5013-05-28,0,0,Air Force,1,NULL
5701,AIR FORCE MANAGEMENT ENGINEERING AGENCY,NULL,NULL,Defense,Air Force,0,NULL,2000-04-15,2004-09-30,0,0,Air Force,1,NULL
5702,AIR FORCE INSPECTION AND SAFETY CENTER,NULL,NULL,Defense,Air Force,0,NULL,2001-03-15,2004-05-13,0,0,Air Force,1,NULL
5703,AIR FORCE OPERATIONAL TEST AND EVALUATION CENTER,NULL,NULL,Defense,Air Force,0,NULL,1999-10-15,2002-12-13,0,0,Air Force,1,NULL
5704,AIR FORCE COMMUNICATIONS AGENCY,NULL,NULL,Defense,Air Force,0,NULL,2000-02-15,2001-05-15,0,0,Air Force,1,NULL
5705,AIR FORCE INTELLIGENCE SERVICE,NULL,NULL,Defense,Air Force,0,NULL,1999-10-15,2000-10-15,0,0,Air Force,1,NULL
5707,AIR FORCE OFFICE OF SPECIAL INVESTIGATIONS,NULL,NULL,Defense,Air Force,0,NULL,2000-03-15,2001-08-15,0,0,Air Force,1,NULL
5709,AIR FORCE MANPOWER AND PERSONNEL CENTER,NULL,NULL,Defense,Air Force,0,NULL,1999-12-15,1999-12-15,0,0,Air Force,1,NULL
570B,U.S. AIR FORCE ACADEMY,NULL,NULL,Defense,Air Force,0,NULL,2003-01-29,2004-09-29,0,0,Air Force,1,NULL
