coloration.key,variable,Label,Display.Order,Color,RGB,shape,size,alpha,text.color,text.RGB,abbreviation
Area,System Development & Demonstration (6.5),System Development &\nDemonstration (6.5),35,"DIIG Secondary, Amaranth",#7c131b,,,,default grey,#554449,
Area,Operational Systems Development (6.7),Operational Systems\nDevelopment (6.7),36,"DIIG Secondary, Tangelo",#e58846,,,,default grey,#554449,
Area,Uncategorized R&D,Uncategorized R&D,37,reddish gray,#967878,,,,default grey,#554449,
,,,,,,,,,,,
Agencies,Defense,Defense,1,Olive Green,#9BBB59,,,,default grey,#554449,
Agencies,Energy,Energy,2,Blue,#0070C0,,,,default grey,#554449,
Agencies,GSA,GSA,3,light Blue,#93CDDD,,,,default grey,#554449,
Agencies,NASA,NASA,4,Peach,#FAC090,,,,default grey,#554449,
Agencies,HHS,HHS,5,teal,#4198AF,,,,default grey,#554449,
Agencies,State and USAID,State&AID,6,Orange,#DB843D,,,,default grey,#554449,
Agencies,State and IAP,State&IAP,6,Orange,#DB843D,,,,default grey,#554449,
Agencies,DHS,DHS,7,Purpleblue,#93A9CF,,,,default grey,#554449,
Agencies,Other Agencies,Other,8,Light Red,#D19392,,,,default grey,#554449,
Agencies,TRUE,Defense,1,Olive Green,#9BBB59,,,,default grey,#554449,
Agencies,Civilian,Civilian,2,dark blue,#4572A7,,,,default grey,#554449,
Agencies,FALSE,Civilian,2,dark blue,#4572A7,,,,default grey,#554449,
,,,,,,,,,,,
Agencies,"Energy
(5% 2013-2014, -6% 2012-2013)","Energy
(5% 2013-2014, -6% 2012-2013)",2,Blue,#0070C0,,,,default grey,#554449,
Agencies,"GSA
(4% 2013-2014, -12% 2012-2013)","GSA
(4% 2013-2014, -12% 2012-2013)",3,light Blue,#93CDDD,,,,default grey,#554449,
Agencies,"NASA
(4% 2013-2014, -9% 2012-2013)","NASA
(4% 2013-2014, -9% 2012-2013)",4,Peach,#FAC090,,,,default grey,#554449,
Agencies,"HHS
(6% 2013-2014, 2% 2012-2013)","HHS
(6% 2013-2014, 2% 2012-2013)",5,teal,#4198AF,,,,default grey,#554449,
Agencies,"State and IAP
(8% 2013-2014, -12% 2012-2013)","State and IAP
(8% 2013-2014, -12% 2012-2013)",6,Orange,#DB843D,,,,default grey,#554449,
Agencies,"DHS
(4% 2013-2014, -3% 2012-2013)","DHS
(4% 2013-2014, -3% 2012-2013)",7,Purpleblue,#93A9CF,,,,default grey,#554449,
Agencies,"""Other Non-Defense Agencies""
(2% 2013-2014, -7% 2012-2013)","""Other Non-Defense Agencies""
(2% 2013-2014, -7% 2012-2013)",8,Light Red,#D19392,,,,default grey,#554449,
,,,,,,,,,,,
Agencies,VA,VA,7,"DIIG Additional, Sea Pink",#d37d7d,,,,default grey,#554449,
Agencies,Army,Army,1,Olive Green,#32602F,,,,default grey,#554449,
Agencies,Navy,Navy,2,"DIIG Secondary, Navy",#1d2d5c,,,,default grey,#554449,
Agencies,Air Force,Air Force,3,"DIIG Primary, Air Force",#72a0c1,,,,default grey,#554449,
Agencies,DLA,DLA,4,peach,#BB4243,,,,default grey,#554449,
Agencies,DLA and Other DoD,DLA and Other DoD,4,peach,#FDC8C8,,,,default grey,#554449,
Agencies,Other DoD,Other DoD,8,"DIIG Secondary, Tangelo",#e58846,,,,default grey,#554449,
Agencies,TMA*,TMA*,5,light orange,#F7C878,,,,default grey,#554449,
Agencies,USSOCOM,USSOCOM,6,orange,#F79646,,,,default grey,#554449,
Agencies,DeCA,DeCA,7,pink,#FF6464,,,,default grey,#554449,
Agencies,MDA,MDA,8,light purple,#B3A2C7,,,,default grey,#554449,
Agencies,DISA,DISA,9,purple,#71588F,,,,default grey,#554449,
Agencies,USACE (Civil Prog.),USACE (Civil Prog.),12,Light Red,#D19392,,,,default grey,#554449,
Agencies,USTRANSCOM,USTRANSCOM,12,Light Red,#D19392,,,,default grey,#554449,
Agencies,MilitaryHealth,Military Health,12,Light Red,#D19392,,,,default grey,#554449,
Agencies,Military \n Health,Military \n Health,12,Light Red,#D19392,,,,default grey,#554449,
Agencies,Other,Other,12,Light Red,#D19392,,,,default grey,#554449,
Agencies,Remaining DoD Agencies,Remaining DoD Agencies,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Additional DoD Components,Additional DoD Components,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Additional\nDoD\nComponents,Additional \n DoD \n Components,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Unlabeled,Unlabeled,13,reddish gray,#967878,,,,default grey,#554449,
,,,,,,,,,,,
Agencies,State,State,1,light Blue,#8EA5CB,,,,default grey,#554449,
Agencies,USAID,USAID,2,Orange,#DB833C,,,,default grey,#554449,
Agencies,AFRICAN DEVELOPMENT FOUNDATION,AFRICAN DEVELOPMENT FOUNDATION,2,Orange,#DB833C,,,,default grey,#554449,
Agencies,PEACE CORPS,PEACE CORPS,2,Orange,#DB833C,,,,default grey,#554449,
Agencies,INTER-AMERICAN FOUNDATION,INTER-AMERICAN FOUNDATION,2,Orange,#DB833C,,,,default grey,#554449,
Agencies,MILLENNIUM CHALLENGE CORPORATION,MILLENNIUM CHALLENGE CORPORATION,2,Orange,#DB833C,,,,default grey,#554449,
Agencies,OVERSEAS PRIVATE INVESTMENT CORPORATION,OVERSEAS PRIVATE INVESTMENT CORPORATION,2,Orange,#DB833C,,,,default grey,#554449,
Agencies,Uncategorized,Uncategorized,9,white,#EEECE1,,,,default grey,#554449,
,,,,,,,,,,,
Agencies,FEMA,FEMA,1,Olive Green,#86A54B,,,,default grey,#554449,
Agencies,ICE,ICE,2,Blue,#4470A7,,,,default grey,#554449,
Agencies,COAST GUARD,Coast Guard,3,light Blue,#8EA5CB,,,,default grey,#554449,
Agencies,TSA,TSA,4,Peach,#CE8E8D,,,,default grey,#554449,
Agencies,OSEC,OSEC,5,red,#A8423F,,,,default grey,#554449,
Agencies,CBP,CBP,6,Orange,#DB833C,,,,default grey,#554449,
Agencies,Other DHS,Other DHS,7,Light Red,#D19392,,,,default grey,#554449,
Agencies,OPO,OPO,5,red,#A8423F,,,,default grey,#554449,
,,,,,,,,,,,
Agencies,Defense Civil Programs,Defense Civil Programs,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Military Sales Program,Military Sales Program,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Open World Leadership Center,Open World Leadership Center,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Personnel and Housing,Personnel and Housing,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,IAP,IAP,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Legislative Branch,Legislative Branch,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,All other Customers,All other Customers,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Library,Library,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Comptroller,Comptroller,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Supreme Court,Supreme Court,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Exec Office,Exec Office,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Agriculture,Agriculture,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Commerce,Commerce,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Interior,Interior,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Justice,Justice,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Labor,Labor,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Treasury,Treasury,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,OFFICE OF PERSONNEL MANAGEMENT,OFFICE OF PERSONNEL MANAGEMENT,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,FEDERAL TRADE COMMISSION,FEDERAL TRADE COMMISSION,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,NUCLEAR REGULATORY COMMISSION,NUCLEAR REGULATORY COMMISSION,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,SMITHSONIAN INSTITUTION,SMITHSONIAN INSTITUTION,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,NATIONAL GALLERY OF ART,NATIONAL GALLERY OF ART,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,INTERNATIONAL TRADE COMMISSION,INTERNATIONAL TRADE COMMISSION,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,MERIT SYSTEMS PROTECTION BOARD,MERIT SYSTEMS PROTECTION BOARD,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,NATIONAL SCIENCE FOUNDATION,NATIONAL SCIENCE FOUNDATION,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,SECURITIES AND EXCHANGE COMMISSION,SECURITIES AND EXCHANGE COMMISSION,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,FEDERAL LABOR RELATIONS AUTHORITY,FEDERAL LABOR RELATIONS AUTHORITY,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,NATIONAL ENDOWMENT FOR THE ARTS,NATIONAL ENDOWMENT FOR THE ARTS,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,NATIONAL ENDOWMENT FOR THE HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,RAILROAD RETIREMENT BOARD,RAILROAD RETIREMENT BOARD,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,CONSUMER PRODUCT SAFETY COMMISSION,CONSUMER PRODUCT SAFETY COMMISSION,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,OFFICE OF SPECIAL COUNSEL,OFFICE OF SPECIAL COUNSEL,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,NATIONAL LABOR RELATIONS BOARD,NATIONAL LABOR RELATIONS BOARD,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,FEDERAL MARITIME COMMISSION,FEDERAL MARITIME COMMISSION,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,EPA,EPA,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Transportation,Transportation,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,SMALL BUSINESS ADMINISTRATION,SMALL BUSINESS ADMINISTRATION,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,HUD,HUD,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Archives,Archives,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,SELECTIVE SERVICE SYSTEM,SELECTIVE SERVICE SYSTEM,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,Education,Education,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,NATIONAL CAPITAL PLANNING COMMISSION,NATIONAL CAPITAL PLANNING COMMISSION,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,FEDERAL ELECTION COMMISSION,FEDERAL ELECTION COMMISSION,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,COMMODITY FUTURES TRADING COMMISSION,COMMODITY FUTURES TRADING COMMISSION,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,NATIONAL TRANSPORTATION SAFETY BOARD,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,DEFENSE NUCLEAR FACILITIES SAFETY BOARD,DEFENSE NUCLEAR FACILITIES SAFETY BOARD,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,COMMISSION ON CIVIL RIGHTS,COMMISSION ON CIVIL RIGHTS,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND O,COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND O,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,ELECTION ASSISTANCE COMMISSION,ELECTION ASSISTANCE COMMISSION,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,NATIONAL MEDIATION BOARD,NATIONAL MEDIATION BOARD,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,FEDERAL HOUSING FINANCE BOARD,FEDERAL HOUSING FINANCE BOARD,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,FEDERAL HOUSING FINANCE AGENCY,FEDERAL HOUSING FINANCE AGENCY,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,BROADCASTING BOARD OF GOVERNORS,BROADCASTING BOARD OF GOVERNORS,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,12,Light Red,#FF0000,,,,default grey,#554449,
Agencies,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,12,Light Red,#FF0000,,,,default grey,#554449,
,,,,,,,,,,,
Vehicles,Definitive,Definitive,1,light blue,#95B3D7,,,,default grey,#554449,
Vehicles,Pur. Order,Pur. Order,2,green,#6CC071,,,,default grey,#554449,
Vehicles,Single-Awd.,Single-Awd.,3,yellow,#FFC000,,,,default grey,#554449,
Vehicles,Multi-Awd.,Multi-Awd.,4,orange,#F79646,,,,default grey,#554449,
Vehicles,BPA,BPA,6,pink,#D99694,,,,default grey,#554449,
Vehicles,FSS,FSS,5,light purple,#B3A2C7,,,,default grey,#554449,
Vehicles,FSS,FSS,5,light purple,#B3A2C7,,,,default grey,#554449,
Vehicles,Letter Contract,Letter,,blue,#0000FF,,,,default grey,#554449,
Vehicles,Other IDV,Other IDV,7,peach,#E6B9B8,,,,default grey,#554449,
Vehicles,Unlbd. IDV,Unlbd. IDV,8,redish-white,#FFEBFF,,,,default grey,#554449,
Vehicles,Unlbd. Awd.,Unlbd. Awd.,8,white,#EEECE1,,,,default grey,#554449,
Vehicles,Unlabeled,Unlabeled,12,reddish gray,#967878,,,,default grey,#554449,
,,,,,,,,,,,
Pricing,Fixed-Price,Fixed-Price,1,blue,#0000FF,16,,,default grey,#554449,
Pricing,Firm-Fixed-Price / No Fee,Firm-Fixed-Price / No Fee,1,blue,#326496,,,,default grey,#554449,
Pricing,No Fee,No Fee,1,blue,#326496,,,,default grey,#554449,
Pricing,Fixed Price (Firm),Fixed Price (Firm),2,blue,#326496,,,,default grey,#554449,
Pricing,Firm-Fixed-Price,FFP,2,blue,#326496,,,,default grey,#554449,
Pricing,FFP,FFP,2,blue,#326496,,,,default grey,#554449,
Pricing,Fixed,Fixed,3,dark blue,#4572A7,,,,default grey,#554449,
Pricing,Fixed Price (Other),Fixed Price (Other),3,Blue,#B9CDE5,,,,default grey,#554449,
Pricing,Other FP,Other FP,3,Blue,#B9CDE5,,,,default grey,#554449,
Pricing,Fixed Fee,Fixed Fee,3,dark blue,#4572A7,,,,default grey,#554449,
Pricing,Cost+,Cost+,5,red,#C0504D,,,,default grey,#554449,
Pricing,Cost-Based,Cost-Based,5,red,#FF0000,17,,,default grey,#554449,
Pricing,Incentive,Incentive,4,green,#92D050,,,,default grey,#554449,
Pricing,Cost (Plus Incentive),Cost (Plus Incentive),4,pink,#D99694,,,,default grey,#554449,
Pricing,Other Cost-Based,Other Cost-Based,6,orange,#F79646,,,,default grey,#554449,
Pricing,Award,Award,5,Red,#C0504D,,,,default grey,#554449,
Pricing,Cost (Other),Cost (Other),6,Red,#C0504D,,,,default grey,#554449,
Pricing,Other CB,Other CB,6,Red,#C0504D,,,,default grey,#554449,
Pricing,Time/Mat.,Time/Mat.,7,orange,#F79646,,,,default grey,#554449,
Pricing,T&M/LH/FPLOE,T&M/LH/FPLOE,7,orange,#F79646,,,,default grey,#554449,
Pricing,UCA,UCA or Letter,8,Light Red,#D19392,,,,default grey,#554449,
Pricing,Other,Other,9,green,#92D050,,,,default grey,#554449,
Pricing,Combination,Combination,10,purple,#B3A2C7,,,,default grey,#554449,
Pricing,Combination or Other,Combination or Other,10,purple,#B3A2C7,,,,default grey,#554449,
Pricing,Combination/Other,Combination/Other,10,purple,#B3A2C7,,,,default grey,#554449,
Pricing,Unlabeled,Unlabeled,99,reddish gray,#967878,,,,default grey,#554449,
Pricing,Unclear,Unclear,99,reddish gray,#967878,,,,default grey,#554449,
,,,,,,,,,,,
UCA,0,All Other,1,Blue,#0070C0,,,,default grey,#554449,
UCA,1,UCA or Letter,2,Light Red,#D19392,,,,default grey,#554449,
UCA,Not UCA,All Other,1,Blue,#0070C0,,,,default grey,#554449,
UCA,UCA,UCA or Letter,2,Light Red,#D19392,,,,default grey,#554449,
UCA,Unlabeled,Unlabeled,25,reddish gray,#967878,,,,default grey,#554449,
,,,,,,,,,,,
Significance,<0.01,<0.01,1,,,,3,1,default grey,#554449,
Significance,<0.05,<0.05,2,,,,2,1,default grey,#554449,
Significance,Not Signif.\n(>0.05),\nNot Signif. (>0.05),3,,,,1,1,default grey,#554449,
Significance,Sample Too\nSmall to Test,Sample\nToo Small to Test,4,,,,2,0.33,default grey,#554449,
,    ,,,,,,,,,,
Hypothesis,Population,Population,1,purple,#9900CC,15,,,default grey,#554449,
Hypothesis,R&D,R&D,2,green,#006600,7,,,default grey,#554449,
Hypothesis,MDAP,MDAP,3,orange,#996600,7,,,default grey,#554449,
Hypothesis,2+ Year Dur.,2+ Year Dur.,4,teal,#009999,7,,,default grey,#554449,
Hypothesis,Comp.,Comp.,5,pale yellow,#FF6600,7,,,default grey,#554449,
Hypothesis,Possible Software Eng.,Possible Software Eng.,6,green,#666633,7,,,default grey,#554449,
Hypothesis,Software Dev.,Software Dev.,6,green,#666633,7,,,default grey,#554449,
,,,,,,,,,,,
Contract Size,Deobligation,Deobligation,1,red,#C0504D,,,,default grey,#554449,
Contract Size,Zero value,Zero value,2,pink,#D99694,,,,default grey,#554449,
Contract Size,Less than $250 thousand,Less than $250 thousand,3,light purple,#B3A2C7,,,,default grey,#554449,
Contract Size,0k - <100k,0k - <100k,3,light purple,#B3A2C7,,,,default grey,#554449,
Contract Size,"$250,000 - <$1 million","$250,000 - <$1 million",4,purple,#C8B4E1,,,,default grey,#554449,
Contract Size,$1 - <$25 million,$1 - <$25 million,5,dark blue,#1F4E78,,,,default grey,#554449,
Contract Size,$1 - <$5 million,$1 - <$5 million,5,dark blue,#1F4E78,,,,default grey,#554449,
Contract Size,100k - <10m,100k - <10m,5,dark blue,#1F4E78,,,,default grey,#554449,
Contract Size,$5 - <$25 million,$5 - <$25 million,6,Blue,#B9CDE5,,,,default grey,#554449,
Contract Size,10m+,10m+,8,green,#92D050,,,,default grey,#554449,
Contract Size,$25 - <$100 million,$25 - <$100 million,7,light blue,#95B3D7,,,,default grey,#554449,
Contract Size,$100 - <$500 million,$100 - <$500 million,8,green,#92D050,,,,default grey,#554449,
Contract Size,$500 million and greater,$500 million and greater,9,orange,#F79646,,,,default grey,#554449,
Contract Size,Unlabeled,Unlabeled,12,reddish gray,#967878,,,,default grey,#554449,
,,,,,,,,,,,
Contract.Size.Sum,Deobligation,Deobligation,1,red,#C0504D,,,,default grey,#554449,
Contract.Size.Sum,Zero value,Zero value,2,pink,#D99694,,,,default grey,#554449,
Contract.Size.Sum,Less than $250 thousand,Less than $250 thousand,3,light purple,#B3A2C7,,,,default grey,#554449,
Contract.Size.Sum,"$250,000 - <$1 million","$250,000 - <$1 million",4,purple,#C8B4E1,,,,default grey,#554449,
Contract.Size.Sum,$1 - <$25 million,$1 - <$25 million,5,dark blue,#1F4E78,,,,default grey,#554449,
Contract.Size.Sum,$1 - <$5 million,$1 - <$5 million,5,dark blue,#1F4E78,,,,default grey,#554449,
Contract.Size.Sum,$5 - <$25 million,$5 - <$25 million,6,Blue,#B9CDE5,,,,default grey,#554449,
Contract.Size.Sum,$25 - <$100 million,$25 - <$100 million,7,light blue,#95B3D7,,,,default grey,#554449,
Contract.Size.Sum,$100 - <$500 million,$100 - <$500 million,8,green,#92D050,,,,default grey,#554449,
Contract.Size.Sum,$500 million and greater,$500 million and greater,9,orange,#F79646,,,,default grey,#554449,
Contract.Size.Sum,Unlabeled,Unlabeled,12,reddish gray,#967878,,,,default grey,#554449,
,,,,,,,,,,,
Competition,No Comp. (Unlabeled),No Comp. (Unlabeled),1,peach,#FDEADA,,,,default grey,#554449,
Competition,Not Effective Comp.,Not Effective Comp.,2,red,#cb2424,,,,default grey,#554449,
Competition,No Comp.,No Comp.,3,red,#cb2424,,,,default grey,#554449,
Competition,No Comp. (Other),No Comp. (Other),4,red,#cb2424,,,,default grey,#554449,
Competition,Urgency,Urgency,4,dark red,#9A4E4E,,,,default grey,#554449,
Competition,No Comp. (Only 1 Source),No Comp. (Only 1 Source),5,dark red,#9A4E4E,,,,default grey,#554449,
Competition,Other No,No Comp. (Other),5,red,#cb2424,,,,default grey,#554449,
Competition,Follow on to Competed Action,Follow on to Competed Action,6,pink,#D99694,,,,default grey,#554449,
Competition,1 Offer,1 Offer,7,,#fe8181,,,,default grey,#554449,
Competition,Effective Comp.,Effective Comp.,8,,#326496,,,,default grey,#554449,
Competition,Limited Comp. (2+ offers),Limited Comp. (2+ offers),8,blue,#326496,,,,default grey,#554449,
Competition,2+ Offers,2+ Offers,8,,#326496,,,,default grey,#554449,
Competition,2-4 Offers,2-4 Offers,8,,#326496,,,,default grey,#554449,
Competition,2 Offers,2 Offers,8,light blue,#60B4E9,,,,default grey,#554449,
Competition,3+ Offers,3+ Offers,9,blue,#4F81BD,,,,default grey,#554449,
Competition,3-4 Offers,3-4 Offers,9,blue,#4F81BD,,,,default grey,#554449,
Competition,Full and Open (2+ offers),Full and Open Comp. (2+ offers),10,dark blue,#4572A7,,,,default grey,#554449,
Competition,5+ Offers,5+ Offers,10,dark blue,#1F4E78,,,,default grey,#554449,
Competition,Unlabeled,Unlabeled,11,reddish gray,#967878,,,,default grey,#554449,
