CSISbudgetLineKey,AccountDSI,DefenseOrganization,BudgetActivity,BudgetSubActivity,LineItem,ProgramElement,CSISbudgetLineTitle,IsLineItemAlsoLineNumber,CSIScreateddate,CSISmodifiedDate,CSISmodifiedBy
PROC~0300D~SOCOM~2~1~0201UMNISR,0300D,SOCOM,2,1,0201UMNISR,NULL,Unmanned ISR,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~0205MCAR,0300D,SOCOM,2,1,0205MCAR,NULL,MC-130H AIR REFUELING SYSTEM,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0300D~SOCOM~2~1~0205MH47SL,0300D,SOCOM,2,1,0205MH47SL,NULL,MH-47 Service Life Extension Program,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~0205MH60SL,0300D,SOCOM,2,1,0205MH60SL,NULL,MH-60 SOF Modernization Program,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~0207NSAV,0300D,SOCOM,2,1,0207NSAV,NULL,Non-Standard Aviation,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~0207UV,0300D,SOCOM,2,1,0207UV,NULL,Unmanned Vehicles,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~0606MC130J,0300D,SOCOM,2,1,0606MC130J,NULL,Tanker Recapitalization,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~0607U28,0300D,SOCOM,2,1,0607U28,NULL,U-28,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~0610MH47,0300D,SOCOM,2,1,0610MH47,NULL,MH-47 Chinook,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~0809RQ11,0300D,SOCOM,2,1,0809RQ11,NULL,RQ-11 Unmanned Aerial Vehicle,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~1000C130HM,0300D,SOCOM,2,1,1000C130HM,NULL,"MC-130H, COMBAT TALON II",NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0300D~SOCOM~2~1~1000CV2200,0300D,SOCOM,2,1,1000CV2200,NULL,CV-22 SOF Mod,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~1108MQ1,0300D,SOCOM,2,1,1108MQ1,NULL,MQ-1 Unmanned Aerial Vehicle,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~1108MQ9,0300D,SOCOM,2,1,1108MQ9,NULL,MQ-9 Unmanned Aerial Vehicle,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~1108RQ7,0300D,SOCOM,2,1,1108RQ7,NULL,RQ-7 Unmanned Aerial Vehicle,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~1108STU,0300D,SOCOM,2,1,1108STU,NULL,STUASL0 UAV,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~1202PSP,0300D,SOCOM,2,1,1202PSP,NULL,Precision Strike Package,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~2012C130J,0300D,SOCOM,2,1,2012C130J,NULL,AC/MC-130J,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~2143369001,0300D,SOCOM,2,1,2143369001,NULL,MQ-8 UAV,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~5000AC130U,0300D,SOCOM,2,1,5000AC130U,NULL,AC-130U GUNSHIP ACQUISITION,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0300D~SOCOM~2~1~5000C13000,0300D,SOCOM,2,1,5000C13000,NULL,C-130 Modifications,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~1~7000800000,0300D,SOCOM,2,1,7000800000,NULL,Aircraft Support,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~2~0203SEALAB,0300D,SOCOM,2,2,0203SEALAB,NULL,ASDS ADVANCE PROCUREMENT,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0300D~SOCOM~2~2~2010US,0300D,SOCOM,2,2,2010US,NULL,Underwater Systems,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~2~5000510300,0300D,SOCOM,2,2,5000510300,NULL,Advanced Seal Delivery System (ASDS),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~2~5000510400,0300D,SOCOM,2,2,5000510400,NULL,Seal Delivery Vehicle,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~2~5000510500,0300D,SOCOM,2,2,5000510500,NULL,SUBMARINE CONVERSION,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0300D~SOCOM~2~3~0203533WPN,0300D,SOCOM,2,3,0203533WPN,NULL,SOF Ordnance Replenishment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~3~0203CAWCF,0300D,SOCOM,2,3,0203CAWCF,NULL,CONVENTIONAL AMMO WORKING CAPITAL FUND,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0300D~SOCOM~2~3~0203ORD,0300D,SOCOM,2,3,0203ORD,NULL,Ordnance Items <$5M,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~3~0203ORDN,0300D,SOCOM,2,3,0203ORDN,NULL,ORDNANCE ITEMS <$5M,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~3~0203PYDEMO,0300D,SOCOM,2,3,0203PYDEMO,NULL,SOF Ordnance Acquisition,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~020400COMM,0300D,SOCOM,2,4,020400COMM,NULL,Communications Equipment and Electronics,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~020400INTL,0300D,SOCOM,2,4,020400INTL,NULL,SOF Intelligence Systems,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~020400SSAW,0300D,SOCOM,2,4,020400SSAW,NULL,Small Arms and Weapons,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~020401INTL,0300D,SOCOM,2,4,020401INTL,NULL,Distributed Common Ground/Surface Systems,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0204JMIPBB,0300D,SOCOM,2,4,0204JMIPBB,NULL,JOINT MILITARY INTELLIGENCE PROGRAM,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0300D~SOCOM~2~4~0204LSTVEH,0300D,SOCOM,2,4,0204LSTVEH,NULL,ITV,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0300D~SOCOM~2~4~0204MEQMOD,0300D,SOCOM,2,4,0204MEQMOD,NULL,Maritime Equipment Modifications,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0204NSWRIB,0300D,SOCOM,2,4,0204NSWRIB,NULL,NAVAL SPC WARFARE RIGID INFLATABLE BOAT,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0300D~SOCOM~2~4~0204OTHER,0300D,SOCOM,2,4,0204OTHER,NULL,Other Items <$5M,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0204SAFCBB,0300D,SOCOM,2,4,0204SAFCBB,NULL,Spec Application For Cont,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0204SCCS,0300D,SOCOM,2,4,0204SCCS,NULL,SOF Combatant Craft Systems,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0204SPARES,0300D,SOCOM,2,4,0204SPARES,NULL,Spares and Repair Parts,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0204SPCPRG,0300D,SOCOM,2,4,0204SPCPRG,NULL,Special Programs,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0204TACVEH,0300D,SOCOM,2,4,0204TACVEH,NULL,Tactical Vehicles,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0204Warrior,0300D,SOCOM,2,4,0204Warrior,NULL,WARRIOR SYSTEMS <$5M,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0204WARSYS,0300D,SOCOM,2,4,0204WARSYS,NULL,Warrior Systems <$5M,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0205MPTS,0300D,SOCOM,2,4,0205MPTS,NULL,Mission Training And Preparation Systems,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0205MTPS,0300D,SOCOM,2,4,0205MTPS,NULL,Mission Training And Preparation Systems,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0205SOCOM,0300D,SOCOM,2,4,0205SOCOM,NULL,USSOCOM REQUIREMENTS - TITLE IX,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0300D~SOCOM~2~4~0206CMR,0300D,SOCOM,2,4,0206CMR,NULL,Combat Mission Requirements,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0207MCE,0300D,SOCOM,2,4,0207MCE,NULL,Milcon Collateral Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0207UV,0300D,SOCOM,2,4,0207UV,NULL,UNMANNED VEHICLES,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0300D~SOCOM~2~4~0300000001,0300D,SOCOM,2,4,0300000001,NULL,Classified Programs,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0607AS,0300D,SOCOM,2,4,0607AS,NULL,SOF Automation Systems,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0607GVAS,0300D,SOCOM,2,4,0607GVAS,NULL,SOF Global Video Surveillance Activities,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0607GVSA,0300D,SOCOM,2,4,0607GVSA,NULL,GLOBAL VIDEO SURVEILLANCE ACTIVITIES,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0607OEI,0300D,SOCOM,2,4,0607OEI,NULL,SOF Operational Enhancements Intelligence,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0607SPSS,0300D,SOCOM,2,4,0607SPSS,NULL,Soldier Protection and Survival Systems,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0607SVALSS,0300D,SOCOM,2,4,0607SVALSS,NULL,Visual Augmentation Lasers and Sensor Systems,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~0607TR,0300D,SOCOM,2,4,0607TR,NULL,Tactical Radio Systems,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~1110114000,0300D,SOCOM,2,4,1110114000,NULL,SOF Maritime Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~2000DRUGID,0300D,SOCOM,2,4,2000DRUGID,NULL,Drug Interdiction,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~2143368000,0300D,SOCOM,2,4,2143368000,NULL,Miscellaneous Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~2143368500,0300D,SOCOM,2,4,2143368500,NULL,SPECIAL OPS MISSION PLANNING ENVIRONMENT,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0300D~SOCOM~2~4~2143369000,0300D,SOCOM,2,4,2143369000,NULL,SOF Operational Enhancements,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~2328094BB2,0300D,SOCOM,2,4,2328094BB2,NULL,Psyop Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~SOCOM~2~4~300000001,0300D,SOCOM,2,4,300000001,NULL,Classified Programs,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0300D~SOCOM~2~99~9999999999,0300D,SOCOM,2,99,9999999999,NULL,Classified Programs,0,2020-07-05 13:02:27.463,2020-07-05 13:13:14.403,Automatically marked as NoFYDPexpected by GSanders@csis.org
PROC~0300D~TJS~1~15~0201165J,0300D,TJS,1,15,0201165J,NULL,Joint Staff Activities,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~TJS~1~15~0204571J,0300D,TJS,1,15,0204571J,NULL,Joint Staff Analytical Support,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~TJS~1~15~0208043J,0300D,TJS,1,15,0208043J,NULL,Planning and Decision Aid System (PDAS),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~TJS~1~15~0902298J,0300D,TJS,1,15,0902298J,NULL,Management Headquarters,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~TJS~1~15~10,0300D,TJS,1,15,10,NULL,"Major Equipment, TJS",0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~TJS~1~15~15,0300D,TJS,1,15,15,NULL,Major Equipment - TJS Cyber,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~TJS~1~15~38,0300D,TJS,1,15,38,NULL,Major Equipment,1,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~TJS~1~15~80,0300D,TJS,1,15,80,NULL,"Major Equipment, TJS - CE2T2",0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~UNDD~20~99~FY2011CR,0300D,UNDD,20,99,FY2011CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~WHS~1~1~20,0300D,WHS,1,1,20,NULL,WHS MOTOR VEHICLES,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0300D~WHS~1~1~31,0300D,WHS,1,1,31,NULL,"MAJOR EQUIPMENT, WHS",NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0300D~WHS~1~1~50,0300D,WHS,1,1,50,NULL,Indian Financing Act,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~WHS~1~4~20,0300D,WHS,1,4,20,NULL,WHS MOTOR VEHICLES,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0300D~WHS~1~4~31,0300D,WHS,1,4,31,NULL,"Major Equipment, WHS",0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~WHS~1~4~31v2,0300D,WHS,1,4,31v2,NULL,Major Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0300D~WHS~1~4~50,0300D,WHS,1,4,50,NULL,Indian Incentive Program,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0303D~DEFW~1~10~110,0303D,DEFW,1,10,110,NULL,Joint Urgent Operational Needs Fund,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0303D~DEFW~20~21~FY2017CR,0303D,DEFW,20,21,FY2017CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0303D~DEFW~20~99~FY2013CR,0303D,DEFW,20,99,FY2013CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0303D~DEFW~20~99~FY2018CR,0303D,DEFW,20,99,FY2018CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0303D~UNDD~1~10~110,0303D,UNDD,1,10,110,NULL,Joint Urgent Operational Needs Fund,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0350D~DEFW~1~30~013005,0350D,DEFW,1,30,013005,NULL,Weapon System Cost,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0350D~DEFW~1~30~13005,0350D,DEFW,1,30,13005,NULL,Miscellaneous Equipment,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0350D~DEFW~1~40~014005,0350D,DEFW,1,40,014005,NULL,Miscellaneous Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0350D~DEFW~1~40~14005,0350D,DEFW,1,40,14005,NULL,Miscellaneous Equipment,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0350D~DEFW~1~50~015005,0350D,DEFW,1,50,015005,NULL,Miscellaneous Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0350D~DEFW~1~50~15005,0350D,DEFW,1,50,15005,NULL,Miscellaneous Equipment,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0350D~DEFW~1~60~016005,0350D,DEFW,1,60,016005,NULL,Miscellaneous Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0350D~DEFW~1~60~16005,0350D,DEFW,1,60,16005,NULL,Miscellaneous Equipment,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0350D~DEFW~2~10~021005,0350D,DEFW,2,10,021005,NULL,Miscellaneous Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0350D~DEFW~2~10~21005,0350D,DEFW,2,10,21005,NULL,Miscellaneous Equipment,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0350D~DEFW~2~20~022005,0350D,DEFW,2,20,022005,NULL,Miscellaneous Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0350D~DEFW~2~20~22005,0350D,DEFW,2,20,22005,NULL,Miscellaneous Equipment,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0350D~DEFW~20~10~FY2017CR,0350D,DEFW,20,10,FY2017CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0350D~DEFW~20~99~FY2018CR,0350D,DEFW,20,99,FY2018CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0350D~OSD~1~30~013005,0350D,OSD,1,30,013005,NULL,Miscellaneous Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0350D~OSD~1~40~014005,0350D,OSD,1,40,014005,NULL,Miscellaneous Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0350D~OSD~1~50~015005,0350D,OSD,1,50,015005,NULL,Miscellaneous Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0350D~OSD~1~60~016005,0350D,OSD,1,60,016005,NULL,Miscellaneous Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0350D~OSD~2~10~021005,0350D,OSD,2,10,021005,NULL,Miscellaneous Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0350D~OSD~2~20~022005,0350D,OSD,2,20,022005,NULL,Miscellaneous Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0350D~OSD~20~99~FY2011CR,0350D,OSD,20,99,FY2011CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0360D~OSD~1~10~TITLE3,0360D,OSD,1,10,TITLE3,NULL,Defense Production Act Purchases,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0360D~OSD~1~10~TitleIII,0360D,OSD,1,10,TitleIII,NULL,Defense Production Act Purchases,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0360D~OSD~1~11~11,0360D,OSD,1,11,11,NULL,DOMESTIC RADIATION HARDENED ELECTRONICS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~0360D~OSD~20~99~FY2011CR,0360D,OSD,20,99,FY2011CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~0360D~OSD~20~99~FY2013CR,0360D,OSD,20,99,FY2013CR,NULL,Adj to Match Continuing Resolution,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
