ProjectID	ProjectName	ProjectPrettyName	ProjectAbbreviation	IsJointDevelopmentCaseStudy	CSISmodifiedDate	CSISmodifiedBy	IsPerformanceBasedLogistics	PlatformPortfolio	ObligatedAmount	MinOfFiscalYear	MaxOfFiscalYear	TopPlatformPortfolio	TopPlatformPortfolioObligatedAmount	TopParentID	TopParentIDObligatedAmount	Notes	IsUnknown	WasUncategorizedMissilesOrSpaceSystem	IsUninvestigated	IsRemotelyOperated	RANDID	IsParentProjectID	ParentProjectID	IDAID
83	A-6E / A-6 UPGRADE 	A-6E / A-6 UPGRADE 	188	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	66631.8119	2006	2012	Aircraft	52416.9519	PARKER HANNIFIN	55858.2119	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
84	MH-60R 	MH-60R 	191	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	6899885533.5577	2004	2018	Aircraft	817690846.7900	LOCKHEED MARTIN	4297293533.7240	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
85	SCOUT 	SCOUT 	193	NULL	2019-04-13 13:20:10.9400000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	496677730.8107	2007	2018	Aircraft	133241068.7700	BOEING	319253749.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
86	DD(X) 	DD(X) 	197	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ships & Submarines	16024115004.3947	2004	2018	Ships & Submarines	4290156702.3711	RAYTHEON	7306502386.6141	Zumwalt Class Destroyer	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
87	JSF (F-35) 	JSF (F-35) 	198	1	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	99730249658.5634	1997	2018	Aircraft	24142780609.3471	LOCKHEED MARTIN	84783102024.7212	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
88	FAB-T 	FAB-T 	199	0	2019-04-13 13:20:10.9400000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	674346.9063	2008	2018	Electronics, Comms, & Sensors	449779.4063	NULL	600754.9063	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
89	C-12	C-12	1ACE	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	1035435344.8799	1990	2010	Aircraft	119695722.0000	NULL	641853501.5596	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
90	C-23 SHERPA	C-23 SHERPA	1ACF	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	251521120.0000	1990	2003	Aircraft	123695511.0000	BOMBARDIER	169971959.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
91	C-20 ACFT	C-20 ACFT	1ACH	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Facilities and Construction	2107824.0000	1999	2003	Facilities and Construction	679461.0000	NULL	774960.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
93	H-2 SEASPRITE	H-2 SEASPRITE	1AHB	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Ordnance and Missiles	562895.0000	1993	1993	Ordnance and Missiles	562895.0000	NULL	562895.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
95	OH-6 CAYUSE	OH-6 CAYUSE	1AHD	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	3174629.0000	1990	1993	Aircraft	1644000.0000	NULL	2458131.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
96	OH-5/6 PAWNEE	OH-5/6 PAWNEE	1AHE	NULL	2016-04-25 21:22:55.1570000	CSIS\GSanders	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
97	AH-56 CHEYENNE	AH-56 CHEYENNE	1AHH	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	191000.0000	1991	1991	Aircraft	191000.0000	NULL	191000.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
98	CH-46 SEA KNIGHT	CH-46 SEA KNIGHT	1AHJ	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	47700857.0703	1990	2010	Aircraft	47657307.0000	GENERAL ELECTRIC	38192152.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
99	CH-47 CHINOOK	CH-47 CHINOOK	1AHK	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	4924859927.8762	1990	2011	Aircraft	1216017486.0000	BOEING	1940588416.5450	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
100	H-51	H-51	1AHL	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	1809048.0000	1991	1994	Aircraft	1171048.0000	NULL	1607626.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
101	AH-1 COBRA	AH-1 COBRA	1AHM	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	185725809.8594	1990	2016	Aircraft	78034195.0000	NULL	62677364.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
102	AH-1J IRANIAN	AH-1J IRANIAN	1AHN	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	20488000.0000	1990	1991	Aircraft	11866000.0000	TEXTRON	20257000.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
103	EH-1H ELECTRONIC	EH-1H ELECTRONIC	1AHO	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	3682354.0000	1991	1993	Aircraft	2210000.0000	NULL	3275705.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
104	AH-1S COBRA TOW	AH-1S COBRA TOW	1AHP	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	8369486.0000	1990	1993	Aircraft	3729000.0000	NULL	7034082.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
105	CH-54 TARHE	CH-54 TARHE	1AHQ	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	23873114.0000	1990	1993	Aircraft	15336000.0000	NULL	18730884.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
106	TH-55 OSAGE	TH-55 OSAGE	1AHR	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	108861.0000	1991	1993	Aircraft	83861.0000	NULL	83861.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
107	214 COMMERCIAL	214 COMMERCIAL	1AHS	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	9248379.0000	1991	2003	Electronics, Comms, & Sensors	4001871.0000	LUCENT TECHNOLOGIES	4204687.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
108	UH-19 CHICKASAW	UH-19 CHICKASAW	1AHU	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	10095000.0000	1990	1991	Aircraft	10000000.0000	GM HUGHES ELECTRONICS	10095000.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
109	AH-1G HUEYCOBRA	AH-1G HUEYCOBRA	1AHW	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	1544010193.0699	1990	2011	Aircraft	315505928.0000	TEXTRON	961484120.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
110	NH-41 SENECA	NH-41 SENECA	1AHZ	NULL	2019-04-13 13:09:01.8733333	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	41553.0000	1990	1993	Aircraft	100000.0000	NULL	41553.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
111	UH-60 BLACKHAWK UTTAS	UH-60 BLACKHAWK UTTAS	1AIA	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	11104927671.9414	1990	2018	Aircraft	2139172246.0000	UNITED TECH	5280051754.1250	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
112	QH-50	QH-50	1AIB	NULL	2017-06-23 17:13:33.4730000	Brian and Ravi update implemented by CSIS\GSanders	NULL	Aircraft	52907146.0000	1990	1993	Aircraft	25675000.0000	GENERAL ELECTRIC	44092910.0000		NULL	NULL	0	1	NULL	NULL	NULL	NULL
113	AH-64 APACHE	AH-64 APACHE	1AIC	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	9382828309.0370	1990	2018	Aircraft	1789717460.0000	MCDONNELL DOUGLAS [BOEING]	3633421355.0000	NULL	NULL	NULL	0	NULL	AH-64	NULL	NULL	NULL
114	YEH-60	YEH-60	1AID	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	6206792.0000	1991	1993	Aircraft	3689000.0000	NULL	5505392.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
115	SCOUT ASH	SCOUT ASH	1AIE	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	40058685.6415	1990	2009	Aircraft	9558997.0000	HONEYWELL	21895175.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
117	RAH 66 COMMANCHE	RAH 66 COMMANCHE	1AIH	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	1987924672.0000	1997	2009	Aircraft	775825500.0000	JOINT VENTURE [Boeing/UTC]	1971471295.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
118	COMMANCHE	COMMANCHE	1AII	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	2047721.0000	1998	2003	Aircraft	1122282.0000	LOCKHEED MARTIN	1000000.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
119	0-1 BIRD DOG	0-1 BIRD DOG	1AOA	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	39546.0000	1992	1992	Aircraft	39546.0000	GENERAL MOTORS	39546.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
120	RV-1	RV-1	1ARA	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	5832859.0000	1991	2003	Other Services	3669600.0000	CHOCTAW MANAGEMENT	2553855.0000		1	NULL	0	NULL	NULL	NULL	NULL	NULL
121	RU-21	RU-21	1ARJ	NULL	2019-04-13 13:09:01.8733333	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	6392000.0000	1990	1991	Aircraft	3544000.0000	NULL	6392000.0000		1	NULL	0	NULL	NULL	NULL	NULL	NULL
122	2B-24 SYNTHETIC FLIGHT TR	2B-24 SYNTHETIC FLIGHT TRN	1ATG	NULL	2019-04-13 13:20:10.9400000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	119000.0000	1990	1991	Electronics, Comms, & Sensors	166000.0000	NULL	166000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
123	HELICOPTER NEW TRAINING	HELICOPTER NEW TRAINING	1ATH	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	61546223.0000	1999	2003	Aircraft	27295792.0000	TEXTRON	58253884.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
124	U-1 OTTER	U-1 OTTER	1AUA	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	455664.0000	1990	1993	Aircraft	283664.0000	NULL	327093.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
125	U-8 SEMINOLE	U-8 SEMINOLE	1AUB	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	189090.0000	1990	1992	Aircraft	95000.0000	NULL	74090.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
126	U-6 BEAVER	U-6 BEAVER	1AUC	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	42686251.0000	1990	1995	Aircraft	40444000.0000	ROLLS ROYCE	39620477.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
127	U-21 UTE	U-21 UTE	1AUE	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	678336.0000	1991	2003	Aircraft	430000.0000	NULL	662467.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
128	OV-1 MOHAWK	OV-1 MOHAWK	1AVA	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	28864518.0801	1990	2010	Aircraft	12940939.0000	BOMBARDIER	13250000.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
129	CV-7 BUFFALO	CV-7 BUFFALO	1AVE	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	754221.0000	1990	1992	Aircraft	712000.0000	NULL	754221.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
130	X-19	X-19	1AWA	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	3031000.0000	1990	1992	Aircraft	1570000.0000	NULL	3031000.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
131	T-53	T-53	1BTB	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	87493271.0000	1990	1993	Aircraft	61277000.0000	SABRELINER	44904061.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
132	T-55	T-55	1BTC	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	21930189.0000	1990	1993	Aircraft	11780000.0000	NULL	11193504.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
133	T-63	T-63	1BTJ	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	12568956.0000	1990	1993	Aircraft	5534046.0000	GENERAL MOTORS	10568558.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
134	T-64	T-64	1BTK	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	219158240.0000	1989	2003	Aircraft	61464309.0000	GENERAL ELECTRIC	183843594.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
135	T-800	T-800	1BTN	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	183361798.0000	1995	2003	Aircraft	52307814.0000	NULL	179886254.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
136	T-700	T-700	1BTP	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Aircraft	860921341.9297	1990	2009	Aircraft	204920000.0000	GENERAL ELECTRIC	692100771.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
137	BALLISTIC MISSILE DEFENSE	BALLISTIC MISSILE DEFENSE SYS	1CAA	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ordnance and Missiles	21222431855.4248	1988	2018	Ordnance and Missiles	2310459001.0000	NULL	4366509049.5649	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
138	BALL MSL DEF SYS	BALL MSL DEF SYS	1CED	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Missile Defense	630602133.0000	1991	1993	Missile Defense	253550375.0000	JOHNSON CONTROLS	313203789.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
139	MIM-14 NIKE HERCULES	MIM-14 NIKE HERCULES	1CMA	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ordnance and Missiles	1166944.0000	1990	1993	Ordnance and Missiles	703767.0000	NULL	702040.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
140	XAGM-22 (SS-11) MSL SYS	XAGM-22 (SS-11) MSL SYS	1CMB	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Ordnance and Missiles	85000.0000	1991	1991	Ordnance and Missiles	85000.0000	NULL	85000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
141	MIM-23 HAWK	MIM-23 HAWK	1CMC	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ordnance and Missiles	1554921383.2184	1990	2012	Ordnance and Missiles	205063000.0000	RAYTHEON	1232335090.2184	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
142	MGM-29 SERGEANT	MGM-29 SERGEANT	1CMD	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Ordnance and Missiles	-50000.0000	1990	1990	NULL	-50000.0000	NULL	-50000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
143	MGM-31 PERSHING	MGM-31 PERSHING	1CME	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ordnance and Missiles	-367565.0000	1990	1993	Ordnance and Missiles	7313000.0000	NULL	1757625.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
144	1CMF	NULL	1CMF	NULL	2019-04-13 12:31:49.5400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	Space Systems	17006024.0000	1993	1993	NULL	17006024.0000	JAVELIN [LOCKHEED MARTIN/TEXAS INSTRUMENTS/RAYTHEON]	16230790.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
145	MQM-40/42 REDHEAD/ROADRUN	MQM-40/42 REDHEAD/ROADRUNNER	1CMH	NULL	2017-06-23 17:13:33.4730000	Brian and Ravi update implemented by CSIS\GSanders	NULL	Aircraft	98000.0000	1990	1990	NULL	98000.0000	NULL	98000.0000	Target drone	NULL	NULL	0	1	NULL	NULL	NULL	NULL
146	FIM-43 REDEYE (LONGBOW)	FIM-43 REDEYE (LONGBOW)	1CMJ	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Ordnance and Missiles	-87000.0000	1991	1991	NULL	-87000.0000	NULL	-87000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
147	MGM-52 LANCE	MGM-52 LANCE	1CML	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ordnance and Missiles	12986243.0000	1990	1993	Ordnance and Missiles	7867000.0000	VOUGHT	14746639.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
148	MIM-72 CHAPARRAL	MIM-72 CHAPARRAL	1CMN	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ordnance and Missiles	126405195.0000	1990	2002	Ordnance and Missiles	45056000.0000	NULL	38964029.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
149	MGM-71 TOW	MGM-71 TOW	1CMS	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ordnance and Missiles	1696859528.0000	1990	2003	Ordnance and Missiles	657343565.0000	GENERAL MOTORS	911759749.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
150	M-77 DRAGON	M-77 DRAGON	1CMU	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Missile Defense	28181408.0000	1990	2002	Missile Defense	10475373.0000	RAYTHEON	23800131.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
151	FAADS C21 (SHORAD)	FAADS C21 (SHORAD)	1CMZ	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Missile Defense	280864096.6592	1990	2011	Missile Defense	37461217.0000	TRW [NORTHROP GRUMMAN]	224651077.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
152	STINGER (RMP)  MANPORTABL	STINGER (RMP)  MANPORTABLE SAM	1CNA	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Missile Defense	1696107446.0000	1990	2003	Missile Defense	293357000.0000	RAYTHEON	445420330.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
153	ASSAULT BREAKER	ASSAULT BREAKER	1CNB	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Space Systems	3972329.0000	1991	1994	Space Systems	3426960.0000	LORAL SPACE	3400000.0000		NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
154	QM-107 GD MSL TGT SYS	QM-107 GD MSL TGT SYS	1CNC	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	147422095.0000	1990	2003	Aircraft	23257954.0000	NULL	61654529.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
155	FOG-M MISSILE (FAADS NLOS	FOG-M MISSILE (FAADS NLOS)	1CND	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ordnance and Missiles	10061569.0000	1992	1992	Ordnance and Missiles	10061569.0000	WESTINGHOUSE	2500000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
157	U S ROLAND	U S ROLAND	1CNG	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Missile Defense	841389.0000	1991	1993	NULL	1307000.0000	GENERAL MOTORS	1307000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
158	ARMY TACTICAL MISSILE SYS	ARMY TACTICAL MISSILE SYSTEM	1CNL	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ordnance and Missiles	340176889.3750	1991	2016	Ordnance and Missiles	162232559.0000	LOCKHEED MARTIN	186829288.3750	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
159	TOW-2 TB-LH,OP-TRK,WG ANT	TOW-2 TB-LH,OP-TRK,WG ANTI ARM	1CNM	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ordnance and Missiles	307052296.3125	1991	2010	Ordnance and Missiles	73954385.0000	GENERAL MOTORS	111705996.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
160	AVENGER - FADS, LOS, RPMS	AVENGER - FADS, LOS, RPMS	1CNP	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	108603118.0000	1994	2004	Electronics, Comms, & Sensors	31928311.0000	RAYTHEON	41903896.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
161	BRLNT ANTI-ARMOR SUBMUNIT	BRLNT ANTI-ARMOR SUBMUNITION	1CNQ	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ordnance and Missiles	68597982.0000	1998	2003	Ordnance and Missiles	50622472.0000	NORTHROP GRUMMAN	68102473.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
162	IMPROVED TARGET ACQ SYS	IMPROVED TARGET ACQ SYS	1CNR	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Missile Defense	274692939.0000	1994	2004	Missile Defense	56768284.0000	RAYTHEON	153904031.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
164	MLRS - MULTIPLE LNCH ROCK	MLRS - MULTIPLE LNCH ROCK SYS	1CNT	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ordnance and Missiles	176630017.7422	1995	2011	Ordnance and Missiles	78863982.0000	LOCKHEED MARTIN	140539796.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
165	CORPS SAM	CORPS SAM	1CNU	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Missile Defense	17825428.0000	1996	2003	NULL	9534872.0000	BOEING	6635125.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
166	GBI - GROUND BASED INTERC	GBI - GROUND BASED INTERCEPTOR	1CNV	NULL	2019-04-13 13:20:10.9400000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Missile Defense	549440732.0000	1994	2003	NULL	207574000.0000	LOCKHEED MARTIN	290780042.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
167	GBR -GROUND BASED RADAR	GBR -GROUND BASED RADAR	1CNW	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Missile Defense	204386774.0000	1995	2016	Missile Defense	55584871.0000	RAYTHEON	191740268.0000	This is a type of radar	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
169	HELLFIRE MODULAR MSL SYS	HELLFIRE MODULAR MSL SYS	1CPA	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ordnance and Missiles	2285333411.0000	1990	2003	Ordnance and Missiles	344311966.0000	LONGBOW [LOCKHEED MARTIN/NORTHROP GRUMMAN]	888275047.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	2215	NULL
