ProjectID	ProjectName	ProjectPrettyName	ProjectAbbreviation	IsJointDevelopmentCaseStudy	CSISmodifiedDate	CSISmodifiedBy	IsPerformanceBasedLogistics	PlatformPortfolio	ObligatedAmount	MinOfFiscalYear	MaxOfFiscalYear	TopPlatformPortfolio	TopPlatformPortfolioObligatedAmount	TopParentID	TopParentIDObligatedAmount	Notes	IsUnknown	WasUncategorizedMissilesOrSpaceSystem	IsUninvestigated	IsRemotelyOperated	RANDID	IsParentProjectID	ParentProjectID	IDAID	IsUnidentified
89	C-12	C-12	1ACE	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	1035435344.8799	1990	2010	Aircraft	119695722.0000	NA	641853501.5596	NA	0	NA	0	NA	NA	NA	NA	NA	0
90	C-23 SHERPA	C-23 SHERPA	1ACF	NA	2017-06-23 10:33:36.2600000	CSIS\GSanders	NA	Aircraft	251521120	1990	2003	Aircraft	123695511.0000	BOMBARDIER	169971959	NA	0	NA	0	NA	NA	NA	NA	NA	0
91	C-20 ACFT	C-20 ACFT	1ACH	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Facilities and Construction	2107824	1999	2003	Facilities and Construction	679461.0000	NA	774960	NA	0	NA	1	NA	NA	NA	NA	NA	0
93	H-2 SEASPRITE	H-2 SEASPRITE	1AHB	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	562895	1993	1993	Ordnance and Missiles	562895.0000	NA	562895	NA	0	NA	1	NA	NA	NA	NA	NA	0
95	OH-6 CAYUSE	OH-6 CAYUSE	1AHD	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	3174629	1990	1993	Aircraft	1644000.0000	NA	2458131	NA	0	NA	0	NA	NA	NA	NA	NA	0
96	OH-5/6 PAWNEE	OH-5/6 PAWNEE	1AHE	NA	2016-04-25 21:22:55.1570000	CSIS\GSanders	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0
97	AH-56 CHEYENNE	AH-56 CHEYENNE	1AHH	NA	2017-06-23 10:33:36.2600000	CSIS\GSanders	NA	Aircraft	191000	1991	1991	Aircraft	191000.0000	NA	191000	NA	0	NA	0	NA	NA	NA	NA	NA	0
98	CH-46 SEA KNIGHT	CH-46 SEA KNIGHT	1AHJ	NA	2017-06-23 10:33:36.2600000	CSIS\GSanders	NA	Aircraft	47700857.0703	1990	2010	Aircraft	47657307.0000	GENERAL ELECTRIC	38192152	NA	0	NA	0	NA	NA	NA	NA	NA	0
99	CH-47 CHINOOK	CH-47 CHINOOK	1AHK	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	4924859927.8762	1990	2011	Aircraft	1216017486.0000	BOEING	1940588416.545	NA	0	NA	0	NA	NA	NA	NA	NA	0
100	H-51	H-51	1AHL	NA	2017-06-23 10:33:36.2600000	CSIS\GSanders	NA	Aircraft	1809048	1991	1994	Aircraft	1171048.0000	NA	1607626	NA	0	NA	0	NA	NA	NA	NA	NA	0
101	AH-1 COBRA	AH-1 COBRA	1AHM	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	185725809.8594	1990	2016	Aircraft	78034195.0000	NA	62677364	NA	0	NA	0	NA	NA	NA	NA	NA	0
102	AH-1J IRANIAN	AH-1J IRANIAN	1AHN	NA	2017-06-23 10:33:36.2600000	CSIS\GSanders	NA	Aircraft	20488000	1990	1991	Aircraft	11866000.0000	TEXTRON	20257000	NA	0	NA	0	NA	NA	NA	NA	NA	0
103	EH-1H ELECTRONIC	EH-1H ELECTRONIC	1AHO	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	3682354	1991	1993	Aircraft	2210000.0000	NA	3275705	NA	0	NA	0	NA	NA	NA	NA	NA	0
104	AH-1S COBRA TOW	AH-1S COBRA TOW	1AHP	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	8369486	1990	1993	Aircraft	3729000.0000	NA	7034082	NA	0	NA	1	NA	NA	NA	NA	NA	0
105	CH-54 TARHE	CH-54 TARHE	1AHQ	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	23873114	1990	1993	Aircraft	15336000.0000	NA	18730884	NA	0	NA	0	NA	NA	NA	NA	NA	0
106	TH-55 OSAGE	TH-55 OSAGE	1AHR	NA	2017-06-23 10:33:36.2600000	CSIS\GSanders	NA	Aircraft	108861	1991	1993	Aircraft	83861.0000	NA	83861	NA	0	NA	0	NA	NA	NA	NA	NA	0
107	214 COMMERCIAL	214 COMMERCIAL	1AHS	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	9248379	1991	2003	Electronics, Comms, & Sensors	4001871.0000	LUCENT TECHNOLOGIES	4204687	NA	0	NA	1	NA	NA	NA	NA	NA	0
108	UH-19 CHICKASAW	UH-19 CHICKASAW	1AHU	NA	2017-06-23 10:33:36.2600000	CSIS\GSanders	NA	Aircraft	10095000	1990	1991	Aircraft	10000000.0000	GM HUGHES ELECTRONICS	10095000	NA	0	NA	0	NA	NA	NA	NA	NA	0
109	AH-1G HUEYCOBRA	AH-1G HUEYCOBRA	1AHW	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	1544010193.0699	1990	2011	Aircraft	315505928.0000	TEXTRON	961484120	NA	0	NA	0	NA	NA	NA	NA	NA	0
110	NH-41 SENECA	NH-41 SENECA	1AHZ	NA	2019-04-13 13:09:01.8733333	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	41553	1990	1993	Aircraft	100000.0000	NA	41553	NA	0	NA	0	NA	NA	NA	NA	NA	0
111	UH-60 BLACKHAWK UTTAS	UH-60 BLACKHAWK UTTAS	1AIA	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	11104927671.9414	1990	2018	Aircraft	2139172246.0000	UNITED TECH	5280051754.125	NA	0	NA	0	NA	NA	NA	NA	NA	0
112	QH-50	QH-50	1AIB	NA	2017-06-23 17:13:33.4730000	Brian and Ravi update implemented by CSIS\GSanders	NA	Aircraft	52907146	1990	1993	Aircraft	25675000.0000	GENERAL ELECTRIC	44092910		0	NA	0	1	NA	NA	NA	NA	0
113	AH-64 APACHE	AH-64 APACHE	1AIC	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	9382828309.037	1990	2018	Aircraft	1789717460.0000	MCDONNELL DOUGLAS [BOEING]	3633421355	NA	0	NA	0	NA	AH-64	NA	NA	NA	0
114	YEH-60	YEH-60	1AID	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	6206792	1991	1993	Aircraft	3689000.0000	NA	5505392	NA	0	NA	0	NA	NA	NA	NA	NA	0
115	SCOUT ASH	SCOUT ASH	1AIE	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	40058685.6415	1990	2009	Aircraft	9558997.0000	HONEYWELL	21895175	NA	0	NA	0	NA	NA	NA	NA	NA	0
117	RAH 66 COMMANCHE	RAH 66 COMMANCHE	1AIH	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	1987924672	1997	2009	Aircraft	775825500.0000	JOINT VENTURE [Boeing/UTC]	1971471295	NA	0	NA	0	NA	NA	NA	NA	NA	0
118	COMMANCHE	COMMANCHE	1AII	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	2047721	1998	2003	Aircraft	1122282.0000	LOCKHEED MARTIN	1e+06	NA	0	NA	0	NA	NA	NA	NA	NA	0
119	0-1 BIRD DOG	0-1 BIRD DOG	1AOA	NA	2017-06-23 10:33:36.2600000	CSIS\GSanders	NA	Aircraft	39546	1992	1992	Aircraft	39546.0000	GENERAL MOTORS	39546	NA	0	NA	0	NA	NA	NA	NA	NA	0
120	RV-1	RV-1	1ARA	NA	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NA	NA	5832859	1991	2003	Other Services	3669600.0000	CHOCTAW MANAGEMENT	2553855		0	NA	0	NA	NA	NA	NA	NA	0
121	RU-21	RU-21	1ARJ	NA	2019-04-13 13:09:01.8733333	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	NA	6392000	1990	1991	Aircraft	3544000.0000	NA	6392000		0	NA	0	NA	NA	NA	NA	NA	0
122	2B-24 SYNTHETIC FLIGHT TR	2B-24 SYNTHETIC FLIGHT TRN	1ATG	NA	2019-04-13 13:20:10.9400000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	119000	1990	1991	Electronics, Comms, & Sensors	166000.0000	NA	166000	NA	0	NA	1	NA	NA	NA	NA	NA	0
123	HELICOPTER NEW TRAINING	HELICOPTER NEW TRAINING	1ATH	NA	2017-06-23 10:33:36.2600000	CSIS\GSanders	NA	Aircraft	61546223	1999	2003	Aircraft	27295792.0000	TEXTRON	58253884	NA	0	NA	0	NA	NA	NA	NA	NA	0
124	U-1 OTTER	U-1 OTTER	1AUA	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	455664	1990	1993	Aircraft	283664.0000	NA	327093	NA	0	NA	0	NA	NA	NA	NA	NA	0
125	U-8 SEMINOLE	U-8 SEMINOLE	1AUB	NA	2017-06-23 10:33:36.2600000	CSIS\GSanders	NA	Aircraft	189090	1990	1992	Aircraft	95000.0000	NA	74090	NA	0	NA	0	NA	NA	NA	NA	NA	0
126	U-6 BEAVER	U-6 BEAVER	1AUC	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	42686251	1990	1995	Aircraft	40444000.0000	ROLLS ROYCE	39620477	NA	0	NA	0	NA	NA	NA	NA	NA	0
127	U-21 UTE	U-21 UTE	1AUE	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	678336	1991	2003	Aircraft	430000.0000	NA	662467	NA	0	NA	1	NA	NA	NA	NA	NA	0
128	OV-1 MOHAWK	OV-1 MOHAWK	1AVA	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	28864518.0801	1990	2010	Aircraft	12940939.0000	BOMBARDIER	13250000	NA	0	NA	0	NA	NA	NA	NA	NA	0
129	CV-7 BUFFALO	CV-7 BUFFALO	1AVE	NA	2017-06-23 10:33:36.2600000	CSIS\GSanders	NA	Aircraft	754221	1990	1992	Aircraft	712000.0000	NA	754221	NA	0	NA	0	NA	NA	NA	NA	NA	0
130	X-19	X-19	1AWA	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	3031000	1990	1992	Aircraft	1570000.0000	NA	3031000	NA	0	NA	0	NA	NA	NA	NA	NA	0
131	T-53	T-53	1BTB	NA	2017-06-23 10:33:36.2600000	CSIS\GSanders	NA	Aircraft	87493271	1990	1993	Aircraft	61277000.0000	SABRELINER	44904061	NA	0	NA	0	NA	NA	NA	NA	NA	0
132	T-55	T-55	1BTC	NA	2017-06-23 10:33:36.2600000	CSIS\GSanders	NA	Aircraft	21930189	1990	1993	Aircraft	11780000.0000	NA	11193504	NA	0	NA	0	NA	NA	NA	NA	NA	0
133	T-63	T-63	1BTJ	NA	2017-06-23 10:33:36.2600000	CSIS\GSanders	NA	Aircraft	12568956	1990	1993	Aircraft	5534046.0000	GENERAL MOTORS	10568558	NA	0	NA	0	NA	NA	NA	NA	NA	0
134	T-64	T-64	1BTK	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	219158240	1989	2003	Aircraft	61464309.0000	GENERAL ELECTRIC	183843594	NA	0	NA	0	NA	NA	NA	NA	NA	0
135	T-800	T-800	1BTN	NA	2017-06-23 10:33:36.2600000	CSIS\GSanders	NA	Aircraft	183361798	1995	2003	Aircraft	52307814.0000	NA	179886254	NA	0	NA	0	NA	NA	NA	NA	NA	0
136	T-700	T-700	1BTP	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Aircraft	860921341.9297	1990	2009	Aircraft	204920000.0000	GENERAL ELECTRIC	692100771	NA	0	NA	0	NA	NA	NA	NA	NA	0
137	BALLISTIC MISSILE DEFENSE	BALLISTIC MISSILE DEFENSE SYS	1CAA	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	21222431855.4248	1988	2018	Ordnance and Missiles	2310459001.0000	NA	4366509049.5649	NA	0	NA	1	NA	NA	NA	NA	NA	0
138	BALL MSL DEF SYS	BALL MSL DEF SYS	1CED	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Missile Defense	630602133	1991	1993	Missile Defense	253550375.0000	JOHNSON CONTROLS	313203789	NA	0	NA	1	NA	NA	NA	NA	NA	0
139	MIM-14 NIKE HERCULES	MIM-14 NIKE HERCULES	1CMA	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	1166944	1990	1993	Ordnance and Missiles	703767.0000	NA	702040	NA	0	NA	1	NA	NA	NA	NA	NA	0
140	XAGM-22 (SS-11) MSL SYS	XAGM-22 (SS-11) MSL SYS	1CMB	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	85000	1991	1991	Ordnance and Missiles	85000.0000	NA	85000	NA	0	NA	1	NA	NA	NA	NA	NA	0
141	MIM-23 HAWK	MIM-23 HAWK	1CMC	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	1554921383.2184	1990	2012	Ordnance and Missiles	205063000.0000	RAYTHEON	1232335090.2184	NA	0	NA	0	NA	NA	NA	NA	NA	0
142	MGM-29 SERGEANT	MGM-29 SERGEANT	1CMD	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	-50000	1990	1990	NA	-50000.0000	NA	-50000	NA	0	NA	1	NA	NA	NA	NA	NA	0
143	MGM-31 PERSHING	MGM-31 PERSHING	1CME	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	-367565	1990	1993	Ordnance and Missiles	7313000.0000	NA	1757625	NA	0	NA	1	NA	NA	NA	NA	NA	0
144	1CMF	NA	1CMF	NA	2019-04-13 12:31:49.5400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NA	Space Systems	17006024	1993	1993	NA	17006024.0000	JAVELIN [LOCKHEED MARTIN/TEXAS INSTRUMENTS/RAYTHEON]	16230790	NA	1	NA	1	NA	NA	NA	NA	NA	1
145	MQM-40/42 REDHEAD/ROADRUN	MQM-40/42 REDHEAD/ROADRUNNER	1CMH	NA	2017-06-23 17:13:33.4730000	Brian and Ravi update implemented by CSIS\GSanders	NA	Aircraft	98000	1990	1990	NA	98000.0000	NA	98000	Target drone	0	NA	0	1	NA	NA	NA	NA	0
146	FIM-43 REDEYE (LONGBOW)	FIM-43 REDEYE (LONGBOW)	1CMJ	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	-87000	1991	1991	NA	-87000.0000	NA	-87000	NA	0	NA	1	NA	NA	NA	NA	NA	0
147	MGM-52 LANCE	MGM-52 LANCE	1CML	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	12986243	1990	1993	Ordnance and Missiles	7867000.0000	VOUGHT	14746639	NA	0	NA	1	NA	NA	NA	NA	NA	0
148	MIM-72 CHAPARRAL	MIM-72 CHAPARRAL	1CMN	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	126405195	1990	2002	Ordnance and Missiles	45056000.0000	NA	38964029	NA	0	NA	1	NA	NA	NA	NA	NA	0
149	MGM-71 TOW	MGM-71 TOW	1CMS	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	1696859528	1990	2003	Ordnance and Missiles	657343565.0000	GENERAL MOTORS	911759749	NA	0	NA	1	NA	NA	NA	NA	NA	0
150	M-77 DRAGON	M-77 DRAGON	1CMU	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Missile Defense	28181408	1990	2002	Missile Defense	10475373.0000	RAYTHEON	23800131	NA	0	NA	1	NA	NA	NA	NA	NA	0
151	FAADS C21 (SHORAD)	FAADS C21 (SHORAD)	1CMZ	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Missile Defense	280864096.6592	1990	2011	Missile Defense	37461217.0000	TRW [NORTHROP GRUMMAN]	224651077	NA	0	NA	1	NA	NA	NA	NA	NA	0
152	STINGER (RMP)  MANPORTABL	STINGER (RMP)  MANPORTABLE SAM	1CNA	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Missile Defense	1696107446	1990	2003	Missile Defense	293357000.0000	RAYTHEON	445420330	NA	0	NA	1	NA	NA	NA	NA	NA	0
153	ASSAULT BREAKER	ASSAULT BREAKER	1CNB	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Space Systems	3972329	1991	1994	Space Systems	3426960.0000	LORAL SPACE	3400000		0	NA	0	NA	NA	NA	NA	NA	0
154	QM-107 GD MSL TGT SYS	QM-107 GD MSL TGT SYS	1CNC	NA	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NA	NA	147422095	1990	2003	Aircraft	23257954.0000	NA	61654529	NA	0	NA	1	NA	NA	NA	NA	NA	0
155	FOG-M MISSILE (FAADS NLOS	FOG-M MISSILE (FAADS NLOS)	1CND	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	10061569	1992	1992	Ordnance and Missiles	10061569.0000	WESTINGHOUSE	2500000	NA	0	NA	1	NA	NA	NA	NA	NA	0
157	U S ROLAND	U S ROLAND	1CNG	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Missile Defense	841389	1991	1993	NA	1307000.0000	GENERAL MOTORS	1307000	NA	0	NA	1	NA	NA	NA	NA	NA	0
158	ARMY TACTICAL MISSILE SYS	ARMY TACTICAL MISSILE SYSTEM	1CNL	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	340176889.375	1991	2016	Ordnance and Missiles	162232559.0000	LOCKHEED MARTIN	186829288.375	NA	0	NA	0	NA	NA	NA	NA	NA	0
159	TOW-2 TB-LH,OP-TRK,WG ANT	TOW-2 TB-LH,OP-TRK,WG ANTI ARM	1CNM	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	307052296.3125	1991	2010	Ordnance and Missiles	73954385.0000	GENERAL MOTORS	111705996	NA	0	NA	1	NA	NA	NA	NA	NA	0
160	AVENGER - FADS, LOS, RPMS	AVENGER - FADS, LOS, RPMS	1CNP	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	108603118	1994	2004	Electronics, Comms, & Sensors	31928311.0000	RAYTHEON	41903896	NA	0	NA	1	NA	NA	NA	NA	NA	0
161	BRLNT ANTI-ARMOR SUBMUNIT	BRLNT ANTI-ARMOR SUBMUNITION	1CNQ	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	68597982	1998	2003	Ordnance and Missiles	50622472.0000	NORTHROP GRUMMAN	68102473	NA	0	NA	1	NA	NA	NA	NA	NA	0
162	IMPROVED TARGET ACQ SYS	IMPROVED TARGET ACQ SYS	1CNR	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Missile Defense	274692939	1994	2004	Missile Defense	56768284.0000	RAYTHEON	153904031	NA	0	NA	1	NA	NA	NA	NA	NA	0
164	MLRS - MULTIPLE LNCH ROCK	MLRS - MULTIPLE LNCH ROCK SYS	1CNT	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	176630017.7422	1995	2011	Ordnance and Missiles	78863982.0000	LOCKHEED MARTIN	140539796	NA	0	NA	1	NA	NA	NA	NA	NA	0
165	CORPS SAM	CORPS SAM	1CNU	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Missile Defense	17825428	1996	2003	NA	9534872.0000	BOEING	6635125	NA	0	NA	1	NA	NA	NA	NA	NA	0
166	GBI - GROUND BASED INTERC	GBI - GROUND BASED INTERCEPTOR	1CNV	NA	2019-04-13 13:20:10.9400000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Missile Defense	549440732	1994	2003	NA	207574000.0000	LOCKHEED MARTIN	290780042	NA	0	NA	1	NA	NA	NA	NA	NA	0
167	GBR -GROUND BASED RADAR	GBR -GROUND BASED RADAR	1CNW	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Missile Defense	204386774	1995	2016	Missile Defense	55584871.0000	RAYTHEON	191740268	This is a type of radar	0	NA	0	NA	NA	NA	NA	NA	0
169	HELLFIRE MODULAR MSL SYS	HELLFIRE MODULAR MSL SYS	1CPA	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	2285333411	1990	2003	Ordnance and Missiles	344311966.0000	LONGBOW [LOCKHEED MARTIN/NORTHROP GRUMMAN]	888275047	NA	0	NA	1	NA	NA	NA	2215	NA	0
171	UAV HUNTER (SHORT RANGE U	UAV HUNTER (SHORT RANGE UAV)	1CPJ	NA	2017-06-23 17:13:33.4730000	Brian and Ravi update implemented by CSIS\GSanders	NA	Aircraft	56302256	1999	2003	Aircraft	27504120.0000	TRW [NORTHROP GRUMMAN]	56302260		0	NA	0	1	NA	NA	NA	NA	0
172	XMQR-13	XMQR-13	1CRC	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Missile Defense	60000	1991	1991	NA	60000.0000	VOUGHT	60000	NA	0	NA	1	NA	NA	NA	NA	NA	0
173	2.75 ROCKET ALL TYPES	2.75 ROCKET ALL TYPES	2.75 ROCKET ALL TYPES	2.75 ROCKET ALL TYPES	1CRG	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	106757811.0000	1991	2003	Ordnance and Missiles	43134000.0000	NA	66162803.0000	NA	0	0	1	NA	NA	NA	NA	NA	0	NA
174	M72 66MM HEAT ROCKET	M72 66MM HEAT ROCKET	1CRL	NA	2016-04-25 21:22:55.1570000	CSIS\GSanders	NA	Ordnance and Missiles	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0
175	LAUNCHER, ROCKET 2.75	LAUNCHER, ROCKET 2.75	1CRM	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	6829030	2002	2003	Ordnance and Missiles	4333976.0000	NA	6829030	NA	0	NA	1	NA	NA	NA	NA	NA	0
176	1CRN	NA	1CRN	NA	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NA	NA	403195	1997	2001	Ordnance and Missiles	198856.0000	GENERAL DYNAMICS	403195	NA	1	NA	1	NA	NA	NA	NA	NA	1
177	1CRO	NA	1CRO	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	4631118	1998	1998	Ordnance and Missiles	4631118.0000	NA	4631118	NA	1	NA	1	NA	NA	NA	NA	NA	1
178	MULT LNCH ROCKET SYS	MULT LNCH ROCKET SYS	1CRV	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	3232479411.8027	1990	2011	Ordnance and Missiles	635583000.0000	VOUGHT	1232099242	NA	0	NA	1	NA	NA	NA	NA	NA	0
180	TRUCKS <1T	TRUCKS <1T	1DAD	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	64619462.5732	1994	2012	Land Vehicles	24103217.0000	NA	28104211	NA	0	NA	1	NA	NA	NA	NA	NA	0
181	TRUCKS 2 1/2T	TRUCKS 2 1/2T	1DAE	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	68314218	1994	2003	Land Vehicles	18542365.0000	NA	35823556	NA	0	NA	1	NA	NA	NA	NA	NA	0
182	TRUCKS 5T	TRUCKS 5T	1DAF	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Land Vehicles	2735334896.8789	1994	2011	Land Vehicles	539161710.0000	STEWART & STEVENSON	2511518839	Marines M923	0	NA	0	NA	NA	NA	NA	NA	0
184	TRUCKS >10T	TRUCKS >10T	1DAH	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Land Vehicles	269220574	1994	2003	Land Vehicles	64881016.0000	OSHKOSH	153853685		0	NA	0	NA	NA	NA	NA	NA	0
185	RECOVERY VEHICLE M88 IMPR	RECOVERY VEHICLE M88 IMPROVED	1DAI	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	395799244	1994	2003	Land Vehicles	121609579.0000	UNITED DEFENSE	295201928	NA	0	NA	1	NA	NA	NA	NA	NA	0
186	ARMORED SECURITY VEHICLE	ARMORED SECURITY VEHICLE	1DAJ	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	9277347	1994	2003	Land Vehicles	4068673.0000	CATERPILLAR	3577897	NA	0	NA	1	NA	NA	NA	NA	NA	0
187	PALLETIZED LOADING SYSTEM	PALLETIZED LOADING SYSTEM  PLS	1DAK	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	43233906	1994	2003	Land Vehicles	25871262.0000	NA	34247738	NA	0	NA	1	NA	NA	NA	NA	NA	0
