vendorcountrycode	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
12C3	125C16	NRCS-KY STATE OFFICE	1	USDA NRCS	0	Office.OfficeID	
12C3	1.25E+36	NRCS-OH STATE OFFICE	1	USDA NRCS	0	Office.OfficeID	
12C3	125F48	USDA NRCS	1	NRCS-WI STATE OFFICE	1	Office.OfficeID	
12C3	126114	NRCS-IA STATE OFFICE	1	USDA NRCS	1	Office.OfficeID	
12C3	126526	USDA NRCS	1	NRCS-NE STATE OFFICE	1	Office.OfficeID	
12C3	126633	NRCS-ND STATE OFFICE	1	USDA NRCS	1	Office.OfficeID	
12C3	126740	NRCS-SD STATE OFFICE	1	USDA NRCS SD SO	0	Office.OfficeID	
12C3	127217	NRCS-LA STATE OFFICE	1	USDA NRCS	0	Office.OfficeID	
12C3	127442	USDA NRCS	1	NRCS-TX STATE OFFICE	1	Office.OfficeID	
12C3	127482	USDA NRCS	1	NRCS-NATL CNTRS SVS UNIT-CONTRCTING	1	Office.OfficeID	
12C3	128B05	NRCS-CO STATE OFFICE	1	USDA NRCS COLORADO STATE OFFICE	0	Office.OfficeID	
12C3	128C30	NRCS-NM STATE OFFICE	1	USDA NRCS	0	Office.OfficeID	
12C3	128D43	NRCS-UT STATE OFFICE	1	USDA NRCS UTAH SO	0	Office.OfficeID	
12C3	1.28E+51	NRCS-WY STATE OFFICE	1	USDA  NRCS	1	Office.OfficeID	
12C3	129104	USDA NRCS CALIFORNIA STATE OFFICE	1	NRCS-CA STATE OFFICE	1	Office.OfficeID	
12C3	12F352	USDA NRCS CARRIBEAN AREA	1	NRCS-PUERTO RICO OFFICE	1	Office.OfficeID	
12D0	12FPAC	FPAC BUSINESS CENTER	2	FPAC BUS CNTR-ACQUISITION DIV	1	Office.OfficeID	
12D0	12FPC2	FPAC BUS CNTR-ACQ DIV-OPS BRA-SEC 2	1	ACQUISITION DIV-OPS BRANCH-SEC 2	0	Office.OfficeID	
12D2	121230	FSA-ME STATE OFFICE	1	USDA FSA	0	Office.OfficeID	
12D2	123151	FSA-MGMT SVS DIV-ACQ MGMT BRANCH-DC	2	USDA FSA	0	Office.OfficeID	
12D2	123153	FSA-MGMT SVS DIV-ACQ MGMT BRANC-PUB	1	FSA-MGMT SVS DIV-ACQ MGMT BRAN-PUB	1	Office.OfficeID	
12D2	123K01	FSA-MD STATE OFFICE	1	USDA FSA JOHN HANSONS BUSINESS CTR	0	Office.OfficeID	
12D2	124336	USDA FARM SERVICE AGENCY (FSA)	1	FSA-COMMODITY OPS OFFICE	1	Office.OfficeID	
12D2	125160	USDA FSA	1	FSA-IL STATE OFFICE	1	Office.OfficeID	
12D2	12561F	FSA-WI STATE OFFICE	1	USDA FSA	0	Office.OfficeID	
12D2	12645S	FSA-MGMT SVS DIV-ACQ MGMT BRANCH-KC	1	FSA-MGMT SVS DIV-ACQ MGMT BRAN-KC	1	Office.OfficeID	
12D2	12648S	FSA-MO STATE OFFICE	1	USDA FSA	1	Office.OfficeID	
12D2	12655S	FSA-NE STATE OFFICE	1	USDA FSA	0	Office.OfficeID	
12D2	127A85	FSA-AR STATE OFFICE	1	USDA  FSA	0	Office.OfficeID	
12D2	127DC6	FSA-TX STATE OFFICE	1	USDA FSA	0	Office.OfficeID	
12D2	128334	FSA-NM STATE OFFICE	1	USDA FSA	0	Office.OfficeID	
12D2	128446	FSA-UT STATE OFFICE	1	USDA FSA	0	Office.OfficeID	
12D2	128447	FSA-AERIAL PHOTOGRAPHY FIELD OFFICE	1	USDA FSA	0	Office.OfficeID	
12D2	129100	FSA-CA STATE OFFICE	1	USDA FSA	0	Office.OfficeID	
12D3	122903	FAS-FOOD FOR EDUCATION	1	USDA FAS	1	Office.OfficeID	
12D3	12341M	"FAS-COMPL, SEC, EMERGING PLAN DIV"	1	FAS-COMPLIANCE AND SECURITY DIV	1	Office.OfficeID	
12D3	12351B	FAS-DEP ADMIN GLOBAL MRKT ANALYSIS	1	FAS-DEP ADMIN GLOBAL ANALYSIS	1	Office.OfficeID	
12D3	12351F	FAS-DEP ADMIN GLOBAL PROGRAMS	1	FAS-DEP ADMIN TRADE PROGRAMS	1	Office.OfficeID	
12D3	12351X	FAS-INFORMATION TECH	1	FAS-INFORMATION SERVICE DIV	1	Office.OfficeID	
12D4	1251G4	USDA RMA	1	RMA-REG SVS OFFICE-IL	1	Office.OfficeID	
1.20E+04	12NF0C	USDA RD NTL FINCAL&ACC OPER CTR	1	USDA RD NTL FINCAL  ACC OPER CTR	1	Office.OfficeID	
1.20E+04	12PSMD	USDA RD PROPERTY  SUPPLY MGMT DIV	1	USDA RD PROPERTY&SUPPLY MGMT DIV	1	Office.OfficeID	
12H2	311	USDA ARS PA 0311	1	USDA ARS NPA 0311	0	Office.OfficeID	
12H2	120205	USDA ARS PWA WMR	1	USDA ARS PWA NWRC	0	Office.OfficeID	
12H2	120208	USDA ARS PWA NWISR	1	USDA ARS PWA NWISRL	0	Office.OfficeID	
12H2	120404	USDA ARS PWA RMFMR	1	USDA ARS PWA EOARC	0	Office.OfficeID	
12H2	120426	USDA ARS PWA SWCR	1	USDA ARS PWA CPCRC	0	Office.OfficeID	
12H2	120521	USDA ARS PWA PULLMAN LSS	1	USDA ARS PWA PULLMAN ADMIN OFFICE	0	Office.OfficeID	
12H2	120536	USDA ARS PWA PPTFR	1	USDA ARS PWA TFRL	0	Office.OfficeID	
12H2	121LAN	USDA ARS NEA JMHNRCA	1	USDA ARS NEA JMHNRC	0	Office.OfficeID	
12H2	122313	USDA ARS NEA PGRR	1	USDA ARS NEA PGR	0	Office.OfficeID	
12H2	122328	USDA ARS NEA RWHCAH	1	USDA ARS NEA RWHC	0	Office.OfficeID	
12H2	1231B5	USDA ARS OFFICE OF ADMINISTRATOR	1	USDA ARS OA	0	Office.OfficeID	
12H2	1232NY	USDA ARS NEA BARC HRSL	1	USDA ARS NEA HRSL	0	Office.OfficeID	
12H2	1232R9	USDA ARS NEA BARC SASL	1	USDA ARS NPS PAC	0	Office.OfficeID	
12H2	1232RP	USDA ARS NEA BARC ACSL	1	USDA ARS NEA CSGCL	0	Office.OfficeID	
12H2	1232RQ	USDA ARS NEA BARC FQL	1	USDA ARS NEA FQL	0	Office.OfficeID	
12H2	1232S1	USDA ARS NEA BHNRC FCMDL	1	USDA ARS NEA	0	Office.OfficeID	
12H2	1232S3	USDA ARS NEA BHNRC FCHL	1	USDA ARS	0	Office.OfficeID	
12H2	1232T7	USDA ARS NEA BHNRC DGIL	1	USDA ARS NEA	0	Office.OfficeID	
12H2	1232U2	USDA ARS NEA BHNRC NDL	1	USDA ARS NEA	0	Office.OfficeID	
12H2	1233GR	USDA ARS NEA CCWAR	1	USDA ARS NEA NCCCWA	0	Office.OfficeID	
12H2	12344R	USDA ARS NPS OIRP	1	USDA ARS OIRP	0	Office.OfficeID	
12H2	12349B	USDA ARS NEA AFRL	1	USDA ARS NEA AFRS	0	Office.OfficeID	
12H2	123JL0	NEA EASTERN REGIONAL RESEARCH CENTE	1	USDA ARS NEA ERRC ADMIN OFFICE	0	Office.OfficeID	
12H2	123K45	USDA ARS NEA BARC APDL	1	USDA ARS NEA LPSI	0	Office.OfficeID	
12H2	123K50	USDA ARS NEA BARC FD	1	USDA ARS NEA BARC FS	0	Office.OfficeID	
12H2	123K72	USDA ARS NEA BARC SGIL	1	USDA  ARS NEA SGIL	0	Office.OfficeID	
12H2	123K84	USDA ARS NEA BARC	1	USDA ARS NEA PSI	0	Office.OfficeID	
12H2	123K90	USDA ARS NEA BARC AO	1	USDA ARS NEA BARC RSS	0	Office.OfficeID	
12H2	123K95	USDA ARS NEA BARC AGIL	1	USDA ARS NEA OCI	0	Office.OfficeID	
12H2	124210	USDA ARS SEA IPRL	1	USDA ARS	0	Office.OfficeID	
12H2	124389	USDA ARS SEA TIFTON LSS	1	USDA ARS SEA GCPES	0	Office.OfficeID	
12H2	124409	USDA ARS SEA COTTON GR	1	USDA ARS MSA	0	Office.OfficeID	
12H2	1244UK	USDA ARS SEA SHR	1	USDA ARS SEA SFR	0	Office.OfficeID	
12H2	1245ZE	USDA ARS SEA MQHR	1	USDA ARS SEA LSS	0	Office.OfficeID	
12H2	124604	USDA ARS SEA VR	1	USDA ARS SAA	0	Office.OfficeID	
12H2	124834	USDA ARS SEA	1	USDA ARS MSA	0	Office.OfficeID	
12H2	124M55	USDA ARS SEA STONEVILLE LSS	1	USDA ARS SEA	0	Office.OfficeID	
12H2	12518P	USDA ARS MWA GCPR	1	USDA ARS MWA ADMIN OFFICE	0	Office.OfficeID	
12H2	1251LA	USDA ARS MWA AREA DIRECTOR	1	USDA ARS MWA	0	Office.OfficeID	
12H2	12537K	USDA ARS MWA FAPR	1	USDA ARS MSA FAPRU	0	Office.OfficeID	
12H2	125405	USDA ARS MWA SBR	1	USDA ARS MWA ADORL	0	Office.OfficeID	
12H2	125513	USDA ARS MWA SDR	1	USDA ARS MWA	0	Office.OfficeID	
12H2	126122	USDA ARS MWA PIR	1	USDA  ARS	0	Office.OfficeID	
12H2	126228	USDA ARS PA CGAHR HWWGR	1	USDA ARS PA PSERU	0	Office.OfficeID	
12H2	126240	USDA ARS PA CGAHR	1	USDA  ARS  NPA	0	Office.OfficeID	
12H2	126333	USDA ARS MWA SMR	1	USDA ARS MWA	0	Office.OfficeID	
12H2	1264PP	USDA ARS MWA COLUMBIA LSS	1	USDA  ARS  MWA	0	Office.OfficeID	
12H2	126538	USDA ARS PA USMARC	1	USDA ARS PA ANIMAL RES CENTER	0	Office.OfficeID	
12H2	126542	USDA ARS PA AMR	1	USDA ARS PA	0	Office.OfficeID	
12H2	126612	USDA ARS PA RRVARC	1	USDA ARS PA	0	Office.OfficeID	
12H2	126658	USDA ARS PA GFHNRC	1	USDA ARS PA	0	Office.OfficeID	
12H2	126703	USDA ARS PA ICSR	1	USDA ARS PA	0	Office.OfficeID	
12H2	12719U	USDA ARS SEA DBSFRC	1	USDA ARS SPA	0	Office.OfficeID	
12H2	1271JR	USDA ARS SEA PPPSR	1	USDA  ARS  PPPSR	0	Office.OfficeID	
12H2	127399	USDA ARS PA HER	1	USDA  AGRICULTURAL RESEARCH SERVICE	0	Office.OfficeID	
12H2	12744L	USDA ARS PA CSRL	1	USDA ARS	0	Office.OfficeID	
12H2	127A12	USDA ARS SEA DBNRRC	1	USDA  AGRICULTURAL RESEARCH SERVICE	0	Office.OfficeID	
12H2	127B20	USDA ARS SEA SRRC	2	USDA ARS SEA	0	Office.OfficeID	
12H2	127B31	USDA ARS SEA SRRC	1	USDA  ARS  MSA	0	Office.OfficeID	
12H2	127C04	USDA ARS PA GRL	1	USDA ARS PA	0	Office.OfficeID	
12H2	127C22	USDA ARS PA RPR	1	USDA ARS PA	0	Office.OfficeID	
12H2	127D15	USDA ARS PA CPRL	1	USDA  AGRICULTURAL RESEARCH SVC	0	Office.OfficeID	
12H2	127M0Z	USDA ARS PA CNRC	1	USDA  AGRICULTURAL RESEACH SERVICE	0	Office.OfficeID	
12H2	1281J8	USDA ARS PWA ALARC	1	USDA  ARS	0	Office.OfficeID	
12H2	1281K1	USDA ARS PWA SWWRC	1	USDA ARS PWA	0	Office.OfficeID	
12H2	1282HW	USDA ARS PA CARR WMSR	1	USDA ARS PA AO	0	Office.OfficeID	
12H2	1282VA	USDA ARS PA CARR PGPR	1	USDA ARS PA RRU	0	Office.OfficeID	
12H2	128307	USDA ARS PA CGR	1	USDA ARS PA SCIENCE AND EDUCA ADMIN	0	Office.OfficeID	
12H2	1283L0	USDA ARS PA RMR	1	USDA  ARS  ADMIN OFFICE	0	Office.OfficeID	
12H2	128400	USDA ARS PWA PPR	1	USDA ARS PA PPRL	0	Office.OfficeID	
12H2	128417	USDA ARS PWA LOGAN LSS	1	USDA ARS PA FRRL	0	Office.OfficeID	
12H2	128KAP	USDA ARS PA CARR	1	USDA ARS PA	0	Office.OfficeID	
12H2	129135	USDA ARS PWA SJVASC	1	USDA ARS PWA AO	0	Office.OfficeID	
12H2	129160	USDA ARS PWA CIPR	1	USDA  AGRICULTURAL RESEARCH SERVICE	0	Office.OfficeID	
12H2	1291H2	USDA ARS PWA WRRC	1	USDA AGRICULTURAL RESEARCH SERVICE	0	Office.OfficeID	
12H2	129255	USDA ARS PWA DKI USPBARC	1	USDA  ARS  PWA	0	Office.OfficeID	
12H2	129AE8	USDA ARS PWA DAVIS LSS	1	CENTRAL RECEIVING UNIV CALIFORNIA	0	Office.OfficeID	
12H2	129JC2	USDA ARS PWA NCGR TFNCG	1	USDA ARS PWA	0	Office.OfficeID	
12H2	2328	USDA ARS NEA 2328	1	USDA ARS NAA 2328	0	Office.OfficeID	
12H2	32NT	USDA ARS NEA BHNRC 32NT	1	USDA ARS BA BHNRC 32NT	0	Office.OfficeID	
12H2	349S	USDA ARS NEA 349S	1	USDA ARS NAA 349S	0	Office.OfficeID	
12H2	3JL0	USDA ARS NEA 3JL0	1	USDA ARS NAA 3JL0	0	Office.OfficeID	
12H2	4210	USDA ARS SEA 4210	1	USDA ARS SAA 4210	0	Office.OfficeID	
12H2	4216	USDA ARS SEA 4216	1	USDA ARS SAA 4216	0	Office.OfficeID	
12H2	4225	USDA ARS SEA 4225	1	USDA ARS SAA 4225	0	Office.OfficeID	
12H2	4232	USDA ARS SEA 4232	1	USDA ARS SAA 4232	0	Office.OfficeID	
12H2	4384	USDA ARS  SEA 4384	1	USDA ARS  SAA 4384	0	Office.OfficeID	
12H2	4389	USDA ARS SEA 4389	1	USDA ARS SAA 4389	0	Office.OfficeID	
12H2	43YK	USDA ARS SEA 43YK	1	USDA ARS SAA 43YK	0	Office.OfficeID	
12H2	4431	USDA ARS SEA 4431	1	USDA ARS MSA 4431	0	Office.OfficeID	
12H2	4463	USDA ARS SEA 4463	1	USDA ARS MSA 4463	0	Office.OfficeID	
12H2	45ZE	USDA ARS SEA 45EZ	1	USDA ARS SAA 45EZ	0	Office.OfficeID	
12H2	6240	USDA ARS PA 6240	1	USDA ARS NPA 6240	0	Office.OfficeID	
12H2	6538	USDA ARS PA 6538	1	USDA ARS NPA 6538	0	Office.OfficeID	
12H2	6612	USDA ARS PA 6612	1	USDA ARS NPA 6612	0	Office.OfficeID	
12H2	6613	USDA ARS PA 6613	1	USDA ARS NPA 6613	0	Office.OfficeID	
12H2	6658	USDA ARS PA 6658	1	USDA ARS NPA 6658	0	Office.OfficeID	
12H2	719U	USDA ARS SEA 719U	1	USDA ARS SPA 719U	0	Office.OfficeID	
12H2	744L	USDA ARS PA 744L	1	USDA ARS SPA 744L	0	Office.OfficeID	
12H2	7B31	USDA ARS SEA 7B31	1	USDA ARS MSA 7B31	0	Office.OfficeID	
12H2	7C04	USDA ARS PA 7C04	1	USDA ARS SPA 7C04	0	Office.OfficeID	
12H2	7D15	USDA ARS PA 7D15	1	USDA ARS SPA 7D15	0	Office.OfficeID	
12H2	7D28	USDA ARS PA 7D28	1	USDA ARS SPA 7D28	0	Office.OfficeID	
12H2	7D55	USDA ARS PA 7D55	1	USDA ARS SPA 7D55	0	Office.OfficeID	
12H2	7D74	USDA ARS PA 7D74	1	USDA ARS SPA 7D74	0	Office.OfficeID	
12H2	7D79	USDA ARS PA 7D79	1	USDA ARS SPA 7D79	0	Office.OfficeID	
12H2	7MN1	USDA ARS PA 7MN1	1	USDA ARS SPA 7MN1	0	Office.OfficeID	
12H2	8504	USDA ARS PA 8504	1	USDA ARS NPA 8504	0	Office.OfficeID	
12H2	F308	USDA ARS SEA F308	1	USDA ARS SAA F308	0	Office.OfficeID	
12K2	12345A	USDA AMS ST ADMIN OFFICE	1	USDA AMS S&T ADMIN OFFICE	1	Office.OfficeID	
12K2	1245WZ	USDA  AMS ST FLS	1	USDA  AMS S&T FLS	1	Office.OfficeID	
12K3	1202NZ	USDA APHIS PPQ PCN	1	PPQ PCN	0	Office.OfficeID	
12K3	121M71	USDA APHIS PPQ ALB	1	USDA APHIS PPQ	0	Office.OfficeID	
12K3	1223LY	USDA APHIS VS AREA OFFICE	1	USDA APHIS VS	0	Office.OfficeID	
12K3	122EG6	USDA  APHIS  VS  NRO	1	VS  NRO - ALBANY NY	1	Office.OfficeID	
12K3	123268	USDA APHIS MRPBS IES	2	ERCS RIVERDALE MD	1	Office.OfficeID	
12K3	12329Z	USDA APHIS PPQ PDC	1	USDA APHIS PPQ	0	Office.OfficeID	
12K3	1232KH	MRPBS ESD SHEWB RIVERDALE MD	1	USDA  APHIS  MRP-BS ESD SHEWB	1	Office.OfficeID	
12K3	1232KW	USDA APHIS	1	MRPBS CONTRACTING	1	Office.OfficeID	
12K3	1232MT	USDA  APHIS VS STRATEGY AND POLICY	1	USDA  APHIS  VS  EP	1	Office.OfficeID	
12K3	1232PY	USDA APHIS BRS	1	BRS RIVERDALE MD	1	Office.OfficeID	
12K3	1232RW	"USDA, APHIS MRP EMSSD"	1	ERCS EMSSD RIVERDALE MD	1	Office.OfficeID	
12K3	1237AY	MRPBS IT CIO	1	USDA APHIS MRPBS IT CIO	1	Office.OfficeID	
12K3	123JJ3	USDA  APHIS  M AND B	1	USDA  APHIS   OA	0	Office.OfficeID	
12K3	123K92	USDA  APHIS  MRPBS ESD SHEWB	1	MRPBS ESD SHEWB RIVERDALE MD	1	Office.OfficeID	
12K3	124422	"USDA APHIS PPQ NDDTC, GA"	1	USDA APHIS PPQ NDDTC	0	Office.OfficeID	
12K3	1245KJ	USDA APHIS PPQ	1	PPQ RALEIGH NC	1	Office.OfficeID	
12K3	1247AP	USDA  APHIS  WS	1	WS JACKSON TN	1	Office.OfficeID	
12K3	1251AT	USDA  APHIS  ANIMAL DAMAGE CONTROL	1	USDA  APHIS  WS	0	Office.OfficeID	
12K3	126197	VS NVSL AMES IA	2	VS NVSL	0	Office.OfficeID	
12K3	126395	USDA  APHIS  MRPBS	1	MRPBS MINNEAPOLIS MN	1	Office.OfficeID	
12K3	126M96	USDA  APHIS  ADC	1	USDA  APHIS WS	0	Office.OfficeID	
12K3	127D03	USDA  APHIS  VS	1	USDA  APHIS  VETERINARY SVC	1	Office.OfficeID	
12K3	127D09	USDA APHIS IS	1	USDA APHIS	0	Office.OfficeID	
12K3	127DF6	VS FO CFTEP TICK OFFICE LAREDO TX	1	USDA APHIS VS TICK OFFICE	1	Office.OfficeID	
12K3	127LAK	USDA  APHIS WILDLIFE SERVICES	1	USDA  APHIS  ANIMAL DAMAGE CONTROL	0	Office.OfficeID	
12K3	127M0H	USDA  APHIS  PPQ MFFRF	1	PPQ MFFRF MAB EDINBURG TX	1	Office.OfficeID	
12K3	127NAA	USDA  APHIS  PPQ	1	PPQ AEO EDINBURG TX	1	Office.OfficeID	
12K3	1281G5	USDA  APHIS  PPQ  PP METHODS DEV	1	USDA  APHIS  PPQ	0	Office.OfficeID	
12K3	1282NT	USDA  APHIS  ADC	1	USDA  APHIS WS	0	Office.OfficeID	
12K3	1285H6	USDA  APHIS  ADC	1	USDA  APHIS WS	0	Office.OfficeID	
12K3	128KEM	IES FORT COLLINS CO	1	USDA APHIS IES	1	Office.OfficeID	
12K3	128KEZ	ERCS EMSSD FORT COLLINS CO	1	USDA APHIS EMMSD	1	Office.OfficeID	
12K3	129254	PPQ HILO HI	1	USDA  APHIS  PPQ	1	Office.OfficeID	
12K3	12X420	USDA  APHIS  ADC	1	USDA  APHIS  WS	0	Office.OfficeID	
12K3	12X504	USDA APHIS WS	1	WS BARRIGADA GU	1	Office.OfficeID	
1330	000EA	EASTERN ACQUISITION DIVISION - NORFOLK	1	EASTERN ACQUISITION DIVISION	1	Office.OfficeID	
1330	8J	NWS RECONDITIONING CENTER	1	NWS NAT'L RECONDITIONING CENTER	0	Office.OfficeID	
1330	NE	"NATIONAL ENVIRONMENTAL SATELLITE, DATA, AND INFORMATION, SERVICE ("	1	"NATIONAL ENVIRONMENTAL SATELLITE, DATA, AND INFORMATION, SERVICE (NESDIS)"	1	Office.OfficeID	
1406	3	NBC ACQUISITION SERVICES DIVISION	1	IBC ACQUISITION SERVICES DIVISION	1	Office.OfficeID	
1406	4	NBC ACQUISITION SERVICES DIRECTORATE	1	IBC ACQUISITION SERVICES DIRECTORATE	1	Office.OfficeID	
1406	71	NBC ACQUISITION SERVICES DIVISION	1	IBC ACQUISITION SERVICES DIVISION	0	Office.OfficeID	
1406	140D05	APPRAISAL AND VALUATION SVS OFFICE	1	VALUATION SERVICES (00005)	0	Office.OfficeID	
1406	140D06	ACQUISITION&PROPERTY MGMT (00006)	1	ACQUISITION  PROPERTY MGMT (00006)	1	Office.OfficeID	
1406	140D09	PLANNING&PERFORMANCE MGMT (00009)	1	PLANNING  PERFORMANCE MGMT (00009)	1	Office.OfficeID	
1406	140D10	SMALL&DISADVANTAGED BUSINESS UTIL	1	SMALL  DISADVANTAGED BUSINESS UTIL	0	Office.OfficeID	
1406	140D11	LAW ENFORCEMENT  SAFETY (00011)	1	LAW ENFORCEMENT&SAFETY (00011)	1	Office.OfficeID	
1406	140D13	COLL ACTION  DISP RES (00013)	1	COLL ACTION&DISP RES (00013)	1	Office.OfficeID	
1406	140D16	OCCUP HEALTH&SAFETY(00016)	1	OCCUP HEALTH  SAFETY(00016)	1	Office.OfficeID	
1406	140D17	STRAT EMPLOYEE  ORG DEVEL (00017)	1	STRAT EMPLOYEE&ORG DEVEL (00017)	1	Office.OfficeID	
1406	140D21	ENVIRO POLICY&COMPLIANCE (00021)	1	ENVIRO POLICY  COMPLIANCE (00021)	1	Office.OfficeID	
1406	140D27	HEARINGS&APPEALS	1	HEARINGS  APPEALS	1	Office.OfficeID	
1406	140D30	FACILITIES  ADMIN SERVICES (00030)	1	FACILITIES&ADMIN SERVICES (00030)	1	Office.OfficeID	
1406	140D38	INDIAN ARTS&CRAFTS BOARD (00068)	1	INDIAN ARTS  CRAFTS BOARD (00068)	1	Office.OfficeID	
1422	140A21	BUREAU OF LAND MANAGMENT	1	GLENNALLEN FIELD OFFICE	0	Office.OfficeID	
1422	140L01	WASHINGTON DC OFFICE	1	BUREAU OF LAND MANAGEMENT	0	Office.OfficeID	
1422	140L02	BUREAU OF LAND MANAGEMENT	1	ALASKA FIRE SERVICE	1	Office.OfficeID	
1422	140L03	ALBUQUERQUE DISTRICT OFFICE	1	BLM ALBUQUERQUE DISTRICT OFFICE	1	Office.OfficeID	
1422	140L04	BUREAU OF LAND MANAGEMENT	1	AMARILLO FIELD OFFICE	1	Office.OfficeID	
1422	140L05	BUREAU OF LAND MANAGEMENT	1	BATTLE MOUNTAIN DISTRICT OFFICE	1	Office.OfficeID	
1422	140L07	BUREAU OF LAND MANAGEMENT	1	BOISE DISTRICT OFFICE	1	Office.OfficeID	
1422	140L09	BUREAU OF LAND MANAGEMENT	1	BURNS DISTRICT OFFICE	1	Office.OfficeID	
1422	140L10	BUTTE FIELD OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L11	BUREAU OF LAND MANAGEMENT	1	CALIENTE FIELD OFFICE	1	Office.OfficeID	
1422	140L12	CALIFORNIA STATE OFFICE	1	BUREAU OF LAND MANAGEMENT	0	Office.OfficeID	
1422	140L13	CARSON CITY DISTRICT OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L14	CASPER FIELD OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L15	BUREAU OF LAND MANAGEMENT	1	CEDAR CITY FIELD OFFICE	1	Office.OfficeID	
1422	140L17	COLORADO STATE OFFICE	1	BUREAU OF LAND MANAGEMENT	0	Office.OfficeID	
1422	140L18	COOS BAY DISTRICT OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L19	BUREAU OF LAND MANAGEMENT	1	ELKO FIELD OFFICE	1	Office.OfficeID	
1422	140L22	FARMINGTON DISTRICT OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L23	FRONT RANGE DISTRICT OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L24	BUREAU OF LAND MANAGEMENT	1	GREEN RIVER DISTRICT OFFICE	1	Office.OfficeID	
1422	140L25	IDAHO FALLS DISTRICT OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L26	IDAHO STATE OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L28	LAKEVIEW DISTRICT OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L30	LAS CRUCES DISTRICT OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L31	BUREAU OF LAND MANAGEMENT	1	LEWISTOWN FIELD OFFICE	1	Office.OfficeID	
1422	140L33	BUREAU OF LAND MANAGEMENT	1	MEDFORD DISTRICT OFFICE	1	Office.OfficeID	
1422	140L34	BUREAU OF LAND MANAGEMENT	1	MILES CITY FIELD OFFICE	1	Office.OfficeID	
1422	140L35	MOAB FIELD OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L37	NATIONAL INTERAGENCY FIRE CENTER	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L38	NATIONAL TRAINING CENTER	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L42	UPPER COLORADO RIVER DISTRICT	1	NORTHWEST DISTRICT OFFICE	1	Office.OfficeID	
1422	140L43	BUREAU OF LAND MANAGEMENT	1	OREGON STATE OFFICE	1	Office.OfficeID	
1422	140L45	BUREAU OF LAND MANAGEMENT	1	PRINEVILLE DISTRICT OFFICE	1	Office.OfficeID	
1422	140L46	RAWLINS FIELD OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L47	ROCK SPRINGS FIELD OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L48	ROSEBURG DISTRICT OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L51	SALMON FIELD OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L52	BUREAU OF LAND MANAGEMENT	1	SHOSHONE FIELD OFFICE	1	Office.OfficeID	
1422	140L53	BUREAU OF LAND MANAGEMENT	1	SOUTHERN NEVADA DISTRICT OFFICE	1	Office.OfficeID	
1422	140L54	BUREAU OF LAND MANAGEMENT	1	SOUTHWEST DISTRICT OFFICE	1	Office.OfficeID	
1422	140L55	SPOKANE DISTRICT OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L58	BUREAU OF LAND MANAGEMENT	1	VALE DISTRICT OFFICE	1	Office.OfficeID	
1422	140L59	WEST DESERT DISTRICT OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L60	WINNEMUCCA DISTRICT OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L61	BUREAU OF LAND MANAGEMENT	1	WORLAND FIELD OFFICE	1	Office.OfficeID	
1422	140L62	WYOMING STATE OFFICE	1	BUREAU OF LAND MANAGEMENT	1	Office.OfficeID	
1422	140L63	BUREAU OF LAND MANAGEMENT	1	ALASKA STATE OFFICE	1	Office.OfficeID	
1422	149188	BUREAU OF LAND MANAGEMENT	1	EAGLE LAKE FIELD OFFICE	1	Office.OfficeID	
1422	149JAG	BUREAU OF LAND MANAGEMENT	1	APPLEGATE FIELD OFFICE	1	Office.OfficeID	
1425	140340	DEPT OF INTERIOR  BUR RECLAMATION	1	CANYON FERRY FIELD OFFICE	1	Office.OfficeID	
1425	140R60	GREAT PLAINS REGIONAL OFFICE	1	DOI BUREAU OF RECLAMATION	0	Office.OfficeID	
