vendorcountrycode	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
ABW	ARUBA	1	ABW	ARUBA [NETHERLANDS]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BHS	BAHAMAS, THE	1	BHS	BAHAMAS,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BMU	BERMUDA	1	BMU	BERMUDA [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CIV	COTE D'IVOIRE	1	CIV	COTE DIVOIRE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COD	CONGO (KINSHASA)	1	COD	CONGO,DEMOCRATIC REPUBLIC OF THE (KINSHASA)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COG	CONGO (BRAZZAVILLE)	1	COG	CONGO,REPUBLIC OF THE (BRAZZAVILLE)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CPV	CABO VERDE	1	CPV	CAPE VERDE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CUW	CURACAO	1	CUW	Curaçao	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CYM	CAYMAN ISLANDS	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GIB	GIBRALTAR	1	GIB	GIBRALTAR [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GMB	GAMBIA, THE	1	GMB	GAMBIA,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GRL	GREENLAND	1	GRL	GREENLAND [DENMARK]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IMN	ISLE OF MAN	1	IMN	MAN,ISLE OF	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KOR	KOREA, SOUTH	1	KOR	SOUTH KOREA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MMR	BURMA	1	MMR	BURMA (MYANMAR)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SSD	SOUTH SUDAN	1	SSD	REPUBLIC OF SOUTH SUDAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SUR	SURINAME	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VGB	VIRGIN ISLANDS, BRITISH	1	VGB	BRITISH VIRGIN ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode



Warning: Null value is eliminated by an aggregate or other SET operation.
idvagencyid	MaxOfNewFKparent_award_agency_name	unmatched_name_count	PKAgencyIDtext	any_name_match	PrimaryKeyTable
120E25	USDA  APHIS  WILDLIFE SERVICES	1	USDA  APHIS  ANIMAL DAMAGE CONTROL	1	Office.ContractingOfficeCode
120F10	TIMBER LAKE CONS CENTER, MT HOOD	1	USDA  FS,  MOUNT HOOD NF	0	Office.ContractingOfficeCode
120M96	PACIFIC NORTHWEST RESEARCH STATION	1	USDA  FS  PACIFIC NORTHWEST RES STA	0	Office.ContractingOfficeCode
121106	NRCS-CT STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
121218	NRCS-ME STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
121230	FSA-ME STATE OFFICE	1	USDA FSA	0	Office.ContractingOfficeCode
1212B3	USDA OFC CONTRACTING&PROCUREMENT	1	USDA, OFF PROCUREMENT PROPERTY MGMT	0	Office.ContractingOfficeCode
1212BC	USDA, OFF OF PARTNERSHIP PUBLIC ENG	1	USDA, OFC OF PARTNERSHIP PUBLIC ENG	0	Office.ContractingOfficeCode
1212C3	NRCS-CHIEF	1	USDA NRCS	0	Office.ContractingOfficeCode
121320	NRCS-MA STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
121428	NRCS-NH STATE OFFICE	1	USDA NRCS NEW HAMPSHIRE SO	0	Office.ContractingOfficeCode
121484	WHITE MOUNTAIN NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
121630	FSA-VT STATE OFFICE	1	USDA FSA	0	Office.ContractingOfficeCode
121681	GREEN MOUNTAIN NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
121LAN	USDA ARS NEA JMHNRCA	1	USDA ARS NEA JMHNRC	0	Office.ContractingOfficeCode
121M71	USDA APHIS PPQ	1	USDA APHIS PPQ ALB	1	Office.ContractingOfficeCode
1221J2	NRCS-DE STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
122313	USDA ARS NEA PGRR	1	USDA ARS NEA PGR	0	Office.ContractingOfficeCode
122328	USDA ARS NEA RWHCAH	1	USDA ARS NEA RWHC	0	Office.ContractingOfficeCode
1223LY	USDA APHIS VS	1	USDA APHIS VS AREA OFFICE	1	Office.ContractingOfficeCode
1223RY	PPQ ALBANY NY	1	USDA APHIS PPQ SHPD	1	Office.ContractingOfficeCode
1224H8	ALLEGHENY NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
122C31	NRCS-NY STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
122D37	NRCS-PA STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
123187	WASHINGTON OFFICE	2	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
1231B7	USDA ARS NEA USNA	1	USDA ARS USNA	0	Office.ContractingOfficeCode
1231PE	USDA ARS ROM OCIO	1	USDA ARS OCIO	0	Office.ContractingOfficeCode
123268	USDA APHIS ERCS	1	USDA APHIS MRPBS IES	1	Office.ContractingOfficeCode
12329Z	USDA APHIS PPQ	1	USDA APHIS PPQ PDC	1	Office.ContractingOfficeCode
1232J8	PPQ PDMA RIVERDALE MD	1	USDA APHIS PPQ PDMA	1	Office.ContractingOfficeCode
1232KH	MRPBS ESD SHEWB RIVERDALE MD	1	USDA  APHIS  MRP-BS ESD SHEWB	0	Office.ContractingOfficeCode
1232MT	USDA  APHIS  VS POLICY	1	USDA  APHIS  VS  EP	1	Office.ContractingOfficeCode
1232NR	USDA ARS NEA BARC EMFSL	1	USDA ARS NEA	0	Office.ContractingOfficeCode
1232NX	USDA ARS HRD	1	USDA ARS HRD ERB	0	Office.ContractingOfficeCode
1232NY	USDA ARS NEA BARC HRSL	1	USDA ARS NEA HRSL	0	Office.ContractingOfficeCode
1232R2	PPQ BELTSVILLE MD	1	USDA  APHIS  PPQ	1	Office.ContractingOfficeCode
1232R9	USDA ARS NEA BARC SASL	1	USDA ARS NPS PAC	0	Office.ContractingOfficeCode
1232RP	USDA ARS NEA BARC ACSL	1	USDA ARS NEA CSGCL	0	Office.ContractingOfficeCode
1232RQ	USDA ARS NEA BARC FQL	1	USDA ARS NEA FQL	0	Office.ContractingOfficeCode
1232RR	USDA ARS NEA BARC NGRL	1	USDA ARS NEA NGRL	0	Office.ContractingOfficeCode
1232RS	USDA ARS NEA BARC SEL	1	USDA ARS NEA SEL	0	Office.ContractingOfficeCode
1232RW	ERCS EMSSD RIVERDALE MD	1	USDA, APHIS MRP EMSSD	1	Office.ContractingOfficeCode
1232S1	USDA ARS NEA BHNRC FCMDL	1	USDA ARS NEA	0	Office.ContractingOfficeCode
1232S3	USDA ARS NEA BHNRC FCHL	1	USDA ARS	0	Office.ContractingOfficeCode
1232T1	USDA ARS NEA FDWSR	1	USDA ARS NEA	0	Office.ContractingOfficeCode
1232U2	USDA ARS NEA BHNRC NDL	1	USDA ARS NEA	0	Office.ContractingOfficeCode
123395	GEORGE WASHINGTON/JEFFERSON NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
1233A4	FLATWOODS JOB CORPS CENTER	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
1233A7	NRCS-VA STATE OFFICE	1	USDA NRCS VIRGINIA SO	0	Office.ContractingOfficeCode
1233GR	USDA ARS NEA CCWAR	1	USDA ARS NEA NCCCWA	0	Office.ContractingOfficeCode
1233GX	HARPERS FERRY JOB CORPS	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
123434	MONONGAHELA NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
12344N	USDA ARS FMAD GAMB	1	USDA ARS AFM FMAD	0	Office.ContractingOfficeCode
12344Q	USDA ARS OA ODEO	1	USDA ARS ODEO	0	Office.ContractingOfficeCode
12344V	AQM ENTERPRISE ACTIVITIES	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
12349B	USDA ARS NEA AFRL	1	USDA ARS NEA AFRS	0	Office.ContractingOfficeCode
123604	NORTHERN RESEARCH STATION	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
123B19	NRCS-MD STATE OFFICE	1	USDA NRCS MARYLAND SO	0	Office.ContractingOfficeCode
123D47	NRCS-WV STATE OFFICE	1	USDA NRCS WV SO	0	Office.ContractingOfficeCode
123JJ3	USDA  APHIS   OA	1	USDA  APHIS  M AND B	1	Office.ContractingOfficeCode
123JL0	NEA EASTERN REGIONAL RESEARCH CENTE	1	USDA ARS NEA ERRC ADMIN OFFICE	0	Office.ContractingOfficeCode
123K09	USDA ARS NAL	1	USDA ARS NAL ACQ-METADATA BRANCH	0	Office.ContractingOfficeCode
123K45	USDA ARS NEA BARC APDL	1	USDA ARS NEA LPSI	0	Office.ContractingOfficeCode
123K72	USDA ARS NEA BARC SGIL	1	USDA  ARS NEA SGIL	0	Office.ContractingOfficeCode
123K74	USDA ARS NEA BARC IIBBL	1	USDA ARS NEA IIBBL	0	Office.ContractingOfficeCode
123K76	USDA ARS NEA BARC MNGDBL	1	USDA ARS NEA NL	0	Office.ContractingOfficeCode
123K81	USDA ARS NEA USNA FNPR	1	USDA ARS USNA FNPRU	0	Office.ContractingOfficeCode
123K84	USDA ARS NEA BARC	1	USDA ARS NEA PSI	0	Office.ContractingOfficeCode
123K92	MRPBS ESD SHEWB RIVERDALE MD	1	USDA  APHIS  MRPBS ESD SHEWB	1	Office.ContractingOfficeCode
123K95	USDA ARS NEA BARC AGIL	1	USDA ARS NEA OCI	0	Office.ContractingOfficeCode
123LAJ	MRPBS ESD FCSB RIVERDALE MD	1	USDA APHIS MRPBS ESD FCSB	1	Office.ContractingOfficeCode
124101	NRCS-AL STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
124146	NATIONAL FORESTS IN ALABAMA	1	USDA  FOREST SERIVCE	0	Office.ContractingOfficeCode
1241M9	USDA ARS SEA SDR	1	USDA ARS SEA	0	Office.ContractingOfficeCode
124209	NRCS-FL STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
124210	USDA ARS SEA IPRL	1	USDA ARS SEA	0	Office.ContractingOfficeCode
124245	USDA  APHIS  WS NWRC	1	USDA  APHIS  WILDLIFE SERVICES	1	Office.ContractingOfficeCode
124247	USDA  APHIS WS	1	USDA  APHIS  ADC	0	Office.ContractingOfficeCode
1242AS	USDA APHIS PPQ	1	USDA APHIS PPQ, SCIENCE/TECHNOLOGY	1	Office.ContractingOfficeCode
1242BC	USDA APHIS PPQ	1	USDA APHIS PPQ SIRF	1	Office.ContractingOfficeCode
124310	NRCS-GA STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
124336	FSA-COMMODITY OPS OFFICE	2	USDA FARM SERVICE AGENCY (FSA)	0	Office.ContractingOfficeCode
12435H	CHATTAHOOCHEE OCONNE NATL FOREST	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
124384	USDA ARS SEA USNPRC	1	USDA ARS SEA	0	Office.ContractingOfficeCode
124389	USDA ARS SEA TIFTON LSS	1	USDA ARS SEA GCPES	0	Office.ContractingOfficeCode
1243N9	SOUTHERN REGION FIRE AVIATION	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
1243XU	USDA ARS SEA PGRCR	1	USDA ARS SEA GES	0	Office.ContractingOfficeCode
124409	USDA ARS SEA COTTON GR	1	USDA ARS SEA	0	Office.ContractingOfficeCode
124422	USDA APHIS PPQ NDDTC	1	USDA APHIS PPQ NDDTC, GA	1	Office.ContractingOfficeCode
124423	NRCS-MS STATE OFFICE	1	USDA NRCS MISSISSIPPI SO	0	Office.ContractingOfficeCode
124436	FAS-FOOD FOR PROGRESS	1	USDA FAS	0	Office.ContractingOfficeCode
124463	USDA ARS SEA CSRL	1	USDA ARS SEA	0	Office.ContractingOfficeCode
12447U	NATIONAL FORESTS IN MISSISSIPPI	1	USDA  FOREST SERVICE, R8	0	Office.ContractingOfficeCode
1244UK	USDA ARS SEA SHR	1	USDA ARS SEA SFR	0	Office.ContractingOfficeCode
124532	NRCS-NC STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
124550	NATIONAL FORESTS IN NORTH CAROLINA	1	USDA FS	0	Office.ContractingOfficeCode
124567	SCHENCK JOB CORPS CCC	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
124568	SOUTHERN RESEARCH STATION	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
1245LE	OCONALUFTEE JOB CORPS CCC	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
1245ZE	USDA ARS SEA MQHR	1	USDA ARS SEA LSS	0	Office.ContractingOfficeCode
124604	USDA ARS SEA VR	1	USDA ARS SAA	0	Office.ContractingOfficeCode
124620	USDA ARS SEA CPSWPCR	1	USDA ARS SEA CPRC	0	Office.ContractingOfficeCode
124639	NRCS-SC STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
124660	SAVANNAH RIVER SITE	1	USDA FOREST SERVICE SAVANNAH RIVER	0	Office.ContractingOfficeCode
124670	FRANCIS MARION&SUMTER NATL FORESTS	2	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
124726	FSA-TN STATE OFFICE	1	USDA FSA	0	Office.ContractingOfficeCode
124741	NRCS-TN STATE OFFICE	1	USDA NRCS TN STATE OFFICE	0	Office.ContractingOfficeCode
124756	CHEROKEE NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
124763	JACOBS CREEK JOB CORPS CCC	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
124818	VS FRANKFORT KY	1	USDA  APHIS  VETERINARY SVC	1	Office.ContractingOfficeCode
124826	GREAT ONYX JOB CORPS CENTER	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
124870	LAND BETWEEN THE LAKES NRA	1	USDA FS	0	Office.ContractingOfficeCode
124AEE	USDA ARS SEA RALEIGH LSS	1	USDA NASS	0	Office.ContractingOfficeCode
124M20	WS MISSISSIPPI STATE MS	1	USDA  APHIS  ANIMAL DAMAGE CONTROL	1	Office.ContractingOfficeCode
124M55	USDA ARS SEA STONEVILLE LSS	1	USDA ARS MSA	0	Office.ContractingOfficeCode
125160	FSA-IL STATE OFFICE	1	USDA FSA	0	Office.ContractingOfficeCode
1251A8	SHAWNEE NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
1251AT	USDA  APHIS  WS	1	USDA  APHIS  ANIMAL DAMAGE CONTROL	1	Office.ContractingOfficeCode
1251G4	RMA-REG SVS OFFICE-IL	1	USDA RMA	0	Office.ContractingOfficeCode
1251KN	MIDEWIN NATIONAL TALLGRASS PRAIRIE	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
1251LA	USDA ARS MWA AREA DIRECTOR	1	USDA ARS MWA	0	Office.ContractingOfficeCode
1252B1	HOOSIER NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
12531A	DANIEL BOONE NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
12531H	FRENCHBURG JOB CORPS CENTER	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
12531N	PINE KNOT JOB CORPS CCC	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
12537K	USDA ARS MWA FAPR	1	USDA ARS MSA FAPRU	0	Office.ContractingOfficeCode
125405	USDA ARS MWA SBR	1	USDA ARS MWA ADORL	0	Office.ContractingOfficeCode
1254A4	HURON MANISTEE NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
1254A7	OTTAWA NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
1254B0	HIAWATHA NATIONAL FOREST	1	USDA  US FOREST SERVICE	0	Office.ContractingOfficeCode
1254ML	USDA APHIS WS	1	MICHIGAN STATE OFC USDA APHIS WS	0	Office.ContractingOfficeCode
125513	USDA ARS MWA SDR	1	USDA ARS MWA	0	Office.ContractingOfficeCode
1255N9	WAYNE NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
1255TZ	PPQ ALB ALMELIA OH	1	USDA APHIS PPQ ALB	1	Office.ContractingOfficeCode
125615	USDA ARS MWA MADISON LSS	1	USDA ARS MWA ADMIN OFFICE	0	Office.ContractingOfficeCode
125680	FOREST PRODUCTS LABORATORY	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
125699	BLACKWELL JOB CORPS CENTER	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
1256A6	CHEQUAMEGON-NICOLET NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
125A12	NRCS-IL STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
125D21	NRCS-MI STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
125E34	NRCS-OH STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
125F48	NRCS-WI STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
126114	NRCS-IA STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
126122	USDA ARS MWA PIR	1	USDA  ARS	0	Office.ContractingOfficeCode
126125	USDA ARS MWA NADC	1	USDA  ARS  MWA	0	Office.ContractingOfficeCode
126128	USDA ARS MWA CICGR	1	USDA  ARS  MWA	0	Office.ContractingOfficeCode
126197	VS NVSL AMES IA	2	USDA  APHIS	1	Office.ContractingOfficeCode
126215	NRCS-KS STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
126228	USDA ARS PA CGAHR HWWGR	1	USDA ARS PA PSERU	0	Office.ContractingOfficeCode
126244	FSA-KS STATE OFFICE	1	USDA FSA	0	Office.ContractingOfficeCode
1262DQ	EMSSD AMES IA 32127	2	USDA APHIS EMMSD	1	Office.ContractingOfficeCode
126322	NRCS-MN STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
126333	USDA ARS MWA SMR	1	USDA ARS MWA	0	Office.ContractingOfficeCode
126392	CHIPPEWA NATIONAL FOREST	1	USDA  FS	0	Office.ContractingOfficeCode
126395	MRPBS MINNEAPOLIS MN	1	USDA  APHIS  MRPBS	1	Office.ContractingOfficeCode
1263A9	SUPERIOR NATIONAL FOREST	1	USDA FS	0	Office.ContractingOfficeCode
1263VY	USDA ARS MWA ST PAUL LSS	1	USDA  ARS  MWA	0	Office.ContractingOfficeCode
126434	USDA ARS MWA CSWQR	1	USDA  ARS  CROPPING SYS  WATER QUAL	0	Office.ContractingOfficeCode
126441	MINGO JOB CORPS CENTER	1	USDA FS	0	Office.ContractingOfficeCode
12648S	FSA-MO STATE OFFICE	1	USDA FSA	0	Office.ContractingOfficeCode
1264PP	USDA ARS MWA COLUMBIA LSS	1	USDA  ARS  MWA	0	Office.ContractingOfficeCode
1264R4	MARK TWAIN NATIONAL FOREST	1	USDA FOREST SERVICE  FOREST SUPVSR	0	Office.ContractingOfficeCode
1264XK	USDA ARS MWA PGR	1	USDA  ARS DDPSC	0	Office.ContractingOfficeCode
126526	NRCS-NE STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
126538	USDA ARS PA USMARC	1	USDA ARS PA ANIMAL RES CENTER	0	Office.ContractingOfficeCode
126542	USDA ARS PA AMR	1	USDA ARS PA	0	Office.ContractingOfficeCode
12655S	FSA-NE STATE OFFICE	1	USDA FSA	0	Office.ContractingOfficeCode
1265RA	PINE RIDGE JOB CORPS CCC	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
1265T0	NEBRASKA NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
126633	NRCS-ND STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
126658	USDA ARS PA GFHNRC	1	USDA ARS PA	0	Office.ContractingOfficeCode
1266X1	DAKOTA PRAIRIE GRASSLANDS	1	USDA FOREST SERVICE, R1	0	Office.ContractingOfficeCode
126703	USDA ARS PA ICSR	1	USDA ARS PA	0	Office.ContractingOfficeCode
12675S	FSA-SD STATE OFFICE	1	USDA FSA	0	Office.ContractingOfficeCode
1267T0	BLACK HILLS NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
1267U4	BOXELDER JOB CORPS CENTER	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
126869	USDA APHIS VS	1	USDA APHIS VS SPRS LC	1	Office.ContractingOfficeCode
126M96	USDA  APHIS WS	1	USDA  APHIS  ADC	1	Office.ContractingOfficeCode
127103	NRCS-AR STATE OFFICE	1	USDA NRCS ARKANSAS STATE OFFICE	0	Office.ContractingOfficeCode
12719U	USDA ARS SEA DBSFRC	1	USDA ARS PA	0	Office.ContractingOfficeCode
127217	NRCS-LA STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
127335	NRCS-OK STATE OFFICE	1	USDA NRCS	0	Office.ContractingOfficeCode
127399	USDA ARS PA HER	1	USDA ARS PA PSRL	0	Office.ContractingOfficeCode
12744L	USDA ARS PA CSRL	1	USDA ARS PA	0	Office.ContractingOfficeCode
1274DF	USDA  APHIS PPQ	1	USDA  APHIS	1	Office.ContractingOfficeCode
127512	LINCOLN NATIONAL FOREST	1	USDA FS R3 SOUTHWESTERN REGION	0	Office.ContractingOfficeCode
1275M2	USDA APHIS VS NIES	1	USDA APHIS VS NIES SBP	1	Office.ContractingOfficeCode
127A85	FSA-AR STATE OFFICE	1	USDA  FSA	0	Office.ContractingOfficeCode
127A86	OUACHITA NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
127B20	USDA ARS SEA SRRC	1	USDA ARS SEA	0	Office.ContractingOfficeCode
127C04	USDA ARS PA GRL	1	USDA ARS PA	0	Office.ContractingOfficeCode
127C22	USDA ARS PA RPR	1	USDA ARS PA	0	Office.ContractingOfficeCode
127C94	FSA-OK STATE OFFICE	1	USDA FSA	0	Office.ContractingOfficeCode
127D03	VS AUSTIN TX	2	USDA  APHIS  VETERINARY SVC	1	Office.ContractingOfficeCode
127D46	USDA APHIS PPQ	1	USDA APHIS PPQ-7D46	1	Office.ContractingOfficeCode
127D55	USDA ARS PA KBUSLIRL	1	USDA ARS PA USLINRL	0	Office.ContractingOfficeCode
127DC6	FSA-TX STATE OFFICE	1	USDA FSA	0	Office.ContractingOfficeCode
127DF5	NATIONAL FORESTS&GRASSLANDS IN TEXAS	2	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
127J18	OZARK/ST. FRANCIS NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
127J28	CASS JOB CORPS CENTER	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
127K11	KISATCHIE NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
127LAK	USDA  APHIS WILDLIFE SERVICES	1	USDA  APHIS  ANIMAL DAMAGE CONTROL	0	Office.ContractingOfficeCode
127M0Z	USDA ARS PA CNRC	1	USDA ARS PA CHRC	0	Office.ContractingOfficeCode
128137	FSA-AZ STATE OFFICE	1	USDA FSA	0	Office.ContractingOfficeCode
128156	KAIBAB NATIONAL FOREST	1	FOREST SERVICE - GC DISPATCH CTR	0	Office.ContractingOfficeCode
128167	COCONINO NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
128173	APACHE-SITGREAVES NATIONAL FORESTS	1	USDA FS	0	Office.ContractingOfficeCode
128180	TONTO NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
128191	PRESCOTT NATIONAL FOREST	1	USDA FS	0	Office.ContractingOfficeCode
128197	CORONADO NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
1281G5	USDA  APHIS  PPQ	1	USDA  APHIS  PPQ  PP METHODS DEV	1	Office.ContractingOfficeCode
1281K1	USDA ARS PWA SWWRC	1	USDA ARS PWA	0	Office.ContractingOfficeCode
128265	FSA-CO STATE OFFICE	1	USDA FSA	0	Office.ContractingOfficeCode
1282AK	RIO GRANDE NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
1282AT	ARAPAHO AND ROOSEVELT NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
1282BH	PIKE AND SAN ISABEL NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
1282CS	SAN JUAN NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
1282D7	WHITE RIVER NATIONAL FOREST	1	USDA  FOREST SERIVCE	0	Office.ContractingOfficeCode
1282E6	COLLBRAN JOB CORPS	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
1282FT	ROCKY MTN RESEARCH STATION	1	USDA FOREST SERVICE	1	Office.ContractingOfficeCode
1282HW	USDA ARS PA CARR WMSR	1	USDA ARS PA AO	0	Office.ContractingOfficeCode
1282KV	USDA ARS PA CARR SMSR	1	USDA ARS	0	Office.ContractingOfficeCode
1282NT	USDA  APHIS WS	1	USDA  APHIS  ADC	1	Office.ContractingOfficeCode
1282TR	USDA ARS PA CARR PAGRP	1	USDA ARS PA ATTN DIRECTOR	0	Office.ContractingOfficeCode
1282VA	USDA ARS PA CARR PGPR	1	USDA ARS PA RRU	0	Office.ContractingOfficeCode
1282X9	ROCKY MOUNTAIN REGIONAL OFFICE	1	USDA  FOREST SERVICE	0	Office.ContractingOfficeCode
1282Y9	GRAND MESA, UNCOMPAHGRE & GUNNISON NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
128307	USDA ARS PA CGR	1	USDA ARS PA SCIENCE AND EDUCA ADMIN	0	Office.ContractingOfficeCode
128334	FSA-NM STATE OFFICE	1	USDA FSA	0	Office.ContractingOfficeCode
128371	SOUTHWESTERN REGIONAL OFFICE, REGION 3	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
128379	SANTA FE NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.ContractingOfficeCode
1283A7	CARSON NATIONAL FOREST	1	USDA, FOREST SERVICE	0	Office.ContractingOfficeCode
1283D5	CIBOLA NATIONAL FOREST	1	USDA FS CIBOLA NATIONAL FOREST	0	Office.ContractingOfficeCode
1283L0	USDA ARS PA RMR	1	USDA ARS PA ADMIN OFFICE	0	Office.ContractingOfficeCode
128400	USDA ARS PWA PPR	1	USDA ARS PA PPRL	0	Office.ContractingOfficeCode
128415	USDA ARS PA PIBMSR	1	USDA ARS PA	0	Office.ContractingOfficeCode
128446	FSA-UT STATE OFFICE	1	USDA FSA	0	Office.ContractingOfficeCode
128447	FSA-AERIAL PHOTOGRAPHY FIELD OFFICE	1	USDA FSA	0	Office.ContractingOfficeCode
