vendorcountrycode	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
ABW	ARUBA	1	ABW	ARUBA [NETHERLANDS]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
AIA	ANGUILLA	1	AIA	ANGUILLA [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ATA	ANTARCTICA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BHS	BAHAMAS, THE	2	BHS	BAHAMAS,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BMU	BERMUDA	1	BMU	BERMUDA [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CAF	CENTRAL AFRICAN REPUBLIC	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CIV	COTE D'IVOIRE	1	CIV	COTE DIVOIRE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COD	CONGO (KINSHASA)	1	COD	CONGO,DEMOCRATIC REPUBLIC OF THE (KINSHASA)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COG	CONGO (BRAZZAVILLE)	1	COG	CONGO,REPUBLIC OF THE (BRAZZAVILLE)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CPV	CABO VERDE	1	CPV	CAPE VERDE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CUB	CUBA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CUW	CURACAO	1	CUW	Curaçao	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CYM	CAYMAN ISLANDS	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ERI	ERITREA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
FLK	FALKLAND ISLANDS (ISLAS MALVINAS)	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GBR	UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN	1	GBR	UNITED KINGDOM	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GIB	GIBRALTAR	1	GIB	GIBRALTAR [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GMB	GAMBIA, THE	2	GMB	GAMBIA,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GNQ	EQUATORIAL GUINEA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GRL	GREENLAND	1	GRL	GREENLAND [DENMARK]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IMN	ISLE OF MAN	1	IMN	MAN,ISLE OF	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IRN	IRAN	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KIR	KIRIBATI	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KOR	KOREA, SOUTH	2	KOR	SOUTH KOREA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LBY	LIBYA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LCA	SAINT LUCIA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MAC	MACAU	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MCO	MONACO	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MMR	BURMA	1	MMR	BURMA (MYANMAR)	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MSR	MONTSERRAT	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NCL	NEW CALEDONIA	1	NCL	NEW CALEDONIA [FRANCE]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
RUS	RUSSIAN FEDERATION	1	RUS	RUSSIA	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SPM	SAINT PIERRE AND MIQUELON	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SSD	SOUTH SUDAN	1	SSD	REPUBLIC OF SOUTH SUDAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SUR	SURINAME	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TCA	TURKS AND CAICOS ISLANDS	1	TCA	TURKS AND CAICOS ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TKL	TOKELAU	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TKM	TURKMENISTAN	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TUV	TUVALU	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TWN	TAIWAN, PROVINCE OF CHINA	1	TWN	Taiwan	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
USA	UNITED STATES OF AMERICA	1	USA	UNITED STATES	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VCT	SAINT VINCENT AND THE GRENADINES	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VGB	VIRGIN ISLANDS, BRITISH	2	VGB	BRITISH VIRGIN ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ZZZ	NONDISTRIBUTED	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode



Warning: Null value is eliminated by an aggregate or other SET operation.
systemequipmentcode	MaxOfNewFKdod_acquisition_program_description	unmatched_name_count	PKAgencyIDtext	any_name_match	PrimaryKeyTable
6901	OFFICE OF THE SECRETARY	1	IMMEDIATE OFFICE OF THE SECRETARY OF TRANSPORTATION	0	FPDSTypeTable.AgencyID
7505	OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE	2	OFFICE OF ASSISTANT SECRETARY FOR MANAGEMENT AND BUDGET	0	FPDSTypeTable.AgencyID
7523	CENTERS FOR DISEASE CONTROL AND PREVENTION	1	CENTERS FOR DISEASE CONTROL	0	FPDSTypeTable.AgencyID
7528	AGENCY FOR HEALTHCARE RESEARCH AND QUALITY	1	AGENCY FOR HEALTH CARE POLICY AND RESEARCH	0	FPDSTypeTable.AgencyID
7555	PROGRAM SUPPORT CENTER	1	OFFICE OF ASST SECRETARY FOR HEALTH EXCEPT NATIONAL CENTERS	0	FPDSTypeTable.AgencyID
8960	FEDERAL ENERGY REGULATORY COMMISSION	1	FERC	0	FPDSTypeTable.AgencyID
9568	UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG	1	BROADCASTING BOARD OF GOVERNORS	0	FPDSTypeTable.AgencyID
9700	DEPT OF DEFENSE	1	DEPARTMENT OF DEFENSE	0	FPDSTypeTable.AgencyID
97AV	DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY	1	DEFENSE SECURITY SERVICE	0	FPDSTypeTable.AgencyID
97F1	DEFENSE MEDIA CENTER (DMC)	1	DEFENSE MEDIA ACTIVITY (DMA)	1	FPDSTypeTable.AgencyID



Warning: Null value is eliminated by an aggregate or other SET operation.
maj_fund_agency_cat	MaxOfNewFKfunding_agency_name	unmatched_name_count	PKAgencyIDtext	any_name_match	PrimaryKeyTable
000	U.S. CONGRESS (CONGRESS)	1	NULL	0	FPDSTypeTable.AgencyID
001	ARCHITECT OF THE CAPITOL (AOC)	1	NULL	0	FPDSTypeTable.AgencyID
004	GOVERNMENT PUBLISHING OFFICE (GPO)	1	UNITED STATES GOVERNMENT PUBLISHING OFFICE (GPO)	1	FPDSTypeTable.AgencyID
008	CONGRESSIONAL BUDGET OFFICE (CBO)	1	NULL	0	FPDSTypeTable.AgencyID
009	LEGISLATIVE BRANCH BOARDS AND COMMISSIONS (LEG ORGS)	1	NULL	0	FPDSTypeTable.AgencyID
025	NATIONAL CREDIT UNION ADMINISTRATION (NCUA)	1	NULL	0	FPDSTypeTable.AgencyID
026	FEDERAL RETIREMENT THRIFT INVESTMENT BOARD (FRTIB)	1	NULL	0	FPDSTypeTable.AgencyID
046	OTHER SMALL AGENCIES (NAN)	1	NULL	0	FPDSTypeTable.AgencyID
048	TEMPORARY COMMISSIONS (NAN)	1	NULL	0	FPDSTypeTable.AgencyID
051	FEDERAL DEPOSIT INSURANCE CORPORATION (FDIC)	1	NULL	0	FPDSTypeTable.AgencyID
055	ADVISORY COMMISSION ON INTERGOVERNMENTAL RELATIONS (ACIR)	1	NULL	0	FPDSTypeTable.AgencyID
056	CENTRAL INTELLIGENCE AGENCY (CIA)	1	NULL	0	FPDSTypeTable.AgencyID
058	FEDERAL EMERGENCY MANAGEMENT AGENCY (FEMA)	1	NULL	0	FPDSTypeTable.AgencyID
067	OTHER (LISTED UNDER DEPARTMENT OF STATE) (NAN)	1	NULL	0	FPDSTypeTable.AgencyID
095	OTHER INDEPENDENT AGENCIES (NCS)	1	NULL	0	FPDSTypeTable.AgencyID
1100	EXECUTIVE OFFICE OF THE PRESIDENT (EOP)	1	EXECUTIVE OFFICE OF THE PRESIDENT	0	FPDSTypeTable.AgencyID
1125	PEACE CORPS (PC)	1	PEACE CORPS (EOP)	1	FPDSTypeTable.AgencyID
1133	UNITED STATES TRADE AND DEVELOPMENT AGENCY (USTDA)	1	UNITED STATES TRADE AND DEVELOPMENT AGENCY (EOP)	1	FPDSTypeTable.AgencyID
1601	DEPARTMENT OF LABOR (DOL)	1	IMMEDIATE OFFICE OF THE SECRETARY OF LABOR	0	FPDSTypeTable.AgencyID
1602	PENSION BENEFIT GUARANTY CORPORATION (PBGC)	1	PENSION BENEFIT GUARANTY CORPORATION (DOL)	1	FPDSTypeTable.AgencyID
164	INTER-AMERICAN FOUNDATION (EOP)	1	INTER-AMERICAN FOUNDATION (IAF)	1	FPDSTypeTable.AgencyID
166	AFRICAN DEVELOPMENT FOUNDATION (USADF)	2	NULL	0	FPDSTypeTable.AgencyID
283	DWIGHT D. EISENHOWER MEMORIAL COMMISSION (EISENHOWERMEMORIAL)	1	NULL	0	FPDSTypeTable.AgencyID
289	ABRAHAM LINCOLN BICENTENNIAL COMMISSION (NAN)	2	NULL	0	FPDSTypeTable.AgencyID
326	COMMISSION ON CIVIL RIGHTS (USCCR)	1	NULL	0	FPDSTypeTable.AgencyID
3300	SMITHSONIAN INSTITUTION (SI)	1	SMITHSONIAN INSTITUTION	0	FPDSTypeTable.AgencyID
3301	JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS (KENNEDY CENTER)	1	JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS (SI)	1	FPDSTypeTable.AgencyID
3302	NATIONAL GALLERY OF ART (NGA)	1	NATIONAL GALLERY OF ART (SI)	1	FPDSTypeTable.AgencyID
345	UNITED STATES COURT OF APPEALS FOR VETERANS CLAIMS (CAVC)	1	NULL	0	FPDSTypeTable.AgencyID
362	FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL (FFIEC)	1	PERMANENT COMMITTEE FOR THE OLIVER WENDELL HOLMES DEVISE	0	FPDSTypeTable.AgencyID
364	FEDERAL HOUSING FINANCE BOARD (FHFB)	1	NULL	0	FPDSTypeTable.AgencyID
373	INSTITUTE OF AMERICAN INDIAN AND ALASKA NATIVE CULTURE AND ARTS DEVELOPMENT (IAIA)	1	NULL	0	FPDSTypeTable.AgencyID
376	U.S. INTERAGENCY COUNCIL ON HOMELESSNESS (USICH)	1	NULL	0	FPDSTypeTable.AgencyID
394	NATIONAL CAPITAL PLANNING COMMISSION (NCPC)	1	NULL	0	FPDSTypeTable.AgencyID
400	NATIONAL COMMISSION ON LIBRARIES & INFORMATION SCIENCE (NAN)	1	GOVERNMENT PRINTING OFFICE	0	FPDSTypeTable.AgencyID
453	STATE JUSTICE INSTITUTE (SJI)	1	NULL	0	FPDSTypeTable.AgencyID
455	TENNESSEE VALLEY AUTHORITY (TVA)	1	NULL	0	FPDSTypeTable.AgencyID
456	UNITED STATES HOLOCAUST MEMORIAL MUSEUM (USHMM)	1	NULL	0	FPDSTypeTable.AgencyID
510	U.S. CHEMICAL SAFETY & HAZARD INVESTIGATION BOARD (CSB)	1	UNITED STATES CHEMICAL SAFETY BOARD (CSB)	1	FPDSTypeTable.AgencyID
514	U.S. AGENCY FOR GLOBAL MEDIA (USAGM)	1	BROADCASTING BOARD OF GOVERNORS (BBG)	1	FPDSTypeTable.AgencyID
534	OFFICE OF THE FEDERAL COORDINATOR FOR ALASKA NATURAL GAS TRANSPORTATION PROJECTS (ARCTIC GAS)	1	NULL	0	FPDSTypeTable.AgencyID
539	RECOVERY ACCOUNTABILITY AND TRANSPARENCY BOARD (RATB)	1	NULL	0	FPDSTypeTable.AgencyID
7801	FARM CREDIT ADMINISTRATION (FCA)	1	NULL	0	FPDSTypeTable.AgencyID
920	FINANCING VEHICLES AND THE BOARD OF GOVERNORS OF THE FEDERAL RESERVE (FED RESERVE)	1	NULL	0	FPDSTypeTable.AgencyID
9553	CSOSA (CSOSA)	1	COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA)	1	FPDSTypeTable.AgencyID
Warning: Null value is eliminated by an aggregate or other SET operation.



fundingrequestingagencyid	MaxOfNewFKfunding_sub_agency_name	unmatched_name_count	PKAgencyIDtext	any_name_match	PrimaryKeyTable
0400	UNITED STATES GOVERNMENT PUBLISHING OFFICE	1	GOVERNMENT PRINTING OFFICE	0	FPDSTypeTable.AgencyID
0500	GOVERNMENT ACCOUNTABILITY OFFICE	1	GENERAL ACCOUNTING OFFICE	1	FPDSTypeTable.AgencyID
1170	COMMISSION ON THE INTELLIGENCE CAPABILITIES OF THE U.S REGARDING WEAP	1	COMMISSION ON THE INTELLIGENCE CAPABILITIES OF THE U.S REGARDING WEAPONS OF MASS DESTRUCTION	0	FPDSTypeTable.AgencyID
1203	USDA, OFFICE OF GENERAL COUNSEL	1	OFFICE OF THE GENERAL COUNSEL	0	FPDSTypeTable.AgencyID
1205	USDA, DEPARTMENTAL ADMINISTRATION	1	USDA, OFFICE OF THE CHIEF FINANCIAL OFFICER	0	FPDSTypeTable.AgencyID
1208	USDA, OFFICE OF COMMUNICATION	1	OFFICE OF COMMUNICATIONS	0	FPDSTypeTable.AgencyID
12A2	USDA, OFFICE OF EXECUTIVE SECRETARIAT	1	OFFICE OF EXECUTIVE SECRETARIAT	0	FPDSTypeTable.AgencyID
12A4	USDA, OFFICE OF HOMELAND SECURITY AND EMERGENCY COORDINATION	1	USDA, HOMELAND SECURITY	0	FPDSTypeTable.AgencyID
12A5	USDA, OFFICE OF THE CHIEF ECONOMIST	1	OFFICE OF THE CHIEF ECONOMIST	0	FPDSTypeTable.AgencyID
12A6	USDA, OFFICE OF BUDGET AND PROGRAM ANALYSIS	1	OFFICE OF BUDGET AND PROGRAM ANALYSIS	0	FPDSTypeTable.AgencyID
12A8	USDA, OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION	1	OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION	0	FPDSTypeTable.AgencyID
12A9	USDA, NATIONAL APPEALS DIVISION	1	NATIONAL APPEALS DIVISION	0	FPDSTypeTable.AgencyID
12B2	USDA, OFFICE OF ASSISTANT SECRETARY OF CIVIL RIGHTS	1	OFFICE OF CIVIL RIGHTS	0	FPDSTypeTable.AgencyID
12B3	USDA, OFFICE OF PROCUREMENT AND PROPERTY MANAGEMENT	1	OFFICE OF PROCUREMENT AND PROPERTY MANAGEMENT	0	FPDSTypeTable.AgencyID
12B5	USDA, OFFICE OF HUMAN RESOURCE MANAGEMENT	1	OFFICE OF HUMAN RESOURCES MANAGEMENT	0	FPDSTypeTable.AgencyID
12B6	USDA, OFFICE OF ADMINISTRATIVE LAW JUDGE	1	OFFICE OF ADMINISTRATIVE LAW JUDGE	0	FPDSTypeTable.AgencyID
12B7	USDA, OFFICE OF THE JUDICIAL OFFICER	1	OFFICE OF THE JUDICIAL OFFICER	0	FPDSTypeTable.AgencyID
12BC	USDA, OFFICE OF PARTNERSHIPS AND PUBLIC ENGAGEMENT	1	OFFICE OF ADMINISTRATIVE SUPPORT	0	FPDSTypeTable.AgencyID
12BD	USDA, OFFICE OF ETHICS	1	OFFICE OF ETHICS	0	FPDSTypeTable.AgencyID
12BE	USDA, MANAGEMENT SERVICES	1	USDA, OFFICE OF MANAGEMENT SERVICES	0	FPDSTypeTable.AgencyID
12D0	FARM PRODUCTION AND CONSERVATION BUSINESS CENTER	1	UNDER SECRETARY FOR FARM AND FOREIGN AGRICULTURAL SERVICES	0	FPDSTypeTable.AgencyID
12H3	NATIONAL INSTITUTE OF FOOD AND AGRICULTURE	1	COOPERATIVE STATE RESEARCH, EDUCATION, AND EXTENSION SERVICE	1	FPDSTypeTable.AgencyID
12J2	USDA, OFFICE OF CONGRESSIONAL RELATIONS	1	OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL RELATIONS	0	FPDSTypeTable.AgencyID
1314	ECONOMICS AND STATISTICS ADMINISTRATION/UNDER SECRETARY FOR ECONOMIC	1	ECONOMICS AND STATISTICS ADMINISTRATION/UNDER SECRETARY FOR ECONOMIC AFFAIRS	1	FPDSTypeTable.AgencyID
1323	US CENSUS BUREAU	1	BUREAU OF THE CENSUS	1	FPDSTypeTable.AgencyID
1344	US PATENT AND TRADEMARK OFFICE	1	PATENT AND TRADEMARK OFFICE	1	FPDSTypeTable.AgencyID
1406	DEPARTMENTAL OFFICES	1	OFFICE OF POLICY, MANAGEMENT, AND BUDGET	1	FPDSTypeTable.AgencyID
1409	OFFICE OF INSULAR AFFAIRS	2	OFFICE OF TERRITORIAL AND INTERNATIONAL AFFAIRS	0	FPDSTypeTable.AgencyID
142F	WILDLIFE AND PARKS (ASSISTANT SECRETARY)	1	FISH AND WILDLIFE AND PARKS	1	FPDSTypeTable.AgencyID
142W	WATER AND SCIENCE (ASSISTANT SECRETARY)	1	WATER AND SCIENCE	1	FPDSTypeTable.AgencyID
1434	US GEOLOGICAL SURVEY	1	GEOLOGICAL SURVEY	1	FPDSTypeTable.AgencyID
1450	BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION	1	BUREAU OF INDIAN AFFAIRS	1	FPDSTypeTable.AgencyID
1540	FEDERAL PRISON SYSTEM / BUREAU OF PRISONS	1	FEDERAL PRISON SYSTEM	1	FPDSTypeTable.AgencyID
1542	FEDERAL PRISON INDUSTRIES, INC.	1	FEDERAL PRISON INDUSTRIES / UNICOR	1	FPDSTypeTable.AgencyID
1601	OFFICE OF THE SECRETARY OF LABOR	1	IMMEDIATE OFFICE OF THE SECRETARY OF LABOR	1	FPDSTypeTable.AgencyID
1605	OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT	1	OFFICE OF THE ASSISTANT SECRETARY FOR ADMIN AND MANAGEMENT	1	FPDSTypeTable.AgencyID
1607	OFF OF  CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS	1	OFF OF THE DEPUTY UNDER SECRETARY FOR CONGRESSIONAL AFFAIRS	1	FPDSTypeTable.AgencyID
1608	OFFICE OF PUBLIC AFFAIRS	1	OFFICE OF INFORMATION AND PUBLIC AFFAIRS	1	FPDSTypeTable.AgencyID
1622	OFFICE OF CHIEF FINANCIAL OFFICER	1	OFFICE OF THE CHIEF FINANCIAL OFFICER	1	FPDSTypeTable.AgencyID
1639	OFFICE OF LABOR-MANAGEMENT STANDARDS	1	1639	0	FPDSTypeTable.AgencyID
1667	OFFICE OF DISABILITY EMPLOYMENT POLICY	1	PRESIDENT'S COMMITTEE ON EMPLOYMENT OF THE HANDICAPPED	1	FPDSTypeTable.AgencyID
21SJ	JOINT SERVICES AND ACTIVITIES SUPPORTED BY OFC OF THE SECY OF THE ARM	1	JOINT SERVICES AND ACTIVITIES SUPPORTED BY OFC OF THE SECY OF THE ARMY	1	FPDSTypeTable.AgencyID
2805	DEPUTY COMMISSIONER - FINANCE, ASSESSMENT AND MANAGEMENT AND SENIOR F	1	DEPUTY COMMISSIONER - FINANCE, ASSESSMENT AND MANAGEMENT AND SENIOR FINANCIAL EXECUTIVE	0	FPDSTypeTable.AgencyID
6855	ASSISTANT ADMINISTRATOR FOR REGIONAL OPERATIONS AND STATE/LOCAL RELAT	1	ASSISTANT ADMINISTRATOR FOR REGIONAL OPERATIONS AND STATE/LOCAL RELATIONS	1	FPDSTypeTable.AgencyID
6901	OFFICE OF THE SECRETARY	1	IMMEDIATE OFFICE OF THE SECRETARY OF TRANSPORTATION	0	FPDSTypeTable.AgencyID
7011	IMMEDIATE OFF OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SE	1	IMMEDIATE OFF OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY	0	FPDSTypeTable.AgencyID
7030	OFF OF THE UNDER SECRETARY FOR INFO ANALYSIS AND INFRASTRUCTURE PROTE	1	OFF OF THE UNDER SECRETARY FOR INFO ANALYSIS AND INFRASTRUCTURE PROTECTION	1	FPDSTypeTable.AgencyID
7031	IMMED OFF OF UNDER SECRETARY FOR INFO ANALYSIS AND INFRASTRUCTURE PRO	1	IMMED OFF OF UNDER SECRETARY FOR INFO ANALYSIS AND INFRASTRUCTURE PROTECTION	0	FPDSTypeTable.AgencyID
7032	OFFICE OF INTELLIGENCE AND ANALYSIS	1	OFFICE FOR INFORMATION ANALYSIS	0	FPDSTypeTable.AgencyID
7040	SCIENCE AND TECHNOLOGY	1	OFFICE OF THE UNDER SECRETARY FOR SCIENCE AND TECHNOLOGY	1	FPDSTypeTable.AgencyID
7505	OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE	2	OFFICE OF ASSISTANT SECRETARY FOR MANAGEMENT AND BUDGET	0	FPDSTypeTable.AgencyID
7509	OFFICE OF INTERGOVERNMENTAL AND EXTERNAL AFFAIRS	1	OFFICE OF INTERGOVERNMENTAL AFFAIRS AND REGIONAL DIRECTORS	1	FPDSTypeTable.AgencyID
7523	CENTERS FOR DISEASE CONTROL AND PREVENTION	1	CENTERS FOR DISEASE CONTROL	0	FPDSTypeTable.AgencyID
7528	AGENCY FOR HEALTHCARE RESEARCH AND QUALITY	1	AGENCY FOR HEALTH CARE POLICY AND RESEARCH	0	FPDSTypeTable.AgencyID
7555	PROGRAM SUPPORT CENTER	1	OFFICE OF ASST SECRETARY FOR HEALTH EXCEPT NATIONAL CENTERS	0	FPDSTypeTable.AgencyID
8025	NASA SHARED SERVICES CENTER	1	SPACE STATION PROGRAM OFFICE	0	FPDSTypeTable.AgencyID
8035	KENNEDY SPACE CENTER	1	JOHN F. KENNEDY SPACE CENTER	1	FPDSTypeTable.AgencyID
8653	OFFICE OF LEAD HAZARD CONTROL AND HEALTHY HOMES	1	OFFICE OF HEALTHY HOMES AND LEAD HAZARD CONTROL	0	FPDSTypeTable.AgencyID
8960	FEDERAL ENERGY REGULATORY COMMISSION	1	FERC	0	FPDSTypeTable.AgencyID
9106	OFFICE OF THE CHIEF FINANCIAL OFFICER	1	OFFICE OF MANAGEMENT AND BUDGET/CHIEF FINANCIAL OFFICER	1	FPDSTypeTable.AgencyID
9535	INSTITUTE OF AMERICAN INDIAN AND ALASKA NATIVE CULTURE AND ARTS DEVEL	1	INSTITUTE OF AMERICAN INDIAN AND ALASKA NATIVE CULTURE AND ARTS DEVELOPMENT	0	FPDSTypeTable.AgencyID
9545	MORRIS K. UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL	1	MORRIS K. UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION	1	FPDSTypeTable.AgencyID
9568	UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG	1	BROADCASTING BOARD OF GOVERNORS	0	FPDSTypeTable.AgencyID
9700	DEPT OF DEFENSE	1	DEPARTMENT OF DEFENSE	0	FPDSTypeTable.AgencyID
97AV	DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY	1	DEFENSE SECURITY SERVICE	0	FPDSTypeTable.AgencyID
97F6	OFFICE OF LOCAL DEFENSE COMMUNITY COOPERATION	1	OFFICE OF ECONOMIC ADJUSTMENT	0	FPDSTypeTable.AgencyID
Warning: Null value is eliminated by an aggregate or other SET operation.



fundingrequestingofficeid	MaxOfNewFKfunding_office_name	unmatched_name_count	PKContractingOfficeName	any_name_match	PrimaryKeyTable
0000	DLA SUPPORT SERVICES	1	NULL	1	Office.ContractingOfficeCode
00001	US SOLDIERS' AND AIRMEN'S HOME	26	NULL	1	Office.ContractingOfficeCode
00002	WESTERN ADMINISTRATIVE SERVICE CENTER	9	NULL	0	Office.ContractingOfficeCode
00003	SOUTHERN PLAINS REGION	10	NULL	0	Office.ContractingOfficeCode
00004	VOA DIRECTORS OFFICE	10	NULL	1	Office.ContractingOfficeCode
00005	SMALL BUSINESS ADMINISTRATION	8	NULL	0	Office.ContractingOfficeCode
00006	WESTERN ADMINISTRATIVE SERVICE CENTER	8	NULL	0	Office.ContractingOfficeCode
00007	OFFICE OF POLICY	7	NULL	0	Office.ContractingOfficeCode
00008	OFFICE OF THE CHIEF FINANCIAL OFFICER	5	NULL	0	Office.ContractingOfficeCode
00009	UNASSIGNED	6	NULL	0	Office.ContractingOfficeCode
0001	CONTRACTS OFFICE	3	NULL	0	Office.ContractingOfficeCode
00010	US GEOLOGICAL SURVEY LIBRARY	5	NULL	0	Office.ContractingOfficeCode
00011	WESTERN REGIONAL OFFICE	7	NULL	0	Office.ContractingOfficeCode
00012	SCHENECTADY NAVAL REACTORS OFFICE	4	NULL	1	Office.ContractingOfficeCode
00013	PACIFIC REGION	3	NULL	0	Office.ContractingOfficeCode
00014	SNAKE RIVER EAST AREA OFFICE	3	NULL	0	Office.ContractingOfficeCode
00015	RESEARCH DIVISION (OPR)	4	NULL	0	Office.ContractingOfficeCode
00016	PORTSMOUTH/PADUCAH PROJECT OFFICE (EM CBC)	4	NULL	0	Office.ContractingOfficeCode
00017	OFFICE OF SECURITY	1	NULL	0	Office.ContractingOfficeCode
00019	OFFICE OF SERVICE - TAKE PRIDE IN AMERICA	2	NULL	1	Office.ContractingOfficeCode
0001U	COLUMBIA-CASCADES AREA OFFICE	1	NULL	0	Office.ContractingOfficeCode
00020	SACRAMENTO REGIONAL OFFICE	4	NULL	1	Office.ContractingOfficeCode
00021	CENTRAL VALLEY PROJECT - FRESNO	2	NULL	0	Office.ContractingOfficeCode
00022	EAST ASIA&PACIFIC LANGUAGE DIVISION	2	NULL	0	Office.ContractingOfficeCode
00023	NORTHERN CALIFORNIA AREA	3	NULL	1	Office.ContractingOfficeCode
00024	UNITED STATES INFORMATION AGENCY	4	NULL	0	Office.ContractingOfficeCode
